Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,5906,6790.3,6082.65,6483.26
"Cash and Short Term Investments 247 2458.47 2721.14 1445.94  Cash - - - -  Cash & Equivalents 247 2458.47 2721.14 1445.94  Short Term Investments - - - -  Total Receivables, Net 2599 2077.36 1609.45 2559.12  Accounts Receivables - Trade, Net 2599 2077.36 1609.45 2559.12  Total Inventory 3006 2171.7 1699.54 2424.99  Prepaid Expenses 41 22.2 36.59 44.23  Other Current Assets, Total 13 60.58 15.94 8.98","Cash and Short Term Investments 247 2458.47 2721.14 1445.94  Cash - - - -  Cash & Equivalents 247 2458.47 2721.14 1445.94  Short Term Investments - - - -  Total Receivables, Net 2599 2077.36 1609.45 2559.12  Accounts Receivables - Trade, Net 2599 2077.36 1609.45 2559.12  Total Inventory 3006 2171.7 1699.54 2424.99  Prepaid Expenses 41 22.2 36.59 44.23  Other Current Assets, Total 13 60.58 15.94 8.98","Cash and Short Term Investments 247 2458.47 2721.14 1445.94  Cash - - - -  Cash & Equivalents 247 2458.47 2721.14 1445.94  Short Term Investments - - - -  Total Receivables, Net 2599 2077.36 1609.45 2559.12  Accounts Receivables - Trade, Net 2599 2077.36 1609.45 2559.12  Total Inventory 3006 2171.7 1699.54 2424.99  Prepaid Expenses 41 22.2 36.59 44.23  Other Current Assets, Total 13 60.58 15.94 8.98","Cash and Short Term Investments 247 2458.47 2721.14 1445.94  Cash - - - -  Cash & Equivalents 247 2458.47 2721.14 1445.94  Short Term Investments - - - -  Total Receivables, Net 2599 2077.36 1609.45 2559.12  Accounts Receivables - Trade, Net 2599 2077.36 1609.45 2559.12  Total Inventory 3006 2171.7 1699.54 2424.99  Prepaid Expenses 41 22.2 36.59 44.23  Other Current Assets, Total 13 60.58 15.94 8.98","Cash and Short Term Investments 247 2458.47 2721.14 1445.94  Cash - - - -  Cash & Equivalents 247 2458.47 2721.14 1445.94  Short Term Investments - - - -  Total Receivables, Net 2599 2077.36 1609.45 2559.12  Accounts Receivables - Trade, Net 2599 2077.36 1609.45 2559.12  Total Inventory 3006 2171.7 1699.54 2424.99  Prepaid Expenses 41 22.2 36.59 44.23  Other Current Assets, Total 13 60.58 15.94 8.98"
Cash and Short Term Investments,247,2458.47,2721.14,1445.94
Cash,-,-,-,-
Cash & Equivalents,247,2458.47,2721.14,1445.94
Short Term Investments,-,-,-,-
"Total Receivables, Net",2599,2077.36,1609.45,2559.12
"Accounts Receivables - Trade, Net",2599,2077.36,1609.45,2559.12
Total Inventory,3006,2171.7,1699.54,2424.99
Prepaid Expenses,41,22.2,36.59,44.23
"Other Current Assets, Total",13,60.58,15.94,8.98
Total Assets,8258,7920.19,7337.9,7814.97
"Property/Plant/Equipment, Total - Net 2086 904.91 990.42 1071.86  Property/Plant/Equipment, Total - Gross - 2228.3 2226.5 2217.87  Accumulated Depreciation, Total - -1323.39 -1236.08 -1146.01  Goodwill, Net - - - -  Intangibles, Net 87 54.85 61.24 56.68  Long Term Investments 32 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 170.13 203.59 203.17  Other Assets, Total 565 - - -","Property/Plant/Equipment, Total - Net 2086 904.91 990.42 1071.86  Property/Plant/Equipment, Total - Gross - 2228.3 2226.5 2217.87  Accumulated Depreciation, Total - -1323.39 -1236.08 -1146.01  Goodwill, Net - - - -  Intangibles, Net 87 54.85 61.24 56.68  Long Term Investments 32 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 170.13 203.59 203.17  Other Assets, Total 565 - - -","Property/Plant/Equipment, Total - Net 2086 904.91 990.42 1071.86  Property/Plant/Equipment, Total - Gross - 2228.3 2226.5 2217.87  Accumulated Depreciation, Total - -1323.39 -1236.08 -1146.01  Goodwill, Net - - - -  Intangibles, Net 87 54.85 61.24 56.68  Long Term Investments 32 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 170.13 203.59 203.17  Other Assets, Total 565 - - -","Property/Plant/Equipment, Total - Net 2086 904.91 990.42 1071.86  Property/Plant/Equipment, Total - Gross - 2228.3 2226.5 2217.87  Accumulated Depreciation, Total - -1323.39 -1236.08 -1146.01  Goodwill, Net - - - -  Intangibles, Net 87 54.85 61.24 56.68  Long Term Investments 32 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 170.13 203.59 203.17  Other Assets, Total 565 - - -","Property/Plant/Equipment, Total - Net 2086 904.91 990.42 1071.86  Property/Plant/Equipment, Total - Gross - 2228.3 2226.5 2217.87  Accumulated Depreciation, Total - -1323.39 -1236.08 -1146.01  Goodwill, Net - - - -  Intangibles, Net 87 54.85 61.24 56.68  Long Term Investments 32 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 170.13 203.59 203.17  Other Assets, Total 565 - - -"
"Property/Plant/Equipment, Total - Net",2086,904.91,990.42,1071.86
"Property/Plant/Equipment, Total - Gross",-,2228.3,2226.5,2217.87
"Accumulated Depreciation, Total",-,-1323.39,-1236.08,-1146.01
"Goodwill, Net",-,-,-,-
"Intangibles, Net",87,54.85,61.24,56.68
Long Term Investments,32,-,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,170.13,203.59,203.17
"Other Assets, Total",565,-,-,-
Total Current Liabilities,1431,1353.91,626.38,1156.62
"Accounts Payable 486 391.01 177.85 259.68  Payable/Accrued - - - -  Accrued Expenses 87 81.01 67.68 110.94  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 268.9 73.81 72.38  Other Current liabilities, Total 858 612.99 307.04 713.61","Accounts Payable 486 391.01 177.85 259.68  Payable/Accrued - - - -  Accrued Expenses 87 81.01 67.68 110.94  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 268.9 73.81 72.38  Other Current liabilities, Total 858 612.99 307.04 713.61","Accounts Payable 486 391.01 177.85 259.68  Payable/Accrued - - - -  Accrued Expenses 87 81.01 67.68 110.94  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 268.9 73.81 72.38  Other Current liabilities, Total 858 612.99 307.04 713.61","Accounts Payable 486 391.01 177.85 259.68  Payable/Accrued - - - -  Accrued Expenses 87 81.01 67.68 110.94  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 268.9 73.81 72.38  Other Current liabilities, Total 858 612.99 307.04 713.61","Accounts Payable 486 391.01 177.85 259.68  Payable/Accrued - - - -  Accrued Expenses 87 81.01 67.68 110.94  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 268.9 73.81 72.38  Other Current liabilities, Total 858 612.99 307.04 713.61"
Accounts Payable,486,391.01,177.85,259.68
Payable/Accrued,-,-,-,-
Accrued Expenses,87,81.01,67.68,110.94
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,-,268.9,73.81,72.38
"Other Current liabilities, Total",858,612.99,307.04,713.61
Total Liabilities,1432,1353.91,917.14,1528.23
"Total Long Term Debt - - 268.9 342.71  Long Term Debt - - - -  Capital Lease Obligations - - 268.9 342.71  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 - 21.86 28.9","Total Long Term Debt - - 268.9 342.71  Long Term Debt - - - -  Capital Lease Obligations - - 268.9 342.71  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 - 21.86 28.9","Total Long Term Debt - - 268.9 342.71  Long Term Debt - - - -  Capital Lease Obligations - - 268.9 342.71  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 - 21.86 28.9","Total Long Term Debt - - 268.9 342.71  Long Term Debt - - - -  Capital Lease Obligations - - 268.9 342.71  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 - 21.86 28.9","Total Long Term Debt - - 268.9 342.71  Long Term Debt - - - -  Capital Lease Obligations - - 268.9 342.71  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 1 - 21.86 28.9"
Total Long Term Debt,-,-,268.9,342.71
Long Term Debt,-,-,-,-
Capital Lease Obligations,-,-,268.9,342.71
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",1,-,21.86,28.9
Total Equity,6826,6566.28,6420.76,6286.74
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 700 700.33 700.33 700.33  Additional Paid-In Capital 533 532.99 532.38 517.43  Retained Earnings (Accumulated Deficit) 5688 5452.61 5188.97 5081.19  Treasury Stock - Common -96 -119.65 -0.92 -12.21  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 700 700.33 700.33 700.33  Additional Paid-In Capital 533 532.99 532.38 517.43  Retained Earnings (Accumulated Deficit) 5688 5452.61 5188.97 5081.19  Treasury Stock - Common -96 -119.65 -0.92 -12.21  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 700 700.33 700.33 700.33  Additional Paid-In Capital 533 532.99 532.38 517.43  Retained Earnings (Accumulated Deficit) 5688 5452.61 5188.97 5081.19  Treasury Stock - Common -96 -119.65 -0.92 -12.21  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 700 700.33 700.33 700.33  Additional Paid-In Capital 533 532.99 532.38 517.43  Retained Earnings (Accumulated Deficit) 5688 5452.61 5188.97 5081.19  Treasury Stock - Common -96 -119.65 -0.92 -12.21  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 700 700.33 700.33 700.33  Additional Paid-In Capital 533 532.99 532.38 517.43  Retained Earnings (Accumulated Deficit) 5688 5452.61 5188.97 5081.19  Treasury Stock - Common -96 -119.65 -0.92 -12.21  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",700,700.33,700.33,700.33
Additional Paid-In Capital,533,532.99,532.38,517.43
Retained Earnings (Accumulated Deficit),5688,5452.61,5188.97,5081.19
Treasury Stock - Common,-96,-119.65,-0.92,-12.21
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",1,-,-,-
