Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,20413,21279.25,21915.91,23056.92
"Cash and Short Term Investments 2344 1848.89 1847.51 2570.98  Cash - - - -  Cash & Equivalents 2344 1848.89 1847.51 2570.98  Short Term Investments - - - -  Total Receivables, Net 9567 9077.99 8749.55 9799.75  Accounts Receivables - Trade, Net 8885 8875.16 8662.19 9645.28  Total Inventory 7500 7938.96 8602.87 9159.27  Prepaid Expenses - 2228.34 2454.97 1358.04  Other Current Assets, Total 1002 185.06 261.02 168.89","Cash and Short Term Investments 2344 1848.89 1847.51 2570.98  Cash - - - -  Cash & Equivalents 2344 1848.89 1847.51 2570.98  Short Term Investments - - - -  Total Receivables, Net 9567 9077.99 8749.55 9799.75  Accounts Receivables - Trade, Net 8885 8875.16 8662.19 9645.28  Total Inventory 7500 7938.96 8602.87 9159.27  Prepaid Expenses - 2228.34 2454.97 1358.04  Other Current Assets, Total 1002 185.06 261.02 168.89","Cash and Short Term Investments 2344 1848.89 1847.51 2570.98  Cash - - - -  Cash & Equivalents 2344 1848.89 1847.51 2570.98  Short Term Investments - - - -  Total Receivables, Net 9567 9077.99 8749.55 9799.75  Accounts Receivables - Trade, Net 8885 8875.16 8662.19 9645.28  Total Inventory 7500 7938.96 8602.87 9159.27  Prepaid Expenses - 2228.34 2454.97 1358.04  Other Current Assets, Total 1002 185.06 261.02 168.89","Cash and Short Term Investments 2344 1848.89 1847.51 2570.98  Cash - - - -  Cash & Equivalents 2344 1848.89 1847.51 2570.98  Short Term Investments - - - -  Total Receivables, Net 9567 9077.99 8749.55 9799.75  Accounts Receivables - Trade, Net 8885 8875.16 8662.19 9645.28  Total Inventory 7500 7938.96 8602.87 9159.27  Prepaid Expenses - 2228.34 2454.97 1358.04  Other Current Assets, Total 1002 185.06 261.02 168.89","Cash and Short Term Investments 2344 1848.89 1847.51 2570.98  Cash - - - -  Cash & Equivalents 2344 1848.89 1847.51 2570.98  Short Term Investments - - - -  Total Receivables, Net 9567 9077.99 8749.55 9799.75  Accounts Receivables - Trade, Net 8885 8875.16 8662.19 9645.28  Total Inventory 7500 7938.96 8602.87 9159.27  Prepaid Expenses - 2228.34 2454.97 1358.04  Other Current Assets, Total 1002 185.06 261.02 168.89"
Cash and Short Term Investments,2344,1848.89,1847.51,2570.98
Cash,-,-,-,-
Cash & Equivalents,2344,1848.89,1847.51,2570.98
Short Term Investments,-,-,-,-
"Total Receivables, Net",9567,9077.99,8749.55,9799.75
"Accounts Receivables - Trade, Net",8885,8875.16,8662.19,9645.28
Total Inventory,7500,7938.96,8602.87,9159.27
Prepaid Expenses,-,2228.34,2454.97,1358.04
"Other Current Assets, Total",1002,185.06,261.02,168.89
Total Assets,29382,29863.72,29790.68,31138.08
"Property/Plant/Equipment, Total - Net 5026 4750.75 4714 4764.89  Property/Plant/Equipment, Total - Gross - 16195.6 15854.14 15753.17  Accumulated Depreciation, Total - -11444.85 -11140.13 -10988.28  Goodwill, Net - - - -  Intangibles, Net 128 129.26 149.64 45.98  Long Term Investments 3812 3320.9 2608.68 2864.02  Note Receivable - Long Term 682 0.15 0.52 0.86  Other Long Term Assets, Total 2 383.4 401.93 405.4  Other Assets, Total -1064 - - -","Property/Plant/Equipment, Total - Net 5026 4750.75 4714 4764.89  Property/Plant/Equipment, Total - Gross - 16195.6 15854.14 15753.17  Accumulated Depreciation, Total - -11444.85 -11140.13 -10988.28  Goodwill, Net - - - -  Intangibles, Net 128 129.26 149.64 45.98  Long Term Investments 3812 3320.9 2608.68 2864.02  Note Receivable - Long Term 682 0.15 0.52 0.86  Other Long Term Assets, Total 2 383.4 401.93 405.4  Other Assets, Total -1064 - - -","Property/Plant/Equipment, Total - Net 5026 4750.75 4714 4764.89  Property/Plant/Equipment, Total - Gross - 16195.6 15854.14 15753.17  Accumulated Depreciation, Total - -11444.85 -11140.13 -10988.28  Goodwill, Net - - - -  Intangibles, Net 128 129.26 149.64 45.98  Long Term Investments 3812 3320.9 2608.68 2864.02  Note Receivable - Long Term 682 0.15 0.52 0.86  Other Long Term Assets, Total 2 383.4 401.93 405.4  Other Assets, Total -1064 - - -","Property/Plant/Equipment, Total - Net 5026 4750.75 4714 4764.89  Property/Plant/Equipment, Total - Gross - 16195.6 15854.14 15753.17  Accumulated Depreciation, Total - -11444.85 -11140.13 -10988.28  Goodwill, Net - - - -  Intangibles, Net 128 129.26 149.64 45.98  Long Term Investments 3812 3320.9 2608.68 2864.02  Note Receivable - Long Term 682 0.15 0.52 0.86  Other Long Term Assets, Total 2 383.4 401.93 405.4  Other Assets, Total -1064 - - -","Property/Plant/Equipment, Total - Net 5026 4750.75 4714 4764.89  Property/Plant/Equipment, Total - Gross - 16195.6 15854.14 15753.17  Accumulated Depreciation, Total - -11444.85 -11140.13 -10988.28  Goodwill, Net - - - -  Intangibles, Net 128 129.26 149.64 45.98  Long Term Investments 3812 3320.9 2608.68 2864.02  Note Receivable - Long Term 682 0.15 0.52 0.86  Other Long Term Assets, Total 2 383.4 401.93 405.4  Other Assets, Total -1064 - - -"
"Property/Plant/Equipment, Total - Net",5026,4750.75,4714,4764.89
"Property/Plant/Equipment, Total - Gross",-,16195.6,15854.14,15753.17
"Accumulated Depreciation, Total",-,-11444.85,-11140.13,-10988.28
"Goodwill, Net",-,-,-,-
"Intangibles, Net",128,129.26,149.64,45.98
Long Term Investments,3812,3320.9,2608.68,2864.02
Note Receivable - Long Term,682,0.15,0.52,0.86
"Other Long Term Assets, Total",2,383.4,401.93,405.4
"Other Assets, Total",-1064,-,-,-
Total Current Liabilities,14767,16465.71,16954.42,16787.77
