Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,5148,4956.54,2642.36,1892.59
"Cash and Short Term Investments 4240 4172.12 2091.7 1374.43  Cash - - - -  Cash & Equivalents 4240 4172.12 2091.7 1374.43  Short Term Investments - - - -  Total Receivables, Net 710 645.46 473.65 368.6  Accounts Receivables - Trade, Net 710 645.46 471.73 360.73  Total Inventory - - - -  Prepaid Expenses - - 72.79 146.1  Other Current Assets, Total 198 138.96 4.22 3.46","Cash and Short Term Investments 4240 4172.12 2091.7 1374.43  Cash - - - -  Cash & Equivalents 4240 4172.12 2091.7 1374.43  Short Term Investments - - - -  Total Receivables, Net 710 645.46 473.65 368.6  Accounts Receivables - Trade, Net 710 645.46 471.73 360.73  Total Inventory - - - -  Prepaid Expenses - - 72.79 146.1  Other Current Assets, Total 198 138.96 4.22 3.46","Cash and Short Term Investments 4240 4172.12 2091.7 1374.43  Cash - - - -  Cash & Equivalents 4240 4172.12 2091.7 1374.43  Short Term Investments - - - -  Total Receivables, Net 710 645.46 473.65 368.6  Accounts Receivables - Trade, Net 710 645.46 471.73 360.73  Total Inventory - - - -  Prepaid Expenses - - 72.79 146.1  Other Current Assets, Total 198 138.96 4.22 3.46","Cash and Short Term Investments 4240 4172.12 2091.7 1374.43  Cash - - - -  Cash & Equivalents 4240 4172.12 2091.7 1374.43  Short Term Investments - - - -  Total Receivables, Net 710 645.46 473.65 368.6  Accounts Receivables - Trade, Net 710 645.46 471.73 360.73  Total Inventory - - - -  Prepaid Expenses - - 72.79 146.1  Other Current Assets, Total 198 138.96 4.22 3.46","Cash and Short Term Investments 4240 4172.12 2091.7 1374.43  Cash - - - -  Cash & Equivalents 4240 4172.12 2091.7 1374.43  Short Term Investments - - - -  Total Receivables, Net 710 645.46 473.65 368.6  Accounts Receivables - Trade, Net 710 645.46 471.73 360.73  Total Inventory - - - -  Prepaid Expenses - - 72.79 146.1  Other Current Assets, Total 198 138.96 4.22 3.46"
Cash and Short Term Investments,4240,4172.12,2091.7,1374.43
Cash,-,-,-,-
Cash & Equivalents,4240,4172.12,2091.7,1374.43
Short Term Investments,-,-,-,-
"Total Receivables, Net",710,645.46,473.65,368.6
"Accounts Receivables - Trade, Net",710,645.46,471.73,360.73
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,72.79,146.1
"Other Current Assets, Total",198,138.96,4.22,3.46
Total Assets,7091,6983.95,3068.99,2202.02
