Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,8737,8869,6844,5500.12
"Cash and Short Term Investments 2639 3949 1755 365.26  Cash - - - -  Cash & Equivalents 2639 3949 1755 365.26  Short Term Investments - - - -  Total Receivables, Net 2595 2350 1825 2081.33  Accounts Receivables - Trade, Net 2595 2350 1825 2080.78  Total Inventory 1867 1263 3234 3035.83  Prepaid Expenses 24 19 23 13.48  Other Current Assets, Total 1612 1288 7 4.22","Cash and Short Term Investments 2639 3949 1755 365.26  Cash - - - -  Cash & Equivalents 2639 3949 1755 365.26  Short Term Investments - - - -  Total Receivables, Net 2595 2350 1825 2081.33  Accounts Receivables - Trade, Net 2595 2350 1825 2080.78  Total Inventory 1867 1263 3234 3035.83  Prepaid Expenses 24 19 23 13.48  Other Current Assets, Total 1612 1288 7 4.22","Cash and Short Term Investments 2639 3949 1755 365.26  Cash - - - -  Cash & Equivalents 2639 3949 1755 365.26  Short Term Investments - - - -  Total Receivables, Net 2595 2350 1825 2081.33  Accounts Receivables - Trade, Net 2595 2350 1825 2080.78  Total Inventory 1867 1263 3234 3035.83  Prepaid Expenses 24 19 23 13.48  Other Current Assets, Total 1612 1288 7 4.22","Cash and Short Term Investments 2639 3949 1755 365.26  Cash - - - -  Cash & Equivalents 2639 3949 1755 365.26  Short Term Investments - - - -  Total Receivables, Net 2595 2350 1825 2081.33  Accounts Receivables - Trade, Net 2595 2350 1825 2080.78  Total Inventory 1867 1263 3234 3035.83  Prepaid Expenses 24 19 23 13.48  Other Current Assets, Total 1612 1288 7 4.22","Cash and Short Term Investments 2639 3949 1755 365.26  Cash - - - -  Cash & Equivalents 2639 3949 1755 365.26  Short Term Investments - - - -  Total Receivables, Net 2595 2350 1825 2081.33  Accounts Receivables - Trade, Net 2595 2350 1825 2080.78  Total Inventory 1867 1263 3234 3035.83  Prepaid Expenses 24 19 23 13.48  Other Current Assets, Total 1612 1288 7 4.22"
Cash and Short Term Investments,2639,3949,1755,365.26
Cash,-,-,-,-
Cash & Equivalents,2639,3949,1755,365.26
Short Term Investments,-,-,-,-
"Total Receivables, Net",2595,2350,1825,2081.33
"Accounts Receivables - Trade, Net",2595,2350,1825,2080.78
Total Inventory,1867,1263,3234,3035.83
Prepaid Expenses,24,19,23,13.48
"Other Current Assets, Total",1612,1288,7,4.22
Total Assets,12766,12022,9865,8482.84
