Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,6428,3708,1938.7,2070.36
"Cash and Short Term Investments 4896 1025 1587.89 1781.94  Cash - - - -  Cash & Equivalents 4889 1013 1586.17 1753.23  Short Term Investments 7 12 1.72 28.71  Total Receivables, Net 1408 2623 264.91 252.04  Accounts Receivables - Trade, Net 1390 2623 238.81 240.22  Total Inventory 4 1 1.76 0.71  Prepaid Expenses 37 36 77.53 29.58  Other Current Assets, Total 83 23 6.61 6.08","Cash and Short Term Investments 4896 1025 1587.89 1781.94  Cash - - - -  Cash & Equivalents 4889 1013 1586.17 1753.23  Short Term Investments 7 12 1.72 28.71  Total Receivables, Net 1408 2623 264.91 252.04  Accounts Receivables - Trade, Net 1390 2623 238.81 240.22  Total Inventory 4 1 1.76 0.71  Prepaid Expenses 37 36 77.53 29.58  Other Current Assets, Total 83 23 6.61 6.08","Cash and Short Term Investments 4896 1025 1587.89 1781.94  Cash - - - -  Cash & Equivalents 4889 1013 1586.17 1753.23  Short Term Investments 7 12 1.72 28.71  Total Receivables, Net 1408 2623 264.91 252.04  Accounts Receivables - Trade, Net 1390 2623 238.81 240.22  Total Inventory 4 1 1.76 0.71  Prepaid Expenses 37 36 77.53 29.58  Other Current Assets, Total 83 23 6.61 6.08","Cash and Short Term Investments 4896 1025 1587.89 1781.94  Cash - - - -  Cash & Equivalents 4889 1013 1586.17 1753.23  Short Term Investments 7 12 1.72 28.71  Total Receivables, Net 1408 2623 264.91 252.04  Accounts Receivables - Trade, Net 1390 2623 238.81 240.22  Total Inventory 4 1 1.76 0.71  Prepaid Expenses 37 36 77.53 29.58  Other Current Assets, Total 83 23 6.61 6.08","Cash and Short Term Investments 4896 1025 1587.89 1781.94  Cash - - - -  Cash & Equivalents 4889 1013 1586.17 1753.23  Short Term Investments 7 12 1.72 28.71  Total Receivables, Net 1408 2623 264.91 252.04  Accounts Receivables - Trade, Net 1390 2623 238.81 240.22  Total Inventory 4 1 1.76 0.71  Prepaid Expenses 37 36 77.53 29.58  Other Current Assets, Total 83 23 6.61 6.08"
Cash and Short Term Investments,4896,1025,1587.89,1781.94
Cash,-,-,-,-
Cash & Equivalents,4889,1013,1586.17,1753.23
Short Term Investments,7,12,1.72,28.71
"Total Receivables, Net",1408,2623,264.91,252.04
"Accounts Receivables - Trade, Net",1390,2623,238.81,240.22
Total Inventory,4,1,1.76,0.71
Prepaid Expenses,37,36,77.53,29.58
"Other Current Assets, Total",83,23,6.61,6.08
Total Assets,8092,4983,3306.98,3606.69
