Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,2209,1738.98,1553.81,1507.4
"Cash and Short Term Investments 1262 945.61 829.3 706.84  Cash - - - -  Cash & Equivalents 1262 945.61 829.3 706.84  Short Term Investments - - - -  Total Receivables, Net 629 519.71 481.32 559.48  Accounts Receivables - Trade, Net 629 465.12 428.65 509.18  Total Inventory 33 39.96 37.33 33.84  Prepaid Expenses 281 230.03 202.55 204.14  Other Current Assets, Total 4 3.67 3.31 3.1","Cash and Short Term Investments 1262 945.61 829.3 706.84  Cash - - - -  Cash & Equivalents 1262 945.61 829.3 706.84  Short Term Investments - - - -  Total Receivables, Net 629 519.71 481.32 559.48  Accounts Receivables - Trade, Net 629 465.12 428.65 509.18  Total Inventory 33 39.96 37.33 33.84  Prepaid Expenses 281 230.03 202.55 204.14  Other Current Assets, Total 4 3.67 3.31 3.1","Cash and Short Term Investments 1262 945.61 829.3 706.84  Cash - - - -  Cash & Equivalents 1262 945.61 829.3 706.84  Short Term Investments - - - -  Total Receivables, Net 629 519.71 481.32 559.48  Accounts Receivables - Trade, Net 629 465.12 428.65 509.18  Total Inventory 33 39.96 37.33 33.84  Prepaid Expenses 281 230.03 202.55 204.14  Other Current Assets, Total 4 3.67 3.31 3.1","Cash and Short Term Investments 1262 945.61 829.3 706.84  Cash - - - -  Cash & Equivalents 1262 945.61 829.3 706.84  Short Term Investments - - - -  Total Receivables, Net 629 519.71 481.32 559.48  Accounts Receivables - Trade, Net 629 465.12 428.65 509.18  Total Inventory 33 39.96 37.33 33.84  Prepaid Expenses 281 230.03 202.55 204.14  Other Current Assets, Total 4 3.67 3.31 3.1","Cash and Short Term Investments 1262 945.61 829.3 706.84  Cash - - - -  Cash & Equivalents 1262 945.61 829.3 706.84  Short Term Investments - - - -  Total Receivables, Net 629 519.71 481.32 559.48  Accounts Receivables - Trade, Net 629 465.12 428.65 509.18  Total Inventory 33 39.96 37.33 33.84  Prepaid Expenses 281 230.03 202.55 204.14  Other Current Assets, Total 4 3.67 3.31 3.1"
Cash and Short Term Investments,1262,945.61,829.3,706.84
Cash,-,-,-,-
Cash & Equivalents,1262,945.61,829.3,706.84
Short Term Investments,-,-,-,-
"Total Receivables, Net",629,519.71,481.32,559.48
"Accounts Receivables - Trade, Net",629,465.12,428.65,509.18
Total Inventory,33,39.96,37.33,33.84
Prepaid Expenses,281,230.03,202.55,204.14
"Other Current Assets, Total",4,3.67,3.31,3.1
Total Assets,3148,2785.84,2702.63,2558.82
