Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,4674,3212,3042,1104
"Cash and Short Term Investments 2793 1470 1766 563  Cash - - - -  Cash & Equivalents 1627 1370 1766 563  Short Term Investments 1166 100 - -  Total Receivables, Net 1658 1513 1157 488  Accounts Receivables - Trade, Net 1658 1435 1157 333  Total Inventory 79 75 28 7  Prepaid Expenses - 77 - -  Other Current Assets, Total 144 77 211 46","Cash and Short Term Investments 2793 1470 1766 563  Cash - - - -  Cash & Equivalents 1627 1370 1766 563  Short Term Investments 1166 100 - -  Total Receivables, Net 1658 1513 1157 488  Accounts Receivables - Trade, Net 1658 1435 1157 333  Total Inventory 79 75 28 7  Prepaid Expenses - 77 - -  Other Current Assets, Total 144 77 211 46","Cash and Short Term Investments 2793 1470 1766 563  Cash - - - -  Cash & Equivalents 1627 1370 1766 563  Short Term Investments 1166 100 - -  Total Receivables, Net 1658 1513 1157 488  Accounts Receivables - Trade, Net 1658 1435 1157 333  Total Inventory 79 75 28 7  Prepaid Expenses - 77 - -  Other Current Assets, Total 144 77 211 46","Cash and Short Term Investments 2793 1470 1766 563  Cash - - - -  Cash & Equivalents 1627 1370 1766 563  Short Term Investments 1166 100 - -  Total Receivables, Net 1658 1513 1157 488  Accounts Receivables - Trade, Net 1658 1435 1157 333  Total Inventory 79 75 28 7  Prepaid Expenses - 77 - -  Other Current Assets, Total 144 77 211 46","Cash and Short Term Investments 2793 1470 1766 563  Cash - - - -  Cash & Equivalents 1627 1370 1766 563  Short Term Investments 1166 100 - -  Total Receivables, Net 1658 1513 1157 488  Accounts Receivables - Trade, Net 1658 1435 1157 333  Total Inventory 79 75 28 7  Prepaid Expenses - 77 - -  Other Current Assets, Total 144 77 211 46"
Cash and Short Term Investments,2793,1470,1766,563
Cash,-,-,-,-
Cash & Equivalents,1627,1370,1766,563
Short Term Investments,1166,100,-,-
"Total Receivables, Net",1658,1513,1157,488
"Accounts Receivables - Trade, Net",1658,1435,1157,333
Total Inventory,79,75,28,7
Prepaid Expenses,-,77,-,-
"Other Current Assets, Total",144,77,211,46
Total Assets,8074,6817,5290,1578
"Property/Plant/Equipment, Total - Net 1114 1306 1277 2  Property/Plant/Equipment, Total - Gross - - 127 46  Accumulated Depreciation, Total - - -24 -44  Goodwill, Net 1649 1666 1666 -  Intangibles, Net 83 107 87 96  Long Term Investments 488 465 413 358  Note Receivable - Long Term - 78 - 79  Other Long Term Assets, Total 4 3 163 -129  Other Assets, Total -207 -1203 -641 -419","Property/Plant/Equipment, Total - Net 1114 1306 1277 2  Property/Plant/Equipment, Total - Gross - - 127 46  Accumulated Depreciation, Total - - -24 -44  Goodwill, Net 1649 1666 1666 -  Intangibles, Net 83 107 87 96  Long Term Investments 488 465 413 358  Note Receivable - Long Term - 78 - 79  Other Long Term Assets, Total 4 3 163 -129  Other Assets, Total -207 -1203 -641 -419","Property/Plant/Equipment, Total - Net 1114 1306 1277 2  Property/Plant/Equipment, Total - Gross - - 127 46  Accumulated Depreciation, Total - - -24 -44  Goodwill, Net 1649 1666 1666 -  Intangibles, Net 83 107 87 96  Long Term Investments 488 465 413 358  Note Receivable - Long Term - 78 - 79  Other Long Term Assets, Total 4 3 163 -129  Other Assets, Total -207 -1203 -641 -419","Property/Plant/Equipment, Total - Net 1114 1306 1277 2  Property/Plant/Equipment, Total - Gross - - 127 46  Accumulated Depreciation, Total - - -24 -44  Goodwill, Net 1649 1666 1666 -  Intangibles, Net 83 107 87 96  Long Term Investments 488 465 413 358  Note Receivable - Long Term - 78 - 79  Other Long Term Assets, Total 4 3 163 -129  Other Assets, Total -207 -1203 -641 -419","Property/Plant/Equipment, Total - Net 1114 1306 1277 2  Property/Plant/Equipment, Total - Gross - - 127 46  Accumulated Depreciation, Total - - -24 -44  Goodwill, Net 1649 1666 1666 -  Intangibles, Net 83 107 87 96  Long Term Investments 488 465 413 358  Note Receivable - Long Term - 78 - 79  Other Long Term Assets, Total 4 3 163 -129  Other Assets, Total -207 -1203 -641 -419"
"Property/Plant/Equipment, Total - Net",1114,1306,1277,2
"Property/Plant/Equipment, Total - Gross",-,-,127,46
"Accumulated Depreciation, Total",-,-,-24,-44
"Goodwill, Net",1649,1666,1666,-
"Intangibles, Net",83,107,87,96
Long Term Investments,488,465,413,358
Note Receivable - Long Term,-,78,-,79
"Other Long Term Assets, Total",4,3,163,-129
"Other Assets, Total",-207,-1203,-641,-419
Total Current Liabilities,2950,2339,3052,1453
"Accounts Payable 1541 1374 1856 88  Payable/Accrued - - - -  Accrued Expenses - 88 95 18  Notes Payable/Short Term Debt 930 223 - -  Current Port. of LT Debt/Capital Leases 93 386 914 500  Other Current liabilities, Total 386 268 282 847","Accounts Payable 1541 1374 1856 88  Payable/Accrued - - - -  Accrued Expenses - 88 95 18  Notes Payable/Short Term Debt 930 223 - -  Current Port. of LT Debt/Capital Leases 93 386 914 500  Other Current liabilities, Total 386 268 282 847","Accounts Payable 1541 1374 1856 88  Payable/Accrued - - - -  Accrued Expenses - 88 95 18  Notes Payable/Short Term Debt 930 223 - -  Current Port. of LT Debt/Capital Leases 93 386 914 500  Other Current liabilities, Total 386 268 282 847","Accounts Payable 1541 1374 1856 88  Payable/Accrued - - - -  Accrued Expenses - 88 95 18  Notes Payable/Short Term Debt 930 223 - -  Current Port. of LT Debt/Capital Leases 93 386 914 500  Other Current liabilities, Total 386 268 282 847","Accounts Payable 1541 1374 1856 88  Payable/Accrued - - - -  Accrued Expenses - 88 95 18  Notes Payable/Short Term Debt 930 223 - -  Current Port. of LT Debt/Capital Leases 93 386 914 500  Other Current liabilities, Total 386 268 282 847"
Accounts Payable,1541,1374,1856,88
Payable/Accrued,-,-,-,-
Accrued Expenses,-,88,95,18
Notes Payable/Short Term Debt,930,223,-,-
Current Port. of LT Debt/Capital Leases,93,386,914,500
"Other Current liabilities, Total",386,268,282,847
Total Liabilities,4495,4382,4474,1454
"Total Long Term Debt 1492 1984 1364 -  Long Term Debt 579 916 319 -  Capital Lease Obligations 913 1068 1045 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -877 -1269 58 1","Total Long Term Debt 1492 1984 1364 -  Long Term Debt 579 916 319 -  Capital Lease Obligations 913 1068 1045 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -877 -1269 58 1","Total Long Term Debt 1492 1984 1364 -  Long Term Debt 579 916 319 -  Capital Lease Obligations 913 1068 1045 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -877 -1269 58 1","Total Long Term Debt 1492 1984 1364 -  Long Term Debt 579 916 319 -  Capital Lease Obligations 913 1068 1045 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -877 -1269 58 1","Total Long Term Debt 1492 1984 1364 -  Long Term Debt 579 916 319 -  Capital Lease Obligations 913 1068 1045 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -877 -1269 58 1"
Total Long Term Debt,1492,1984,1364,-
Long Term Debt,579,916,319,-
Capital Lease Obligations,913,1068,1045,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
