Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,3335,2578.75,2935.12,2106.32
"Cash and Short Term Investments 2345 1866.08 2526.23 1558.77  Cash - - - -  Cash & Equivalents 2345 1866.08 2526.23 1558.77  Short Term Investments - - - -  Total Receivables, Net 796 646.41 380.88 531.95  Accounts Receivables - Trade, Net 796 646.41 380.88 531.95  Total Inventory 35 - - -  Prepaid Expenses - - - 15.61  Other Current Assets, Total 159 66.26 28.01 -","Cash and Short Term Investments 2345 1866.08 2526.23 1558.77  Cash - - - -  Cash & Equivalents 2345 1866.08 2526.23 1558.77  Short Term Investments - - - -  Total Receivables, Net 796 646.41 380.88 531.95  Accounts Receivables - Trade, Net 796 646.41 380.88 531.95  Total Inventory 35 - - -  Prepaid Expenses - - - 15.61  Other Current Assets, Total 159 66.26 28.01 -","Cash and Short Term Investments 2345 1866.08 2526.23 1558.77  Cash - - - -  Cash & Equivalents 2345 1866.08 2526.23 1558.77  Short Term Investments - - - -  Total Receivables, Net 796 646.41 380.88 531.95  Accounts Receivables - Trade, Net 796 646.41 380.88 531.95  Total Inventory 35 - - -  Prepaid Expenses - - - 15.61  Other Current Assets, Total 159 66.26 28.01 -","Cash and Short Term Investments 2345 1866.08 2526.23 1558.77  Cash - - - -  Cash & Equivalents 2345 1866.08 2526.23 1558.77  Short Term Investments - - - -  Total Receivables, Net 796 646.41 380.88 531.95  Accounts Receivables - Trade, Net 796 646.41 380.88 531.95  Total Inventory 35 - - -  Prepaid Expenses - - - 15.61  Other Current Assets, Total 159 66.26 28.01 -","Cash and Short Term Investments 2345 1866.08 2526.23 1558.77  Cash - - - -  Cash & Equivalents 2345 1866.08 2526.23 1558.77  Short Term Investments - - - -  Total Receivables, Net 796 646.41 380.88 531.95  Accounts Receivables - Trade, Net 796 646.41 380.88 531.95  Total Inventory 35 - - -  Prepaid Expenses - - - 15.61  Other Current Assets, Total 159 66.26 28.01 -"
Cash and Short Term Investments,2345,1866.08,2526.23,1558.77
Cash,-,-,-,-
Cash & Equivalents,2345,1866.08,2526.23,1558.77
Short Term Investments,-,-,-,-
"Total Receivables, Net",796,646.41,380.88,531.95
"Accounts Receivables - Trade, Net",796,646.41,380.88,531.95
Total Inventory,35,-,-,-
Prepaid Expenses,-,-,-,15.61
"Other Current Assets, Total",159,66.26,28.01,-
Total Assets,4357,3018.41,3138.05,2232.88
"Property/Plant/Equipment, Total - Net 319 76.71 18.04 19.59  Property/Plant/Equipment, Total - Gross - - - 93.6  Accumulated Depreciation, Total - - - -74.01  Goodwill, Net 306 17.85 22.31 -  Intangibles, Net 128 187.28 45.11 21.18  Long Term Investments 197 51.98 1.98 1.99  Note Receivable - Long Term - 20.99 27.98 -  Other Long Term Assets, Total 2 84.86 87.51 83.8  Other Assets, Total -532 - - -","Property/Plant/Equipment, Total - Net 319 76.71 18.04 19.59  Property/Plant/Equipment, Total - Gross - - - 93.6  Accumulated Depreciation, Total - - - -74.01  Goodwill, Net 306 17.85 22.31 -  Intangibles, Net 128 187.28 45.11 21.18  Long Term Investments 197 51.98 1.98 1.99  Note Receivable - Long Term - 20.99 27.98 -  Other Long Term Assets, Total 2 84.86 87.51 83.8  Other Assets, Total -532 - - -","Property/Plant/Equipment, Total - Net 319 76.71 18.04 19.59  Property/Plant/Equipment, Total - Gross - - - 93.6  Accumulated Depreciation, Total - - - -74.01  Goodwill, Net 306 17.85 22.31 -  Intangibles, Net 128 187.28 45.11 21.18  Long Term Investments 197 51.98 1.98 1.99  Note Receivable - Long Term - 20.99 27.98 -  Other Long Term Assets, Total 2 84.86 87.51 83.8  Other Assets, Total -532 - - -","Property/Plant/Equipment, Total - Net 319 76.71 18.04 19.59  Property/Plant/Equipment, Total - Gross - - - 93.6  Accumulated Depreciation, Total - - - -74.01  Goodwill, Net 306 17.85 22.31 -  Intangibles, Net 128 187.28 45.11 21.18  Long Term Investments 197 51.98 1.98 1.99  Note Receivable - Long Term - 20.99 27.98 -  Other Long Term Assets, Total 2 84.86 87.51 83.8  Other Assets, Total -532 - - -","Property/Plant/Equipment, Total - Net 319 76.71 18.04 19.59  Property/Plant/Equipment, Total - Gross - - - 93.6  Accumulated Depreciation, Total - - - -74.01  Goodwill, Net 306 17.85 22.31 -  Intangibles, Net 128 187.28 45.11 21.18  Long Term Investments 197 51.98 1.98 1.99  Note Receivable - Long Term - 20.99 27.98 -  Other Long Term Assets, Total 2 84.86 87.51 83.8  Other Assets, Total -532 - - -"
"Property/Plant/Equipment, Total - Net",319,76.71,18.04,19.59
"Property/Plant/Equipment, Total - Gross",-,-,-,93.6
"Accumulated Depreciation, Total",-,-,-,-74.01
"Goodwill, Net",306,17.85,22.31,-
"Intangibles, Net",128,187.28,45.11,21.18
Long Term Investments,197,51.98,1.98,1.99
Note Receivable - Long Term,-,20.99,27.98,-
"Other Long Term Assets, Total",2,84.86,87.51,83.8
"Other Assets, Total",-532,-,-,-
Total Current Liabilities,1354,332.26,501.77,363.93
