Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,290744,262292,275273,301815
"Cash and Short Term Investments 53727 47121 43769 46459  Cash - - - -  Cash & Equivalents 53726 47121 43769 46459  Short Term Investments 1 - - -  Total Receivables, Net 190486 183445 202919 220147  Accounts Receivables - Trade, Net 190486 183445 202919 220147  Total Inventory 22007 15267 14380 13130  Prepaid Expenses - 10992 9306 12845  Other Current Assets, Total 24524 5467 4899 9234","Cash and Short Term Investments 53727 47121 43769 46459  Cash - - - -  Cash & Equivalents 53726 47121 43769 46459  Short Term Investments 1 - - -  Total Receivables, Net 190486 183445 202919 220147  Accounts Receivables - Trade, Net 190486 183445 202919 220147  Total Inventory 22007 15267 14380 13130  Prepaid Expenses - 10992 9306 12845  Other Current Assets, Total 24524 5467 4899 9234","Cash and Short Term Investments 53727 47121 43769 46459  Cash - - - -  Cash & Equivalents 53726 47121 43769 46459  Short Term Investments 1 - - -  Total Receivables, Net 190486 183445 202919 220147  Accounts Receivables - Trade, Net 190486 183445 202919 220147  Total Inventory 22007 15267 14380 13130  Prepaid Expenses - 10992 9306 12845  Other Current Assets, Total 24524 5467 4899 9234","Cash and Short Term Investments 53727 47121 43769 46459  Cash - - - -  Cash & Equivalents 53726 47121 43769 46459  Short Term Investments 1 - - -  Total Receivables, Net 190486 183445 202919 220147  Accounts Receivables - Trade, Net 190486 183445 202919 220147  Total Inventory 22007 15267 14380 13130  Prepaid Expenses - 10992 9306 12845  Other Current Assets, Total 24524 5467 4899 9234","Cash and Short Term Investments 53727 47121 43769 46459  Cash - - - -  Cash & Equivalents 53726 47121 43769 46459  Short Term Investments 1 - - -  Total Receivables, Net 190486 183445 202919 220147  Accounts Receivables - Trade, Net 190486 183445 202919 220147  Total Inventory 22007 15267 14380 13130  Prepaid Expenses - 10992 9306 12845  Other Current Assets, Total 24524 5467 4899 9234"
Cash and Short Term Investments,53727,47121,43769,46459
Cash,-,-,-,-
Cash & Equivalents,53726,47121,43769,46459
Short Term Investments,1,-,-,-
"Total Receivables, Net",190486,183445,202919,220147
"Accounts Receivables - Trade, Net",190486,183445,202919,220147
Total Inventory,22007,15267,14380,13130
Prepaid Expenses,-,10992,9306,12845
