Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,19660,16916.36,18023.27,7981.84
"Cash and Short Term Investments 13682 13447.52 15451.38 5904.84  Cash - - - -  Cash & Equivalents 13682 13447.52 15451.38 5904.84  Short Term Investments - - - -  Total Receivables, Net 4903 2953.86 2191.99 1910.09  Accounts Receivables - Trade, Net 4903 2945.78 2169.08 1828.23  Total Inventory 209 5.4 36.98 4.95  Prepaid Expenses 583 348.72 188.67 92.46  Other Current Assets, Total 283 160.86 154.25 69.51","Cash and Short Term Investments 13682 13447.52 15451.38 5904.84  Cash - - - -  Cash & Equivalents 13682 13447.52 15451.38 5904.84  Short Term Investments - - - -  Total Receivables, Net 4903 2953.86 2191.99 1910.09  Accounts Receivables - Trade, Net 4903 2945.78 2169.08 1828.23  Total Inventory 209 5.4 36.98 4.95  Prepaid Expenses 583 348.72 188.67 92.46  Other Current Assets, Total 283 160.86 154.25 69.51","Cash and Short Term Investments 13682 13447.52 15451.38 5904.84  Cash - - - -  Cash & Equivalents 13682 13447.52 15451.38 5904.84  Short Term Investments - - - -  Total Receivables, Net 4903 2953.86 2191.99 1910.09  Accounts Receivables - Trade, Net 4903 2945.78 2169.08 1828.23  Total Inventory 209 5.4 36.98 4.95  Prepaid Expenses 583 348.72 188.67 92.46  Other Current Assets, Total 283 160.86 154.25 69.51","Cash and Short Term Investments 13682 13447.52 15451.38 5904.84  Cash - - - -  Cash & Equivalents 13682 13447.52 15451.38 5904.84  Short Term Investments - - - -  Total Receivables, Net 4903 2953.86 2191.99 1910.09  Accounts Receivables - Trade, Net 4903 2945.78 2169.08 1828.23  Total Inventory 209 5.4 36.98 4.95  Prepaid Expenses 583 348.72 188.67 92.46  Other Current Assets, Total 283 160.86 154.25 69.51","Cash and Short Term Investments 13682 13447.52 15451.38 5904.84  Cash - - - -  Cash & Equivalents 13682 13447.52 15451.38 5904.84  Short Term Investments - - - -  Total Receivables, Net 4903 2953.86 2191.99 1910.09  Accounts Receivables - Trade, Net 4903 2945.78 2169.08 1828.23  Total Inventory 209 5.4 36.98 4.95  Prepaid Expenses 583 348.72 188.67 92.46  Other Current Assets, Total 283 160.86 154.25 69.51"
Cash and Short Term Investments,13682,13447.52,15451.38,5904.84
Cash,-,-,-,-
Cash & Equivalents,13682,13447.52,15451.38,5904.84
Short Term Investments,-,-,-,-
"Total Receivables, Net",4903,2953.86,2191.99,1910.09
"Accounts Receivables - Trade, Net",4903,2945.78,2169.08,1828.23
Total Inventory,209,5.4,36.98,4.95
Prepaid Expenses,583,348.72,188.67,92.46
"Other Current Assets, Total",283,160.86,154.25,69.51
Total Assets,28633,21916.27,19379.82,9246.31
"Property/Plant/Equipment, Total - Net 373 456.9 553.99 654.02  Property/Plant/Equipment, Total - Gross - 1038.86 1031.05 1026.8  Accumulated Depreciation, Total - -581.95 -477.06 -372.78  Goodwill, Net 4708 - - -  Intangibles, Net 500 370.54 345.29 172.87  Long Term Investments 2423 3651.06 155.94 128.35  Note Receivable - Long Term - 8.08 - -  Other Long Term Assets, Total 1 363.6 301.33 309.22  Other Assets, Total -3443 -2629.81 - -","Property/Plant/Equipment, Total - Net 373 456.9 553.99 654.02  Property/Plant/Equipment, Total - Gross - 1038.86 1031.05 1026.8  Accumulated Depreciation, Total - -581.95 -477.06 -372.78  Goodwill, Net 4708 - - -  Intangibles, Net 500 370.54 345.29 172.87  Long Term Investments 2423 3651.06 155.94 128.35  Note Receivable - Long Term - 8.08 - -  Other Long Term Assets, Total 1 363.6 301.33 309.22  Other Assets, Total -3443 -2629.81 - -","Property/Plant/Equipment, Total - Net 373 456.9 553.99 654.02  Property/Plant/Equipment, Total - Gross - 1038.86 1031.05 1026.8  Accumulated Depreciation, Total - -581.95 -477.06 -372.78  Goodwill, Net 4708 - - -  Intangibles, Net 500 370.54 345.29 172.87  Long Term Investments 2423 3651.06 155.94 128.35  Note Receivable - Long Term - 8.08 - -  Other Long Term Assets, Total 1 363.6 301.33 309.22  Other Assets, Total -3443 -2629.81 - -","Property/Plant/Equipment, Total - Net 373 456.9 553.99 654.02  Property/Plant/Equipment, Total - Gross - 1038.86 1031.05 1026.8  Accumulated Depreciation, Total - -581.95 -477.06 -372.78  Goodwill, Net 4708 - - -  Intangibles, Net 500 370.54 345.29 172.87  Long Term Investments 2423 3651.06 155.94 128.35  Note Receivable - Long Term - 8.08 - -  Other Long Term Assets, Total 1 363.6 301.33 309.22  Other Assets, Total -3443 -2629.81 - -","Property/Plant/Equipment, Total - Net 373 456.9 553.99 654.02  Property/Plant/Equipment, Total - Gross - 1038.86 1031.05 1026.8  Accumulated Depreciation, Total - -581.95 -477.06 -372.78  Goodwill, Net 4708 - - -  Intangibles, Net 500 370.54 345.29 172.87  Long Term Investments 2423 3651.06 155.94 128.35  Note Receivable - Long Term - 8.08 - -  Other Long Term Assets, Total 1 363.6 301.33 309.22  Other Assets, Total -3443 -2629.81 - -"
"Property/Plant/Equipment, Total - Net",373,456.9,553.99,654.02
"Property/Plant/Equipment, Total - Gross",-,1038.86,1031.05,1026.8
"Accumulated Depreciation, Total",-,-581.95,-477.06,-372.78
"Goodwill, Net",4708,-,-,-
"Intangibles, Net",500,370.54,345.29,172.87
Long Term Investments,2423,3651.06,155.94,128.35
Note Receivable - Long Term,-,8.08,-,-
"Other Long Term Assets, Total",1,363.6,301.33,309.22
"Other Assets, Total",-3443,-2629.81,-,-
Total Current Liabilities,7774,5068.27,2405.74,2332.82
