Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,13383.76,12621.69,12705.67,11748.39
"Cash and Short Term Investments 4087.82 2892.32 3883.87 3603.8  Cash - - - -  Cash & Equivalents 4087.82 2892.32 3883.87 3603.8  Short Term Investments - - - -  Total Receivables, Net 3719.77 3902.19 3602.81 3413.16  Accounts Receivables - Trade, Net 3719.77 3902.19 3602.81 3036.01  Total Inventory 5430.14 5710.17 5124.82 4699.83  Prepaid Expenses - - - 15.71  Other Current Assets, Total 146.04 117.02 94.16 15.89","Cash and Short Term Investments 4087.82 2892.32 3883.87 3603.8  Cash - - - -  Cash & Equivalents 4087.82 2892.32 3883.87 3603.8  Short Term Investments - - - -  Total Receivables, Net 3719.77 3902.19 3602.81 3413.16  Accounts Receivables - Trade, Net 3719.77 3902.19 3602.81 3036.01  Total Inventory 5430.14 5710.17 5124.82 4699.83  Prepaid Expenses - - - 15.71  Other Current Assets, Total 146.04 117.02 94.16 15.89","Cash and Short Term Investments 4087.82 2892.32 3883.87 3603.8  Cash - - - -  Cash & Equivalents 4087.82 2892.32 3883.87 3603.8  Short Term Investments - - - -  Total Receivables, Net 3719.77 3902.19 3602.81 3413.16  Accounts Receivables - Trade, Net 3719.77 3902.19 3602.81 3036.01  Total Inventory 5430.14 5710.17 5124.82 4699.83  Prepaid Expenses - - - 15.71  Other Current Assets, Total 146.04 117.02 94.16 15.89","Cash and Short Term Investments 4087.82 2892.32 3883.87 3603.8  Cash - - - -  Cash & Equivalents 4087.82 2892.32 3883.87 3603.8  Short Term Investments - - - -  Total Receivables, Net 3719.77 3902.19 3602.81 3413.16  Accounts Receivables - Trade, Net 3719.77 3902.19 3602.81 3036.01  Total Inventory 5430.14 5710.17 5124.82 4699.83  Prepaid Expenses - - - 15.71  Other Current Assets, Total 146.04 117.02 94.16 15.89","Cash and Short Term Investments 4087.82 2892.32 3883.87 3603.8  Cash - - - -  Cash & Equivalents 4087.82 2892.32 3883.87 3603.8  Short Term Investments - - - -  Total Receivables, Net 3719.77 3902.19 3602.81 3413.16  Accounts Receivables - Trade, Net 3719.77 3902.19 3602.81 3036.01  Total Inventory 5430.14 5710.17 5124.82 4699.83  Prepaid Expenses - - - 15.71  Other Current Assets, Total 146.04 117.02 94.16 15.89"
Cash and Short Term Investments,4087.82,2892.32,3883.87,3603.8
Cash,-,-,-,-
Cash & Equivalents,4087.82,2892.32,3883.87,3603.8
Short Term Investments,-,-,-,-
"Total Receivables, Net",3719.77,3902.19,3602.81,3413.16
"Accounts Receivables - Trade, Net",3719.77,3902.19,3602.81,3036.01
Total Inventory,5430.14,5710.17,5124.82,4699.83
Prepaid Expenses,-,-,-,15.71
"Other Current Assets, Total",146.04,117.02,94.16,15.89
Total Assets,17410.02,16876.39,16996.44,15174.47
"Property/Plant/Equipment, Total - Net 3211.88 3520.15 3552.34 2859.87  Property/Plant/Equipment, Total - Gross - 90.61 90.61 7958.46  Accumulated Depreciation, Total - - - -5103.89  Goodwill, Net - - - -  Intangibles, Net 143.1 154.53 207.29 233.25  Long Term Investments 147.02 131.75 108.41 176.43  Note Receivable - Long Term - - 8.15 29.4  Other Long Term Assets, Total 524.25 448.27 422.74 127.14  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3211.88 3520.15 3552.34 2859.87  Property/Plant/Equipment, Total - Gross - 90.61 90.61 7958.46  Accumulated Depreciation, Total - - - -5103.89  Goodwill, Net - - - -  Intangibles, Net 143.1 154.53 207.29 233.25  Long Term Investments 147.02 131.75 108.41 176.43  Note Receivable - Long Term - - 8.15 29.4  Other Long Term Assets, Total 524.25 448.27 422.74 127.14  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3211.88 3520.15 3552.34 2859.87  Property/Plant/Equipment, Total - Gross - 90.61 90.61 7958.46  Accumulated Depreciation, Total - - - -5103.89  Goodwill, Net - - - -  Intangibles, Net 143.1 154.53 207.29 233.25  Long Term Investments 147.02 131.75 108.41 176.43  Note Receivable - Long Term - - 8.15 29.4  Other Long Term Assets, Total 524.25 448.27 422.74 127.14  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3211.88 3520.15 3552.34 2859.87  Property/Plant/Equipment, Total - Gross - 90.61 90.61 7958.46  Accumulated Depreciation, Total - - - -5103.89  Goodwill, Net - - - -  Intangibles, Net 143.1 154.53 207.29 233.25  Long Term Investments 147.02 131.75 108.41 176.43  Note Receivable - Long Term - - 8.15 29.4  Other Long Term Assets, Total 524.25 448.27 422.74 127.14  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 3211.88 3520.15 3552.34 2859.87  Property/Plant/Equipment, Total - Gross - 90.61 90.61 7958.46  Accumulated Depreciation, Total - - - -5103.89  Goodwill, Net - - - -  Intangibles, Net 143.1 154.53 207.29 233.25  Long Term Investments 147.02 131.75 108.41 176.43  Note Receivable - Long Term - - 8.15 29.4  Other Long Term Assets, Total 524.25 448.27 422.74 127.14  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",3211.88,3520.15,3552.34,2859.87
"Property/Plant/Equipment, Total - Gross",-,90.61,90.61,7958.46
"Accumulated Depreciation, Total",-,-,-,-5103.89
"Goodwill, Net",-,-,-,-
"Intangibles, Net",143.1,154.53,207.29,233.25
Long Term Investments,147.02,131.75,108.41,176.43
Note Receivable - Long Term,-,-,8.15,29.4
"Other Long Term Assets, Total",524.25,448.27,422.74,127.14
"Other Assets, Total",-,-,-,-
Total Current Liabilities,8546.27,6829.15,7540.44,7038.36
"Accounts Payable 1344.09 1336.26 1417.96 509.88  Payable/Accrued - - - -  Accrued Expenses 389.98 373.26 642.34 556.28  Notes Payable/Short Term Debt 2325.09 1745.28 1594.67 2697.15  Current Port. of LT Debt/Capital Leases 1895.82 492.26 589.57 761.43  Other Current liabilities, Total 2591.28 2882.09 3295.91 2513.62","Accounts Payable 1344.09 1336.26 1417.96 509.88  Payable/Accrued - - - -  Accrued Expenses 389.98 373.26 642.34 556.28  Notes Payable/Short Term Debt 2325.09 1745.28 1594.67 2697.15  Current Port. of LT Debt/Capital Leases 1895.82 492.26 589.57 761.43  Other Current liabilities, Total 2591.28 2882.09 3295.91 2513.62","Accounts Payable 1344.09 1336.26 1417.96 509.88  Payable/Accrued - - - -  Accrued Expenses 389.98 373.26 642.34 556.28  Notes Payable/Short Term Debt 2325.09 1745.28 1594.67 2697.15  Current Port. of LT Debt/Capital Leases 1895.82 492.26 589.57 761.43  Other Current liabilities, Total 2591.28 2882.09 3295.91 2513.62","Accounts Payable 1344.09 1336.26 1417.96 509.88  Payable/Accrued - - - -  Accrued Expenses 389.98 373.26 642.34 556.28  Notes Payable/Short Term Debt 2325.09 1745.28 1594.67 2697.15  Current Port. of LT Debt/Capital Leases 1895.82 492.26 589.57 761.43  Other Current liabilities, Total 2591.28 2882.09 3295.91 2513.62","Accounts Payable 1344.09 1336.26 1417.96 509.88  Payable/Accrued - - - -  Accrued Expenses 389.98 373.26 642.34 556.28  Notes Payable/Short Term Debt 2325.09 1745.28 1594.67 2697.15  Current Port. of LT Debt/Capital Leases 1895.82 492.26 589.57 761.43  Other Current liabilities, Total 2591.28 2882.09 3295.91 2513.62"
Accounts Payable,1344.09,1336.26,1417.96,509.88
Payable/Accrued,-,-,-,-
Accrued Expenses,389.98,373.26,642.34,556.28
Notes Payable/Short Term Debt,2325.09,1745.28,1594.67,2697.15
Current Port. of LT Debt/Capital Leases,1895.82,492.26,589.57,761.43
"Other Current liabilities, Total",2591.28,2882.09,3295.91,2513.62
Total Liabilities,10744.15,10666.47,11196.09,9555.06
