Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,9567.17,8413.45,7921.69,8741.98
"Cash and Short Term Investments 1222.7 1187.21 1146.17 1816.43  Cash - - - -  Cash & Equivalents 1222.7 1187.21 1146.17 1816.43  Short Term Investments - - - -  Total Receivables, Net 4302.7 4354.84 4012.56 4147.23  Accounts Receivables - Trade, Net 4121.5 4161.68 3749.83 3714.85  Total Inventory 3412.32 2635 2589.85 2615.02  Prepaid Expenses 306.73 191.32 165.06 155.66  Other Current Assets, Total 322.7 45.07 8.05 7.64","Cash and Short Term Investments 1222.7 1187.21 1146.17 1816.43  Cash - - - -  Cash & Equivalents 1222.7 1187.21 1146.17 1816.43  Short Term Investments - - - -  Total Receivables, Net 4302.7 4354.84 4012.56 4147.23  Accounts Receivables - Trade, Net 4121.5 4161.68 3749.83 3714.85  Total Inventory 3412.32 2635 2589.85 2615.02  Prepaid Expenses 306.73 191.32 165.06 155.66  Other Current Assets, Total 322.7 45.07 8.05 7.64","Cash and Short Term Investments 1222.7 1187.21 1146.17 1816.43  Cash - - - -  Cash & Equivalents 1222.7 1187.21 1146.17 1816.43  Short Term Investments - - - -  Total Receivables, Net 4302.7 4354.84 4012.56 4147.23  Accounts Receivables - Trade, Net 4121.5 4161.68 3749.83 3714.85  Total Inventory 3412.32 2635 2589.85 2615.02  Prepaid Expenses 306.73 191.32 165.06 155.66  Other Current Assets, Total 322.7 45.07 8.05 7.64","Cash and Short Term Investments 1222.7 1187.21 1146.17 1816.43  Cash - - - -  Cash & Equivalents 1222.7 1187.21 1146.17 1816.43  Short Term Investments - - - -  Total Receivables, Net 4302.7 4354.84 4012.56 4147.23  Accounts Receivables - Trade, Net 4121.5 4161.68 3749.83 3714.85  Total Inventory 3412.32 2635 2589.85 2615.02  Prepaid Expenses 306.73 191.32 165.06 155.66  Other Current Assets, Total 322.7 45.07 8.05 7.64","Cash and Short Term Investments 1222.7 1187.21 1146.17 1816.43  Cash - - - -  Cash & Equivalents 1222.7 1187.21 1146.17 1816.43  Short Term Investments - - - -  Total Receivables, Net 4302.7 4354.84 4012.56 4147.23  Accounts Receivables - Trade, Net 4121.5 4161.68 3749.83 3714.85  Total Inventory 3412.32 2635 2589.85 2615.02  Prepaid Expenses 306.73 191.32 165.06 155.66  Other Current Assets, Total 322.7 45.07 8.05 7.64"
Cash and Short Term Investments,1222.7,1187.21,1146.17,1816.43
Cash,-,-,-,-
Cash & Equivalents,1222.7,1187.21,1146.17,1816.43
Short Term Investments,-,-,-,-
"Total Receivables, Net",4302.7,4354.84,4012.56,4147.23
"Accounts Receivables - Trade, Net",4121.5,4161.68,3749.83,3714.85
Total Inventory,3412.32,2635,2589.85,2615.02
Prepaid Expenses,306.73,191.32,165.06,155.66
"Other Current Assets, Total",322.7,45.07,8.05,7.64
Total Assets,42480.36,42142.64,42356.18,43555.56
