Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,5328,5302,4699.69,2097.95
"Cash and Short Term Investments 4106 4325 3470.14 1182.06  Cash - - - -  Cash & Equivalents 4106 4225 3370.14 1182.06  Short Term Investments - 100 100 -  Total Receivables, Net 676 441 855.46 685.4  Accounts Receivables - Trade, Net 676 441 855.46 685.4  Total Inventory 136 114 113.71 60.62  Prepaid Expenses - 353.93 - -  Other Current Assets, Total 410 422 260.38 169.87","Cash and Short Term Investments 4106 4325 3470.14 1182.06  Cash - - - -  Cash & Equivalents 4106 4225 3370.14 1182.06  Short Term Investments - 100 100 -  Total Receivables, Net 676 441 855.46 685.4  Accounts Receivables - Trade, Net 676 441 855.46 685.4  Total Inventory 136 114 113.71 60.62  Prepaid Expenses - 353.93 - -  Other Current Assets, Total 410 422 260.38 169.87","Cash and Short Term Investments 4106 4325 3470.14 1182.06  Cash - - - -  Cash & Equivalents 4106 4225 3370.14 1182.06  Short Term Investments - 100 100 -  Total Receivables, Net 676 441 855.46 685.4  Accounts Receivables - Trade, Net 676 441 855.46 685.4  Total Inventory 136 114 113.71 60.62  Prepaid Expenses - 353.93 - -  Other Current Assets, Total 410 422 260.38 169.87","Cash and Short Term Investments 4106 4325 3470.14 1182.06  Cash - - - -  Cash & Equivalents 4106 4225 3370.14 1182.06  Short Term Investments - 100 100 -  Total Receivables, Net 676 441 855.46 685.4  Accounts Receivables - Trade, Net 676 441 855.46 685.4  Total Inventory 136 114 113.71 60.62  Prepaid Expenses - 353.93 - -  Other Current Assets, Total 410 422 260.38 169.87","Cash and Short Term Investments 4106 4325 3470.14 1182.06  Cash - - - -  Cash & Equivalents 4106 4225 3370.14 1182.06  Short Term Investments - 100 100 -  Total Receivables, Net 676 441 855.46 685.4  Accounts Receivables - Trade, Net 676 441 855.46 685.4  Total Inventory 136 114 113.71 60.62  Prepaid Expenses - 353.93 - -  Other Current Assets, Total 410 422 260.38 169.87"
Cash and Short Term Investments,4106,4325,3470.14,1182.06
Cash,-,-,-,-
Cash & Equivalents,4106,4225,3370.14,1182.06
Short Term Investments,-,100,100,-
"Total Receivables, Net",676,441,855.46,685.4
"Accounts Receivables - Trade, Net",676,441,855.46,685.4
Total Inventory,136,114,113.71,60.62
Prepaid Expenses,-,353.93,-,-
"Other Current Assets, Total",410,422,260.38,169.87
Total Assets,6701,6384,5585.68,3031.41
"Property/Plant/Equipment, Total - Net 52 62 44.34 42.98  Property/Plant/Equipment, Total - Gross - 174.77 140.22 122.32  Accumulated Depreciation, Total - -112.36 -95.89 -79.34  Goodwill, Net 213 92 110.31 128.45  Intangibles, Net 210 131 194.6 303.92  Long Term Investments 759 610 206.06 236  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 330.68 222.1  Other Assets, Total 7 380 - -","Property/Plant/Equipment, Total - Net 52 62 44.34 42.98  Property/Plant/Equipment, Total - Gross - 174.77 140.22 122.32  Accumulated Depreciation, Total - -112.36 -95.89 -79.34  Goodwill, Net 213 92 110.31 128.45  Intangibles, Net 210 131 194.6 303.92  Long Term Investments 759 610 206.06 236  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 330.68 222.1  Other Assets, Total 7 380 - -","Property/Plant/Equipment, Total - Net 52 62 44.34 42.98  Property/Plant/Equipment, Total - Gross - 174.77 140.22 122.32  Accumulated Depreciation, Total - -112.36 -95.89 -79.34  Goodwill, Net 213 92 110.31 128.45  Intangibles, Net 210 131 194.6 303.92  Long Term Investments 759 610 206.06 236  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 330.68 222.1  Other Assets, Total 7 380 - -","Property/Plant/Equipment, Total - Net 52 62 44.34 42.98  Property/Plant/Equipment, Total - Gross - 174.77 140.22 122.32  Accumulated Depreciation, Total - -112.36 -95.89 -79.34  Goodwill, Net 213 92 110.31 128.45  Intangibles, Net 210 131 194.6 303.92  Long Term Investments 759 610 206.06 236  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 330.68 222.1  Other Assets, Total 7 380 - -","Property/Plant/Equipment, Total - Net 52 62 44.34 42.98  Property/Plant/Equipment, Total - Gross - 174.77 140.22 122.32  Accumulated Depreciation, Total - -112.36 -95.89 -79.34  Goodwill, Net 213 92 110.31 128.45  Intangibles, Net 210 131 194.6 303.92  Long Term Investments 759 610 206.06 236  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 2 330.68 222.1  Other Assets, Total 7 380 - -"
"Property/Plant/Equipment, Total - Net",52,62,44.34,42.98
"Property/Plant/Equipment, Total - Gross",-,174.77,140.22,122.32
"Accumulated Depreciation, Total",-,-112.36,-95.89,-79.34
"Goodwill, Net",213,92,110.31,128.45
"Intangibles, Net",210,131,194.6,303.92
Long Term Investments,759,610,206.06,236
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,2,330.68,222.1
"Other Assets, Total",7,380,-,-
Total Current Liabilities,3795,3963,3230.32,997.45
"Accounts Payable 175 74 233.35 136.69  Payable/Accrued - - - -  Accrued Expenses 114 125 99.91 49.26  Notes Payable/Short Term Debt 27 - - -  Current Port. of LT Debt/Capital Leases - - - 11  Other Current liabilities, Total 3479 3764 2897.05 800.5","Accounts Payable 175 74 233.35 136.69  Payable/Accrued - - - -  Accrued Expenses 114 125 99.91 49.26  Notes Payable/Short Term Debt 27 - - -  Current Port. of LT Debt/Capital Leases - - - 11  Other Current liabilities, Total 3479 3764 2897.05 800.5","Accounts Payable 175 74 233.35 136.69  Payable/Accrued - - - -  Accrued Expenses 114 125 99.91 49.26  Notes Payable/Short Term Debt 27 - - -  Current Port. of LT Debt/Capital Leases - - - 11  Other Current liabilities, Total 3479 3764 2897.05 800.5","Accounts Payable 175 74 233.35 136.69  Payable/Accrued - - - -  Accrued Expenses 114 125 99.91 49.26  Notes Payable/Short Term Debt 27 - - -  Current Port. of LT Debt/Capital Leases - - - 11  Other Current liabilities, Total 3479 3764 2897.05 800.5","Accounts Payable 175 74 233.35 136.69  Payable/Accrued - - - -  Accrued Expenses 114 125 99.91 49.26  Notes Payable/Short Term Debt 27 - - -  Current Port. of LT Debt/Capital Leases - - - 11  Other Current liabilities, Total 3479 3764 2897.05 800.5"
Accounts Payable,175,74,233.35,136.69
Payable/Accrued,-,-,-,-
Accrued Expenses,114,125,99.91,49.26
Notes Payable/Short Term Debt,27,-,-,-
Current Port. of LT Debt/Capital Leases,-,-,-,11
"Other Current liabilities, Total",3479,3764,2897.05,800.5
Total Liabilities,4177,4242,3582.67,1399.1
"Total Long Term Debt 79 - - 7.85  Long Term Debt 79 - - 7.85  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 2 - - -  Other Liabilities, Total 274 279 352.35 393.8","Total Long Term Debt 79 - - 7.85  Long Term Debt 79 - - 7.85  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 2 - - -  Other Liabilities, Total 274 279 352.35 393.8","Total Long Term Debt 79 - - 7.85  Long Term Debt 79 - - 7.85  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 2 - - -  Other Liabilities, Total 274 279 352.35 393.8","Total Long Term Debt 79 - - 7.85  Long Term Debt 79 - - 7.85  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 2 - - -  Other Liabilities, Total 274 279 352.35 393.8","Total Long Term Debt 79 - - 7.85  Long Term Debt 79 - - 7.85  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 2 - - -  Other Liabilities, Total 274 279 352.35 393.8"
Total Long Term Debt,79,-,-,7.85
Long Term Debt,79,-,-,7.85
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,2,-,-,-
"Other Liabilities, Total",274,279,352.35,393.8
Total Equity,2524,2142,2003.01,1632.31
