Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,4441,3973,3051.22,1871.38
"Cash and Short Term Investments 3695 3344 2531.59 1330.04  Cash - - - -  Cash & Equivalents 3695 3344 2531.59 1330.04  Short Term Investments - - - -  Total Receivables, Net 621 564 478.77 482.99  Accounts Receivables - Trade, Net 621 564 472.52 482.99  Total Inventory - - - -  Prepaid Expenses - - 38.27 -  Other Current Assets, Total 125 65 2.59 58.35","Cash and Short Term Investments 3695 3344 2531.59 1330.04  Cash - - - -  Cash & Equivalents 3695 3344 2531.59 1330.04  Short Term Investments - - - -  Total Receivables, Net 621 564 478.77 482.99  Accounts Receivables - Trade, Net 621 564 472.52 482.99  Total Inventory - - - -  Prepaid Expenses - - 38.27 -  Other Current Assets, Total 125 65 2.59 58.35","Cash and Short Term Investments 3695 3344 2531.59 1330.04  Cash - - - -  Cash & Equivalents 3695 3344 2531.59 1330.04  Short Term Investments - - - -  Total Receivables, Net 621 564 478.77 482.99  Accounts Receivables - Trade, Net 621 564 472.52 482.99  Total Inventory - - - -  Prepaid Expenses - - 38.27 -  Other Current Assets, Total 125 65 2.59 58.35","Cash and Short Term Investments 3695 3344 2531.59 1330.04  Cash - - - -  Cash & Equivalents 3695 3344 2531.59 1330.04  Short Term Investments - - - -  Total Receivables, Net 621 564 478.77 482.99  Accounts Receivables - Trade, Net 621 564 472.52 482.99  Total Inventory - - - -  Prepaid Expenses - - 38.27 -  Other Current Assets, Total 125 65 2.59 58.35","Cash and Short Term Investments 3695 3344 2531.59 1330.04  Cash - - - -  Cash & Equivalents 3695 3344 2531.59 1330.04  Short Term Investments - - - -  Total Receivables, Net 621 564 478.77 482.99  Accounts Receivables - Trade, Net 621 564 472.52 482.99  Total Inventory - - - -  Prepaid Expenses - - 38.27 -  Other Current Assets, Total 125 65 2.59 58.35"
Cash and Short Term Investments,3695,3344,2531.59,1330.04
Cash,-,-,-,-
Cash & Equivalents,3695,3344,2531.59,1330.04
Short Term Investments,-,-,-,-
"Total Receivables, Net",621,564,478.77,482.99
"Accounts Receivables - Trade, Net",621,564,472.52,482.99
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,38.27,-
"Other Current Assets, Total",125,65,2.59,58.35
Total Assets,5265,4831,3457.97,2239.98
