Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,3847.7,3385.49,3691.69,3859.44
"Cash and Short Term Investments 1849.43 1395.63 2197.95 1924.78  Cash - - - -  Cash & Equivalents 1849.43 1395.63 2197.95 1924.78  Short Term Investments - - - -  Total Receivables, Net 1599.67 1391.04 1221.28 1438.41  Accounts Receivables - Trade, Net 1351.79 1391.04 1221.28 1438.41  Total Inventory 276.95 224.21 229.18 196.19  Prepaid Expenses 115.02 - - -  Other Current Assets, Total 6.64 374.6 43.29 300.07","Cash and Short Term Investments 1849.43 1395.63 2197.95 1924.78  Cash - - - -  Cash & Equivalents 1849.43 1395.63 2197.95 1924.78  Short Term Investments - - - -  Total Receivables, Net 1599.67 1391.04 1221.28 1438.41  Accounts Receivables - Trade, Net 1351.79 1391.04 1221.28 1438.41  Total Inventory 276.95 224.21 229.18 196.19  Prepaid Expenses 115.02 - - -  Other Current Assets, Total 6.64 374.6 43.29 300.07","Cash and Short Term Investments 1849.43 1395.63 2197.95 1924.78  Cash - - - -  Cash & Equivalents 1849.43 1395.63 2197.95 1924.78  Short Term Investments - - - -  Total Receivables, Net 1599.67 1391.04 1221.28 1438.41  Accounts Receivables - Trade, Net 1351.79 1391.04 1221.28 1438.41  Total Inventory 276.95 224.21 229.18 196.19  Prepaid Expenses 115.02 - - -  Other Current Assets, Total 6.64 374.6 43.29 300.07","Cash and Short Term Investments 1849.43 1395.63 2197.95 1924.78  Cash - - - -  Cash & Equivalents 1849.43 1395.63 2197.95 1924.78  Short Term Investments - - - -  Total Receivables, Net 1599.67 1391.04 1221.28 1438.41  Accounts Receivables - Trade, Net 1351.79 1391.04 1221.28 1438.41  Total Inventory 276.95 224.21 229.18 196.19  Prepaid Expenses 115.02 - - -  Other Current Assets, Total 6.64 374.6 43.29 300.07","Cash and Short Term Investments 1849.43 1395.63 2197.95 1924.78  Cash - - - -  Cash & Equivalents 1849.43 1395.63 2197.95 1924.78  Short Term Investments - - - -  Total Receivables, Net 1599.67 1391.04 1221.28 1438.41  Accounts Receivables - Trade, Net 1351.79 1391.04 1221.28 1438.41  Total Inventory 276.95 224.21 229.18 196.19  Prepaid Expenses 115.02 - - -  Other Current Assets, Total 6.64 374.6 43.29 300.07"
Cash and Short Term Investments,1849.43,1395.63,2197.95,1924.78
Cash,-,-,-,-
Cash & Equivalents,1849.43,1395.63,2197.95,1924.78
Short Term Investments,-,-,-,-
"Total Receivables, Net",1599.67,1391.04,1221.28,1438.41
"Accounts Receivables - Trade, Net",1351.79,1391.04,1221.28,1438.41
Total Inventory,276.95,224.21,229.18,196.19
Prepaid Expenses,115.02,-,-,-
"Other Current Assets, Total",6.64,374.6,43.29,300.07
Total Assets,15549.42,14252.55,14676.11,14872.52
"Property/Plant/Equipment, Total - Net 10636.89 10001.63 10233.7 10262.42  Property/Plant/Equipment, Total - Gross 24331.34 22940.79 22174.9 21237.4  Accumulated Depreciation, Total -13694.45 -12939.16 -11941.21 -10974.98  Goodwill, Net - - - -  Intangibles, Net 77.73 31.45 40.22 36.63  Long Term Investments 654.59 533.14 432.7 460.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 332.5 300.85 277.81 253.45  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 10636.89 10001.63 10233.7 10262.42  Property/Plant/Equipment, Total - Gross 24331.34 22940.79 22174.9 21237.4  Accumulated Depreciation, Total -13694.45 -12939.16 -11941.21 -10974.98  Goodwill, Net - - - -  Intangibles, Net 77.73 31.45 40.22 36.63  Long Term Investments 654.59 533.14 432.7 460.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 332.5 300.85 277.81 253.45  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 10636.89 10001.63 10233.7 10262.42  Property/Plant/Equipment, Total - Gross 24331.34 22940.79 22174.9 21237.4  Accumulated Depreciation, Total -13694.45 -12939.16 -11941.21 -10974.98  Goodwill, Net - - - -  Intangibles, Net 77.73 31.45 40.22 36.63  Long Term Investments 654.59 533.14 432.7 460.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 332.5 300.85 277.81 253.45  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 10636.89 10001.63 10233.7 10262.42  Property/Plant/Equipment, Total - Gross 24331.34 22940.79 22174.9 21237.4  Accumulated Depreciation, Total -13694.45 -12939.16 -11941.21 -10974.98  Goodwill, Net - - - -  Intangibles, Net 77.73 31.45 40.22 36.63  Long Term Investments 654.59 533.14 432.7 460.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 332.5 300.85 277.81 253.45  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 10636.89 10001.63 10233.7 10262.42  Property/Plant/Equipment, Total - Gross 24331.34 22940.79 22174.9 21237.4  Accumulated Depreciation, Total -13694.45 -12939.16 -11941.21 -10974.98  Goodwill, Net - - - -  Intangibles, Net 77.73 31.45 40.22 36.63  Long Term Investments 654.59 533.14 432.7 460.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 332.5 300.85 277.81 253.45  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",10636.89,10001.63,10233.7,10262.42
"Property/Plant/Equipment, Total - Gross",24331.34,22940.79,22174.9,21237.4
"Accumulated Depreciation, Total",-13694.45,-12939.16,-11941.21,-10974.98
"Goodwill, Net",-,-,-,-
"Intangibles, Net",77.73,31.45,40.22,36.63
Long Term Investments,654.59,533.14,432.7,460.57
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",332.5,300.85,277.81,253.45
"Other Assets, Total",-,-,-,-
Total Current Liabilities,3408.27,3214.79,3082.86,2683.35
"Accounts Payable 1517.54 1247.74 1192.51 1239.7  Payable/Accrued - - - -  Accrued Expenses 178.55 106.46 108.5 97  Notes Payable/Short Term Debt - 600 300 -  Current Port. of LT Debt/Capital Leases 555.07 685 746.18 789.3  Other Current liabilities, Total 1157.11 575.59 735.67 557.35","Accounts Payable 1517.54 1247.74 1192.51 1239.7  Payable/Accrued - - - -  Accrued Expenses 178.55 106.46 108.5 97  Notes Payable/Short Term Debt - 600 300 -  Current Port. of LT Debt/Capital Leases 555.07 685 746.18 789.3  Other Current liabilities, Total 1157.11 575.59 735.67 557.35","Accounts Payable 1517.54 1247.74 1192.51 1239.7  Payable/Accrued - - - -  Accrued Expenses 178.55 106.46 108.5 97  Notes Payable/Short Term Debt - 600 300 -  Current Port. of LT Debt/Capital Leases 555.07 685 746.18 789.3  Other Current liabilities, Total 1157.11 575.59 735.67 557.35","Accounts Payable 1517.54 1247.74 1192.51 1239.7  Payable/Accrued - - - -  Accrued Expenses 178.55 106.46 108.5 97  Notes Payable/Short Term Debt - 600 300 -  Current Port. of LT Debt/Capital Leases 555.07 685 746.18 789.3  Other Current liabilities, Total 1157.11 575.59 735.67 557.35","Accounts Payable 1517.54 1247.74 1192.51 1239.7  Payable/Accrued - - - -  Accrued Expenses 178.55 106.46 108.5 97  Notes Payable/Short Term Debt - 600 300 -  Current Port. of LT Debt/Capital Leases 555.07 685 746.18 789.3  Other Current liabilities, Total 1157.11 575.59 735.67 557.35"
Accounts Payable,1517.54,1247.74,1192.51,1239.7
Payable/Accrued,-,-,-,-
Accrued Expenses,178.55,106.46,108.5,97
Notes Payable/Short Term Debt,-,600,300,-
Current Port. of LT Debt/Capital Leases,555.07,685,746.18,789.3
"Other Current liabilities, Total",1157.11,575.59,735.67,557.35
Total Liabilities,5394.87,5200.96,5747.5,6081.5
"Total Long Term Debt 1669.93 1688.33 2357.36 3103.54  Long Term Debt 1597.73 1675.26 2351.14 3072.46  Capital Lease Obligations 72.2 13.07 6.22 31.08  Deferred Income Tax - - 13.26 13.26  Minority Interest - - - -  Other Liabilities, Total 316.67 297.84 294.02 281.35","Total Long Term Debt 1669.93 1688.33 2357.36 3103.54  Long Term Debt 1597.73 1675.26 2351.14 3072.46  Capital Lease Obligations 72.2 13.07 6.22 31.08  Deferred Income Tax - - 13.26 13.26  Minority Interest - - - -  Other Liabilities, Total 316.67 297.84 294.02 281.35","Total Long Term Debt 1669.93 1688.33 2357.36 3103.54  Long Term Debt 1597.73 1675.26 2351.14 3072.46  Capital Lease Obligations 72.2 13.07 6.22 31.08  Deferred Income Tax - - 13.26 13.26  Minority Interest - - - -  Other Liabilities, Total 316.67 297.84 294.02 281.35","Total Long Term Debt 1669.93 1688.33 2357.36 3103.54  Long Term Debt 1597.73 1675.26 2351.14 3072.46  Capital Lease Obligations 72.2 13.07 6.22 31.08  Deferred Income Tax - - 13.26 13.26  Minority Interest - - - -  Other Liabilities, Total 316.67 297.84 294.02 281.35","Total Long Term Debt 1669.93 1688.33 2357.36 3103.54  Long Term Debt 1597.73 1675.26 2351.14 3072.46  Capital Lease Obligations 72.2 13.07 6.22 31.08  Deferred Income Tax - - 13.26 13.26  Minority Interest - - - -  Other Liabilities, Total 316.67 297.84 294.02 281.35"
Total Long Term Debt,1669.93,1688.33,2357.36,3103.54
Long Term Debt,1597.73,1675.26,2351.14,3072.46
Capital Lease Obligations,72.2,13.07,6.22,31.08
Deferred Income Tax,-,-,13.26,13.26
Minority Interest,-,-,-,-
"Other Liabilities, Total",316.67,297.84,294.02,281.35
Total Equity,10154.55,9051.59,8928.61,8791.02
