Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,9586,9599.69,9428.44,8891.58
"Cash and Short Term Investments 5935 6163.44 7308.11 6819.55  Cash - - - -  Cash & Equivalents 5935 6163.44 7308.11 6819.55  Short Term Investments - - - -  Total Receivables, Net 2399 2197.27 1761.53 1668.74  Accounts Receivables - Trade, Net 201 195.17 167.05 161.05  Total Inventory 435 361.25 205.48 231.65  Prepaid Expenses - - - 97.45  Other Current Assets, Total 817 877.73 153.31 74.19","Cash and Short Term Investments 5935 6163.44 7308.11 6819.55  Cash - - - -  Cash & Equivalents 5935 6163.44 7308.11 6819.55  Short Term Investments - - - -  Total Receivables, Net 2399 2197.27 1761.53 1668.74  Accounts Receivables - Trade, Net 201 195.17 167.05 161.05  Total Inventory 435 361.25 205.48 231.65  Prepaid Expenses - - - 97.45  Other Current Assets, Total 817 877.73 153.31 74.19","Cash and Short Term Investments 5935 6163.44 7308.11 6819.55  Cash - - - -  Cash & Equivalents 5935 6163.44 7308.11 6819.55  Short Term Investments - - - -  Total Receivables, Net 2399 2197.27 1761.53 1668.74  Accounts Receivables - Trade, Net 201 195.17 167.05 161.05  Total Inventory 435 361.25 205.48 231.65  Prepaid Expenses - - - 97.45  Other Current Assets, Total 817 877.73 153.31 74.19","Cash and Short Term Investments 5935 6163.44 7308.11 6819.55  Cash - - - -  Cash & Equivalents 5935 6163.44 7308.11 6819.55  Short Term Investments - - - -  Total Receivables, Net 2399 2197.27 1761.53 1668.74  Accounts Receivables - Trade, Net 201 195.17 167.05 161.05  Total Inventory 435 361.25 205.48 231.65  Prepaid Expenses - - - 97.45  Other Current Assets, Total 817 877.73 153.31 74.19","Cash and Short Term Investments 5935 6163.44 7308.11 6819.55  Cash - - - -  Cash & Equivalents 5935 6163.44 7308.11 6819.55  Short Term Investments - - - -  Total Receivables, Net 2399 2197.27 1761.53 1668.74  Accounts Receivables - Trade, Net 201 195.17 167.05 161.05  Total Inventory 435 361.25 205.48 231.65  Prepaid Expenses - - - 97.45  Other Current Assets, Total 817 877.73 153.31 74.19"
Cash and Short Term Investments,5935,6163.44,7308.11,6819.55
Cash,-,-,-,-
Cash & Equivalents,5935,6163.44,7308.11,6819.55
Short Term Investments,-,-,-,-
"Total Receivables, Net",2399,2197.27,1761.53,1668.74
"Accounts Receivables - Trade, Net",201,195.17,167.05,161.05
Total Inventory,435,361.25,205.48,231.65
Prepaid Expenses,-,-,-,97.45
"Other Current Assets, Total",817,877.73,153.31,74.19
Total Assets,19574,19277.2,11485.8,10861.61
"Property/Plant/Equipment, Total - Net 3581 3064.72 1173.34 838.97  Property/Plant/Equipment, Total - Gross - - - 1235.41  Accumulated Depreciation, Total - - - -396.44  Goodwill, Net 2827 2877.85 66.33 -  Intangibles, Net 1448 1804.89 29.33 48.59  Long Term Investments 1685 75.93 60.5 407.03  Note Receivable - Long Term 2198 - - 0.18  Other Long Term Assets, Total 1 1854.12 727.87 675.27  Other Assets, Total -701 - - -","Property/Plant/Equipment, Total - Net 3581 3064.72 1173.34 838.97  Property/Plant/Equipment, Total - Gross - - - 1235.41  Accumulated Depreciation, Total - - - -396.44  Goodwill, Net 2827 2877.85 66.33 -  Intangibles, Net 1448 1804.89 29.33 48.59  Long Term Investments 1685 75.93 60.5 407.03  Note Receivable - Long Term 2198 - - 0.18  Other Long Term Assets, Total 1 1854.12 727.87 675.27  Other Assets, Total -701 - - -","Property/Plant/Equipment, Total - Net 3581 3064.72 1173.34 838.97  Property/Plant/Equipment, Total - Gross - - - 1235.41  Accumulated Depreciation, Total - - - -396.44  Goodwill, Net 2827 2877.85 66.33 -  Intangibles, Net 1448 1804.89 29.33 48.59  Long Term Investments 1685 75.93 60.5 407.03  Note Receivable - Long Term 2198 - - 0.18  Other Long Term Assets, Total 1 1854.12 727.87 675.27  Other Assets, Total -701 - - -","Property/Plant/Equipment, Total - Net 3581 3064.72 1173.34 838.97  Property/Plant/Equipment, Total - Gross - - - 1235.41  Accumulated Depreciation, Total - - - -396.44  Goodwill, Net 2827 2877.85 66.33 -  Intangibles, Net 1448 1804.89 29.33 48.59  Long Term Investments 1685 75.93 60.5 407.03  Note Receivable - Long Term 2198 - - 0.18  Other Long Term Assets, Total 1 1854.12 727.87 675.27  Other Assets, Total -701 - - -","Property/Plant/Equipment, Total - Net 3581 3064.72 1173.34 838.97  Property/Plant/Equipment, Total - Gross - - - 1235.41  Accumulated Depreciation, Total - - - -396.44  Goodwill, Net 2827 2877.85 66.33 -  Intangibles, Net 1448 1804.89 29.33 48.59  Long Term Investments 1685 75.93 60.5 407.03  Note Receivable - Long Term 2198 - - 0.18  Other Long Term Assets, Total 1 1854.12 727.87 675.27  Other Assets, Total -701 - - -"
"Property/Plant/Equipment, Total - Net",3581,3064.72,1173.34,838.97
"Property/Plant/Equipment, Total - Gross",-,-,-,1235.41
"Accumulated Depreciation, Total",-,-,-,-396.44
"Goodwill, Net",2827,2877.85,66.33,-
"Intangibles, Net",1448,1804.89,29.33,48.59
Long Term Investments,1685,75.93,60.5,407.03
Note Receivable - Long Term,2198,-,-,0.18
"Other Long Term Assets, Total",1,1854.12,727.87,675.27
"Other Assets, Total",-701,-,-,-
Total Current Liabilities,7614,7936.31,2875.4,2788.2
"Accounts Payable 136 151.88 76.03 62.42  Payable/Accrued - - - -  Accrued Expenses 451 943.57 11.7 34.4  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 363 363.64 - -  Other Current liabilities, Total 6664 6477.23 2787.67 2691.38","Accounts Payable 136 151.88 76.03 62.42  Payable/Accrued - - - -  Accrued Expenses 451 943.57 11.7 34.4  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 363 363.64 - -  Other Current liabilities, Total 6664 6477.23 2787.67 2691.38","Accounts Payable 136 151.88 76.03 62.42  Payable/Accrued - - - -  Accrued Expenses 451 943.57 11.7 34.4  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 363 363.64 - -  Other Current liabilities, Total 6664 6477.23 2787.67 2691.38","Accounts Payable 136 151.88 76.03 62.42  Payable/Accrued - - - -  Accrued Expenses 451 943.57 11.7 34.4  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 363 363.64 - -  Other Current liabilities, Total 6664 6477.23 2787.67 2691.38","Accounts Payable 136 151.88 76.03 62.42  Payable/Accrued - - - -  Accrued Expenses 451 943.57 11.7 34.4  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 363 363.64 - -  Other Current liabilities, Total 6664 6477.23 2787.67 2691.38"
Accounts Payable,136,151.88,76.03,62.42
Payable/Accrued,-,-,-,-
Accrued Expenses,451,943.57,11.7,34.4
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,363,363.64,-,-
"Other Current liabilities, Total",6664,6477.23,2787.67,2691.38
Total Liabilities,9802,10419.91,3422.11,3219.18
