Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,19892,21269.06,20887.82,21130.59
"Cash and Short Term Investments 8456 10211.74 7998.38 8980.93  Cash - - - -  Cash & Equivalents 6556 6109.65 4793.45 7279.86  Short Term Investments 1900 4102.09 3204.94 1701.07  Total Receivables, Net 7468 6861.15 8612.25 7783.87  Accounts Receivables - Trade, Net 7468 6669.44 8325.46 7380.23  Total Inventory 3445 3661.68 3717.77 3842.13  Prepaid Expenses 4 504.3 501.6 501.56  Other Current Assets, Total 519 30.18 57.81 22.1","Cash and Short Term Investments 8456 10211.74 7998.38 8980.93  Cash - - - -  Cash & Equivalents 6556 6109.65 4793.45 7279.86  Short Term Investments 1900 4102.09 3204.94 1701.07  Total Receivables, Net 7468 6861.15 8612.25 7783.87  Accounts Receivables - Trade, Net 7468 6669.44 8325.46 7380.23  Total Inventory 3445 3661.68 3717.77 3842.13  Prepaid Expenses 4 504.3 501.6 501.56  Other Current Assets, Total 519 30.18 57.81 22.1","Cash and Short Term Investments 8456 10211.74 7998.38 8980.93  Cash - - - -  Cash & Equivalents 6556 6109.65 4793.45 7279.86  Short Term Investments 1900 4102.09 3204.94 1701.07  Total Receivables, Net 7468 6861.15 8612.25 7783.87  Accounts Receivables - Trade, Net 7468 6669.44 8325.46 7380.23  Total Inventory 3445 3661.68 3717.77 3842.13  Prepaid Expenses 4 504.3 501.6 501.56  Other Current Assets, Total 519 30.18 57.81 22.1","Cash and Short Term Investments 8456 10211.74 7998.38 8980.93  Cash - - - -  Cash & Equivalents 6556 6109.65 4793.45 7279.86  Short Term Investments 1900 4102.09 3204.94 1701.07  Total Receivables, Net 7468 6861.15 8612.25 7783.87  Accounts Receivables - Trade, Net 7468 6669.44 8325.46 7380.23  Total Inventory 3445 3661.68 3717.77 3842.13  Prepaid Expenses 4 504.3 501.6 501.56  Other Current Assets, Total 519 30.18 57.81 22.1","Cash and Short Term Investments 8456 10211.74 7998.38 8980.93  Cash - - - -  Cash & Equivalents 6556 6109.65 4793.45 7279.86  Short Term Investments 1900 4102.09 3204.94 1701.07  Total Receivables, Net 7468 6861.15 8612.25 7783.87  Accounts Receivables - Trade, Net 7468 6669.44 8325.46 7380.23  Total Inventory 3445 3661.68 3717.77 3842.13  Prepaid Expenses 4 504.3 501.6 501.56  Other Current Assets, Total 519 30.18 57.81 22.1"
Cash and Short Term Investments,8456,10211.74,7998.38,8980.93
Cash,-,-,-,-
Cash & Equivalents,6556,6109.65,4793.45,7279.86
Short Term Investments,1900,4102.09,3204.94,1701.07
"Total Receivables, Net",7468,6861.15,8612.25,7783.87
"Accounts Receivables - Trade, Net",7468,6669.44,8325.46,7380.23
Total Inventory,3445,3661.68,3717.77,3842.13
Prepaid Expenses,4,504.3,501.6,501.56
"Other Current Assets, Total",519,30.18,57.81,22.1
Total Assets,27846,27210.99,27745.1,26542.83
