Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,115471,125125,114150,80385
"Cash and Short Term Investments 37362 55108 52122 19022  Cash - - - -  Cash & Equivalents 37362 55108 52122 19022  Short Term Investments - - - -  Total Receivables, Net 8577 6619 5879 5653  Accounts Receivables - Trade, Net 198 100 108 398  Total Inventory 66363 60549 53560 53289  Prepaid Expenses 2189 1944 1821 1738  Other Current Assets, Total 980 905 768 683","Cash and Short Term Investments 37362 55108 52122 19022  Cash - - - -  Cash & Equivalents 37362 55108 52122 19022  Short Term Investments - - - -  Total Receivables, Net 8577 6619 5879 5653  Accounts Receivables - Trade, Net 198 100 108 398  Total Inventory 66363 60549 53560 53289  Prepaid Expenses 2189 1944 1821 1738  Other Current Assets, Total 980 905 768 683","Cash and Short Term Investments 37362 55108 52122 19022  Cash - - - -  Cash & Equivalents 37362 55108 52122 19022  Short Term Investments - - - -  Total Receivables, Net 8577 6619 5879 5653  Accounts Receivables - Trade, Net 198 100 108 398  Total Inventory 66363 60549 53560 53289  Prepaid Expenses 2189 1944 1821 1738  Other Current Assets, Total 980 905 768 683","Cash and Short Term Investments 37362 55108 52122 19022  Cash - - - -  Cash & Equivalents 37362 55108 52122 19022  Short Term Investments - - - -  Total Receivables, Net 8577 6619 5879 5653  Accounts Receivables - Trade, Net 198 100 108 398  Total Inventory 66363 60549 53560 53289  Prepaid Expenses 2189 1944 1821 1738  Other Current Assets, Total 980 905 768 683","Cash and Short Term Investments 37362 55108 52122 19022  Cash - - - -  Cash & Equivalents 37362 55108 52122 19022  Short Term Investments - - - -  Total Receivables, Net 8577 6619 5879 5653  Accounts Receivables - Trade, Net 198 100 108 398  Total Inventory 66363 60549 53560 53289  Prepaid Expenses 2189 1944 1821 1738  Other Current Assets, Total 980 905 768 683"
Cash and Short Term Investments,37362,55108,52122,19022
Cash,-,-,-,-
Cash & Equivalents,37362,55108,52122,19022
Short Term Investments,-,-,-,-
"Total Receivables, Net",8577,6619,5879,5653
"Accounts Receivables - Trade, Net",198,100,108,398
Total Inventory,66363,60549,53560,53289
Prepaid Expenses,2189,1944,1821,1738
"Other Current Assets, Total",980,905,768,683
Total Assets,363052,341318,320283,273561
"Property/Plant/Equipment, Total - Net 225286 195131 185374 172816  Property/Plant/Equipment, Total - Gross - 279488 259239 236150  Accumulated Depreciation, Total - -84359 -73865 -63335  Goodwill, Net - - - -  Intangibles, Net 433 326 268 287  Long Term Investments 19895 5 5 4  Note Receivable - Long Term 8379 - - -  Other Long Term Assets, Total 1 20731 20486 20069  Other Assets, Total 60732 - - -","Property/Plant/Equipment, Total - Net 225286 195131 185374 172816  Property/Plant/Equipment, Total - Gross - 279488 259239 236150  Accumulated Depreciation, Total - -84359 -73865 -63335  Goodwill, Net - - - -  Intangibles, Net 433 326 268 287  Long Term Investments 19895 5 5 4  Note Receivable - Long Term 8379 - - -  Other Long Term Assets, Total 1 20731 20486 20069  Other Assets, Total 60732 - - -","Property/Plant/Equipment, Total - Net 225286 195131 185374 172816  Property/Plant/Equipment, Total - Gross - 279488 259239 236150  Accumulated Depreciation, Total - -84359 -73865 -63335  Goodwill, Net - - - -  Intangibles, Net 433 326 268 287  Long Term Investments 19895 5 5 4  Note Receivable - Long Term 8379 - - -  Other Long Term Assets, Total 1 20731 20486 20069  Other Assets, Total 60732 - - -","Property/Plant/Equipment, Total - Net 225286 195131 185374 172816  Property/Plant/Equipment, Total - Gross - 279488 259239 236150  Accumulated Depreciation, Total - -84359 -73865 -63335  Goodwill, Net - - - -  Intangibles, Net 433 326 268 287  Long Term Investments 19895 5 5 4  Note Receivable - Long Term 8379 - - -  Other Long Term Assets, Total 1 20731 20486 20069  Other Assets, Total 60732 - - -","Property/Plant/Equipment, Total - Net 225286 195131 185374 172816  Property/Plant/Equipment, Total - Gross - 279488 259239 236150  Accumulated Depreciation, Total - -84359 -73865 -63335  Goodwill, Net - - - -  Intangibles, Net 433 326 268 287  Long Term Investments 19895 5 5 4  Note Receivable - Long Term 8379 - - -  Other Long Term Assets, Total 1 20731 20486 20069  Other Assets, Total 60732 - - -"
"Property/Plant/Equipment, Total - Net",225286,195131,185374,172816
"Property/Plant/Equipment, Total - Gross",-,279488,259239,236150
"Accumulated Depreciation, Total",-,-84359,-73865,-63335
"Goodwill, Net",-,-,-,-
"Intangibles, Net",433,326,268,287
Long Term Investments,19895,5,5,4
Note Receivable - Long Term,8379,-,-,-
"Other Long Term Assets, Total",1,20731,20486,20069
"Other Assets, Total",60732,-,-,-
Total Current Liabilities,162063,159537,161950,133170
"Accounts Payable 139224 133041 136532 110796  Payable/Accrued - - - -  Accrued Expenses 6234 7504 8147 5832  Notes Payable/Short Term Debt 1387 - - -  Current Port. of LT Debt/Capital Leases 1669 3095 3092 3177  Other Current liabilities, Total 13549 15897 14179 13365","Accounts Payable 139224 133041 136532 110796  Payable/Accrued - - - -  Accrued Expenses 6234 7504 8147 5832  Notes Payable/Short Term Debt 1387 - - -  Current Port. of LT Debt/Capital Leases 1669 3095 3092 3177  Other Current liabilities, Total 13549 15897 14179 13365","Accounts Payable 139224 133041 136532 110796  Payable/Accrued - - - -  Accrued Expenses 6234 7504 8147 5832  Notes Payable/Short Term Debt 1387 - - -  Current Port. of LT Debt/Capital Leases 1669 3095 3092 3177  Other Current liabilities, Total 13549 15897 14179 13365","Accounts Payable 139224 133041 136532 110796  Payable/Accrued - - - -  Accrued Expenses 6234 7504 8147 5832  Notes Payable/Short Term Debt 1387 - - -  Current Port. of LT Debt/Capital Leases 1669 3095 3092 3177  Other Current liabilities, Total 13549 15897 14179 13365","Accounts Payable 139224 133041 136532 110796  Payable/Accrued - - - -  Accrued Expenses 6234 7504 8147 5832  Notes Payable/Short Term Debt 1387 - - -  Current Port. of LT Debt/Capital Leases 1669 3095 3092 3177  Other Current liabilities, Total 13549 15897 14179 13365"
Accounts Payable,139224,133041,136532,110796
Payable/Accrued,-,-,-,-
Accrued Expenses,6234,7504,8147,5832
Notes Payable/Short Term Debt,1387,-,-,-
Current Port. of LT Debt/Capital Leases,1669,3095,3092,3177
"Other Current liabilities, Total",13549,15897,14179,13365
Total Liabilities,172546,170740,174608,147272
"Total Long Term Debt 6357 7349 9029 10698  Long Term Debt 3000 4088 5574 7061  Capital Lease Obligations 3357 3261 3455 3637  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1648 3854 3629 3404","Total Long Term Debt 6357 7349 9029 10698  Long Term Debt 3000 4088 5574 7061  Capital Lease Obligations 3357 3261 3455 3637  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1648 3854 3629 3404","Total Long Term Debt 6357 7349 9029 10698  Long Term Debt 3000 4088 5574 7061  Capital Lease Obligations 3357 3261 3455 3637  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1648 3854 3629 3404","Total Long Term Debt 6357 7349 9029 10698  Long Term Debt 3000 4088 5574 7061  Capital Lease Obligations 3357 3261 3455 3637  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1648 3854 3629 3404","Total Long Term Debt 6357 7349 9029 10698  Long Term Debt 3000 4088 5574 7061  Capital Lease Obligations 3357 3261 3455 3637  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1648 3854 3629 3404"
Total Long Term Debt,6357,7349,9029,10698
Long Term Debt,3000,4088,5574,7061
Capital Lease Obligations,3357,3261,3455,3637
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-1648,3854,3629,3404
Total Equity,190506,170578,145675,126289
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4178 4178 4178 4178  Additional Paid-In Capital 4610 4610 4610 4610  Retained Earnings (Accumulated Deficit) 181954 162065 137185 117829  Treasury Stock - Common -241 -238 -238 -238  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1 1 1  Other Equity, Total 5 -38 -61 -91","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4178 4178 4178 4178  Additional Paid-In Capital 4610 4610 4610 4610  Retained Earnings (Accumulated Deficit) 181954 162065 137185 117829  Treasury Stock - Common -241 -238 -238 -238  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1 1 1  Other Equity, Total 5 -38 -61 -91","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4178 4178 4178 4178  Additional Paid-In Capital 4610 4610 4610 4610  Retained Earnings (Accumulated Deficit) 181954 162065 137185 117829  Treasury Stock - Common -241 -238 -238 -238  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1 1 1  Other Equity, Total 5 -38 -61 -91","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4178 4178 4178 4178  Additional Paid-In Capital 4610 4610 4610 4610  Retained Earnings (Accumulated Deficit) 181954 162065 137185 117829  Treasury Stock - Common -241 -238 -238 -238  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1 1 1  Other Equity, Total 5 -38 -61 -91","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 4178 4178 4178 4178  Additional Paid-In Capital 4610 4610 4610 4610  Retained Earnings (Accumulated Deficit) 181954 162065 137185 117829  Treasury Stock - Common -241 -238 -238 -238  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1 1 1  Other Equity, Total 5 -38 -61 -91"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",4178,4178,4178,4178
Additional Paid-In Capital,4610,4610,4610,4610
Retained Earnings (Accumulated Deficit),181954,162065,137185,117829
Treasury Stock - Common,-241,-238,-238,-238
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,1,1,1
"Other Equity, Total",5,-38,-61,-91
Total Liabilities & Shareholders' Equity,363052,341318,320283,273561
Total Common Shares Outstanding,-,39.6,39.6,39.6
Total Preferred Shares Outstanding,-,-,-,-
