Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,-,3772.44,1659.89,1165.68
"Cash and Short Term Investments 990 1681.34 720.04 518.62  Cash - - - -  Cash & Equivalents 990 1681.34 720.04 518.62  Short Term Investments - - - -  Total Receivables, Net 1364 2031.07 897.21 616.19  Accounts Receivables - Trade, Net 1239 2031.07 897.21 616.19  Total Inventory 482 3.17 1.76 3.42  Prepaid Expenses - 56.62 40.63 26.73  Other Current Assets, Total 247 0.23 0.26 0.72","Cash and Short Term Investments 990 1681.34 720.04 518.62  Cash - - - -  Cash & Equivalents 990 1681.34 720.04 518.62  Short Term Investments - - - -  Total Receivables, Net 1364 2031.07 897.21 616.19  Accounts Receivables - Trade, Net 1239 2031.07 897.21 616.19  Total Inventory 482 3.17 1.76 3.42  Prepaid Expenses - 56.62 40.63 26.73  Other Current Assets, Total 247 0.23 0.26 0.72","Cash and Short Term Investments 990 1681.34 720.04 518.62  Cash - - - -  Cash & Equivalents 990 1681.34 720.04 518.62  Short Term Investments - - - -  Total Receivables, Net 1364 2031.07 897.21 616.19  Accounts Receivables - Trade, Net 1239 2031.07 897.21 616.19  Total Inventory 482 3.17 1.76 3.42  Prepaid Expenses - 56.62 40.63 26.73  Other Current Assets, Total 247 0.23 0.26 0.72","Cash and Short Term Investments 990 1681.34 720.04 518.62  Cash - - - -  Cash & Equivalents 990 1681.34 720.04 518.62  Short Term Investments - - - -  Total Receivables, Net 1364 2031.07 897.21 616.19  Accounts Receivables - Trade, Net 1239 2031.07 897.21 616.19  Total Inventory 482 3.17 1.76 3.42  Prepaid Expenses - 56.62 40.63 26.73  Other Current Assets, Total 247 0.23 0.26 0.72","Cash and Short Term Investments 990 1681.34 720.04 518.62  Cash - - - -  Cash & Equivalents 990 1681.34 720.04 518.62  Short Term Investments - - - -  Total Receivables, Net 1364 2031.07 897.21 616.19  Accounts Receivables - Trade, Net 1239 2031.07 897.21 616.19  Total Inventory 482 3.17 1.76 3.42  Prepaid Expenses - 56.62 40.63 26.73  Other Current Assets, Total 247 0.23 0.26 0.72"
Cash and Short Term Investments,990,1681.34,720.04,518.62
Cash,-,-,-,-
Cash & Equivalents,990,1681.34,720.04,518.62
Short Term Investments,-,-,-,-
"Total Receivables, Net",1364,2031.07,897.21,616.19
"Accounts Receivables - Trade, Net",1239,2031.07,897.21,616.19
Total Inventory,482,3.17,1.76,3.42
Prepaid Expenses,-,56.62,40.63,26.73
"Other Current Assets, Total",247,0.23,0.26,0.72
Total Assets,5640,4455.63,2049.51,1396.09
"Property/Plant/Equipment, Total - Net 503 583.96 311.44 180.78  Property/Plant/Equipment, Total - Gross - 678.38 370.33 -  Accumulated Depreciation, Total - -94.42 -58.89 -  Goodwill, Net - - - -  Intangibles, Net 12 15.08 11.88 7.23  Long Term Investments - - - -  Note Receivable - Long Term 125 - - -  Other Long Term Assets, Total 1 84.16 66.3 42.39  Other Assets, Total 117 - - -","Property/Plant/Equipment, Total - Net 503 583.96 311.44 180.78  Property/Plant/Equipment, Total - Gross - 678.38 370.33 -  Accumulated Depreciation, Total - -94.42 -58.89 -  Goodwill, Net - - - -  Intangibles, Net 12 15.08 11.88 7.23  Long Term Investments - - - -  Note Receivable - Long Term 125 - - -  Other Long Term Assets, Total 1 84.16 66.3 42.39  Other Assets, Total 117 - - -","Property/Plant/Equipment, Total - Net 503 583.96 311.44 180.78  Property/Plant/Equipment, Total - Gross - 678.38 370.33 -  Accumulated Depreciation, Total - -94.42 -58.89 -  Goodwill, Net - - - -  Intangibles, Net 12 15.08 11.88 7.23  Long Term Investments - - - -  Note Receivable - Long Term 125 - - -  Other Long Term Assets, Total 1 84.16 66.3 42.39  Other Assets, Total 117 - - -","Property/Plant/Equipment, Total - Net 503 583.96 311.44 180.78  Property/Plant/Equipment, Total - Gross - 678.38 370.33 -  Accumulated Depreciation, Total - -94.42 -58.89 -  Goodwill, Net - - - -  Intangibles, Net 12 15.08 11.88 7.23  Long Term Investments - - - -  Note Receivable - Long Term 125 - - -  Other Long Term Assets, Total 1 84.16 66.3 42.39  Other Assets, Total 117 - - -","Property/Plant/Equipment, Total - Net 503 583.96 311.44 180.78  Property/Plant/Equipment, Total - Gross - 678.38 370.33 -  Accumulated Depreciation, Total - -94.42 -58.89 -  Goodwill, Net - - - -  Intangibles, Net 12 15.08 11.88 7.23  Long Term Investments - - - -  Note Receivable - Long Term 125 - - -  Other Long Term Assets, Total 1 84.16 66.3 42.39  Other Assets, Total 117 - - -"
"Property/Plant/Equipment, Total - Net",503,583.96,311.44,180.78
"Property/Plant/Equipment, Total - Gross",-,678.38,370.33,-
"Accumulated Depreciation, Total",-,-94.42,-58.89,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",12,15.08,11.88,7.23
Long Term Investments,-,-,-,-
Note Receivable - Long Term,125,-,-,-
"Other Long Term Assets, Total",1,84.16,66.3,42.39
"Other Assets, Total",117,-,-,-
Total Current Liabilities,-,1328.29,572.97,465.33
"Accounts Payable - 135.69 60.79 98.58  Payable/Accrued - - - -  Accrued Expenses 33 115.83 52.56 55.33  Notes Payable/Short Term Debt 404 300 - -  Current Port. of LT Debt/Capital Leases 447 399.33 324.67 186.73  Other Current liabilities, Total 2827 377.44 134.95 124.7","Accounts Payable - 135.69 60.79 98.58  Payable/Accrued - - - -  Accrued Expenses 33 115.83 52.56 55.33  Notes Payable/Short Term Debt 404 300 - -  Current Port. of LT Debt/Capital Leases 447 399.33 324.67 186.73  Other Current liabilities, Total 2827 377.44 134.95 124.7","Accounts Payable - 135.69 60.79 98.58  Payable/Accrued - - - -  Accrued Expenses 33 115.83 52.56 55.33  Notes Payable/Short Term Debt 404 300 - -  Current Port. of LT Debt/Capital Leases 447 399.33 324.67 186.73  Other Current liabilities, Total 2827 377.44 134.95 124.7","Accounts Payable - 135.69 60.79 98.58  Payable/Accrued - - - -  Accrued Expenses 33 115.83 52.56 55.33  Notes Payable/Short Term Debt 404 300 - -  Current Port. of LT Debt/Capital Leases 447 399.33 324.67 186.73  Other Current liabilities, Total 2827 377.44 134.95 124.7","Accounts Payable - 135.69 60.79 98.58  Payable/Accrued - - - -  Accrued Expenses 33 115.83 52.56 55.33  Notes Payable/Short Term Debt 404 300 - -  Current Port. of LT Debt/Capital Leases 447 399.33 324.67 186.73  Other Current liabilities, Total 2827 377.44 134.95 124.7"
Accounts Payable,-,135.69,60.79,98.58
Payable/Accrued,-,-,-,-
Accrued Expenses,33,115.83,52.56,55.33
Notes Payable/Short Term Debt,404,300,-,-
Current Port. of LT Debt/Capital Leases,447,399.33,324.67,186.73
"Other Current liabilities, Total",2827,377.44,134.95,124.7
Total Liabilities,5126,2332.95,1595.43,1077.52
"Total Long Term Debt - 960.98 991.99 584.02  Long Term Debt - 960.98 991.99 584.02  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -257 43.67 30.48 28.17","Total Long Term Debt - 960.98 991.99 584.02  Long Term Debt - 960.98 991.99 584.02  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -257 43.67 30.48 28.17","Total Long Term Debt - 960.98 991.99 584.02  Long Term Debt - 960.98 991.99 584.02  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -257 43.67 30.48 28.17","Total Long Term Debt - 960.98 991.99 584.02  Long Term Debt - 960.98 991.99 584.02  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -257 43.67 30.48 28.17","Total Long Term Debt - 960.98 991.99 584.02  Long Term Debt - 960.98 991.99 584.02  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -257 43.67 30.48 28.17"
Total Long Term Debt,-,960.98,991.99,584.02
Long Term Debt,-,960.98,991.99,584.02
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-257,43.67,30.48,28.17
Total Equity,514,2122.68,454.08,318.57
