Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,1811,3396.93,3279.22,2674.86
"Cash and Short Term Investments 956 1433.84 1615.21 856.44  Cash - - - -  Cash & Equivalents 956 1433.84 1615.21 856.44  Short Term Investments - - - -  Total Receivables, Net 579 1850.56 1578.43 1685.36  Accounts Receivables - Trade, Net 579 1850.56 1578.43 1685.36  Total Inventory - - - -  Prepaid Expenses 57 41.01 39.88 28.73  Other Current Assets, Total 219 71.52 45.71 104.33","Cash and Short Term Investments 956 1433.84 1615.21 856.44  Cash - - - -  Cash & Equivalents 956 1433.84 1615.21 856.44  Short Term Investments - - - -  Total Receivables, Net 579 1850.56 1578.43 1685.36  Accounts Receivables - Trade, Net 579 1850.56 1578.43 1685.36  Total Inventory - - - -  Prepaid Expenses 57 41.01 39.88 28.73  Other Current Assets, Total 219 71.52 45.71 104.33","Cash and Short Term Investments 956 1433.84 1615.21 856.44  Cash - - - -  Cash & Equivalents 956 1433.84 1615.21 856.44  Short Term Investments - - - -  Total Receivables, Net 579 1850.56 1578.43 1685.36  Accounts Receivables - Trade, Net 579 1850.56 1578.43 1685.36  Total Inventory - - - -  Prepaid Expenses 57 41.01 39.88 28.73  Other Current Assets, Total 219 71.52 45.71 104.33","Cash and Short Term Investments 956 1433.84 1615.21 856.44  Cash - - - -  Cash & Equivalents 956 1433.84 1615.21 856.44  Short Term Investments - - - -  Total Receivables, Net 579 1850.56 1578.43 1685.36  Accounts Receivables - Trade, Net 579 1850.56 1578.43 1685.36  Total Inventory - - - -  Prepaid Expenses 57 41.01 39.88 28.73  Other Current Assets, Total 219 71.52 45.71 104.33","Cash and Short Term Investments 956 1433.84 1615.21 856.44  Cash - - - -  Cash & Equivalents 956 1433.84 1615.21 856.44  Short Term Investments - - - -  Total Receivables, Net 579 1850.56 1578.43 1685.36  Accounts Receivables - Trade, Net 579 1850.56 1578.43 1685.36  Total Inventory - - - -  Prepaid Expenses 57 41.01 39.88 28.73  Other Current Assets, Total 219 71.52 45.71 104.33"
Cash and Short Term Investments,956,1433.84,1615.21,856.44
Cash,-,-,-,-
Cash & Equivalents,956,1433.84,1615.21,856.44
Short Term Investments,-,-,-,-
"Total Receivables, Net",579,1850.56,1578.43,1685.36
"Accounts Receivables - Trade, Net",579,1850.56,1578.43,1685.36
Total Inventory,-,-,-,-
Prepaid Expenses,57,41.01,39.88,28.73
"Other Current Assets, Total",219,71.52,45.71,104.33
Total Assets,2571,3850.89,3805.22,3627.91
