Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Current Assets,8840,7714,7649.27,7284.62
"Cash and Short Term Investments 5826 4826 5321.54 4807.66  Cash - - - -  Cash & Equivalents 5826 4826 5321.54 4807.66  Short Term Investments - - - -  Total Receivables, Net 606 1910 1610.71 1330.91  Accounts Receivables - Trade, Net 606 1910 1533.76 1195.29  Total Inventory 1585 850 628.66 1095.23  Prepaid Expenses 12 15 11.14 10.62  Other Current Assets, Total 811 113 77.21 40.2","Cash and Short Term Investments 5826 4826 5321.54 4807.66  Cash - - - -  Cash & Equivalents 5826 4826 5321.54 4807.66  Short Term Investments - - - -  Total Receivables, Net 606 1910 1610.71 1330.91  Accounts Receivables - Trade, Net 606 1910 1533.76 1195.29  Total Inventory 1585 850 628.66 1095.23  Prepaid Expenses 12 15 11.14 10.62  Other Current Assets, Total 811 113 77.21 40.2","Cash and Short Term Investments 5826 4826 5321.54 4807.66  Cash - - - -  Cash & Equivalents 5826 4826 5321.54 4807.66  Short Term Investments - - - -  Total Receivables, Net 606 1910 1610.71 1330.91  Accounts Receivables - Trade, Net 606 1910 1533.76 1195.29  Total Inventory 1585 850 628.66 1095.23  Prepaid Expenses 12 15 11.14 10.62  Other Current Assets, Total 811 113 77.21 40.2","Cash and Short Term Investments 5826 4826 5321.54 4807.66  Cash - - - -  Cash & Equivalents 5826 4826 5321.54 4807.66  Short Term Investments - - - -  Total Receivables, Net 606 1910 1610.71 1330.91  Accounts Receivables - Trade, Net 606 1910 1533.76 1195.29  Total Inventory 1585 850 628.66 1095.23  Prepaid Expenses 12 15 11.14 10.62  Other Current Assets, Total 811 113 77.21 40.2","Cash and Short Term Investments 5826 4826 5321.54 4807.66  Cash - - - -  Cash & Equivalents 5826 4826 5321.54 4807.66  Short Term Investments - - - -  Total Receivables, Net 606 1910 1610.71 1330.91  Accounts Receivables - Trade, Net 606 1910 1533.76 1195.29  Total Inventory 1585 850 628.66 1095.23  Prepaid Expenses 12 15 11.14 10.62  Other Current Assets, Total 811 113 77.21 40.2"
Cash and Short Term Investments,5826,4826,5321.54,4807.66
Cash,-,-,-,-
Cash & Equivalents,5826,4826,5321.54,4807.66
Short Term Investments,-,-,-,-
"Total Receivables, Net",606,1910,1610.71,1330.91
"Accounts Receivables - Trade, Net",606,1910,1533.76,1195.29
Total Inventory,1585,850,628.66,1095.23
Prepaid Expenses,12,15,11.14,10.62
