Period Ending:,202231/10,202230/04,202131/10,202031/10
Total Current Assets,7541,-,5290.27,5912.42
"Cash and Short Term Investments 4508 - 2542.12 3255.55  Cash - - - -  Cash & Equivalents 4508 - 2542.12 3255.55  Short Term Investments - - - -  Total Receivables, Net 259 - 227.27 126.5  Accounts Receivables - Trade, Net 259 - 227.27 126.5  Total Inventory - - - -  Prepaid Expenses - - 131.78 -  Other Current Assets, Total 2774 - 2389.09 2530.38","Cash and Short Term Investments 4508 - 2542.12 3255.55  Cash - - - -  Cash & Equivalents 4508 - 2542.12 3255.55  Short Term Investments - - - -  Total Receivables, Net 259 - 227.27 126.5  Accounts Receivables - Trade, Net 259 - 227.27 126.5  Total Inventory - - - -  Prepaid Expenses - - 131.78 -  Other Current Assets, Total 2774 - 2389.09 2530.38","Cash and Short Term Investments 4508 - 2542.12 3255.55  Cash - - - -  Cash & Equivalents 4508 - 2542.12 3255.55  Short Term Investments - - - -  Total Receivables, Net 259 - 227.27 126.5  Accounts Receivables - Trade, Net 259 - 227.27 126.5  Total Inventory - - - -  Prepaid Expenses - - 131.78 -  Other Current Assets, Total 2774 - 2389.09 2530.38","Cash and Short Term Investments 4508 - 2542.12 3255.55  Cash - - - -  Cash & Equivalents 4508 - 2542.12 3255.55  Short Term Investments - - - -  Total Receivables, Net 259 - 227.27 126.5  Accounts Receivables - Trade, Net 259 - 227.27 126.5  Total Inventory - - - -  Prepaid Expenses - - 131.78 -  Other Current Assets, Total 2774 - 2389.09 2530.38","Cash and Short Term Investments 4508 - 2542.12 3255.55  Cash - - - -  Cash & Equivalents 4508 - 2542.12 3255.55  Short Term Investments - - - -  Total Receivables, Net 259 - 227.27 126.5  Accounts Receivables - Trade, Net 259 - 227.27 126.5  Total Inventory - - - -  Prepaid Expenses - - 131.78 -  Other Current Assets, Total 2774 - 2389.09 2530.38"
Cash and Short Term Investments,4508,-,2542.12,3255.55
Cash,-,-,-,-
Cash & Equivalents,4508,-,2542.12,3255.55
Short Term Investments,-,-,-,-
"Total Receivables, Net",259,-,227.27,126.5
"Accounts Receivables - Trade, Net",259,-,227.27,126.5
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,131.78,-
"Other Current Assets, Total",2774,-,2389.09,2530.38
Total Assets,172792,-,161226.52,159222.51
