Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,16367,13780,12444,11382
"Cash and Short Term Investments 10199 8450 7305 6913  Cash - - - -  Cash & Equivalents 10199 8450 7305 6913  Short Term Investments - - - -  Total Receivables, Net 3663 3412 3307 2382  Accounts Receivables - Trade, Net 3663 3412 3307 2382  Total Inventory 791 706 708 996  Prepaid Expenses 1323 957 965 936  Other Current Assets, Total 391 255 159 155","Cash and Short Term Investments 10199 8450 7305 6913  Cash - - - -  Cash & Equivalents 10199 8450 7305 6913  Short Term Investments - - - -  Total Receivables, Net 3663 3412 3307 2382  Accounts Receivables - Trade, Net 3663 3412 3307 2382  Total Inventory 791 706 708 996  Prepaid Expenses 1323 957 965 936  Other Current Assets, Total 391 255 159 155","Cash and Short Term Investments 10199 8450 7305 6913  Cash - - - -  Cash & Equivalents 10199 8450 7305 6913  Short Term Investments - - - -  Total Receivables, Net 3663 3412 3307 2382  Accounts Receivables - Trade, Net 3663 3412 3307 2382  Total Inventory 791 706 708 996  Prepaid Expenses 1323 957 965 936  Other Current Assets, Total 391 255 159 155","Cash and Short Term Investments 10199 8450 7305 6913  Cash - - - -  Cash & Equivalents 10199 8450 7305 6913  Short Term Investments - - - -  Total Receivables, Net 3663 3412 3307 2382  Accounts Receivables - Trade, Net 3663 3412 3307 2382  Total Inventory 791 706 708 996  Prepaid Expenses 1323 957 965 936  Other Current Assets, Total 391 255 159 155","Cash and Short Term Investments 10199 8450 7305 6913  Cash - - - -  Cash & Equivalents 10199 8450 7305 6913  Short Term Investments - - - -  Total Receivables, Net 3663 3412 3307 2382  Accounts Receivables - Trade, Net 3663 3412 3307 2382  Total Inventory 791 706 708 996  Prepaid Expenses 1323 957 965 936  Other Current Assets, Total 391 255 159 155"
Cash and Short Term Investments,10199,8450,7305,6913
Cash,-,-,-,-
Cash & Equivalents,10199,8450,7305,6913
Short Term Investments,-,-,-,-
"Total Receivables, Net",3663,3412,3307,2382
"Accounts Receivables - Trade, Net",3663,3412,3307,2382
Total Inventory,791,706,708,996
Prepaid Expenses,1323,957,965,936
"Other Current Assets, Total",391,255,159,155
Total Assets,19261,17305,16014,14051
"Property/Plant/Equipment, Total - Net 1162 1171 1260 878  Property/Plant/Equipment, Total - Gross - 2853 2867 2463  Accumulated Depreciation, Total - -1684 -1607 -1587  Goodwill, Net - - - -  Intangibles, Net 457 576 646 495  Long Term Investments 979 104 121 220  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1674 1543 1076  Other Assets, Total -2185 - - -","Property/Plant/Equipment, Total - Net 1162 1171 1260 878  Property/Plant/Equipment, Total - Gross - 2853 2867 2463  Accumulated Depreciation, Total - -1684 -1607 -1587  Goodwill, Net - - - -  Intangibles, Net 457 576 646 495  Long Term Investments 979 104 121 220  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1674 1543 1076  Other Assets, Total -2185 - - -","Property/Plant/Equipment, Total - Net 1162 1171 1260 878  Property/Plant/Equipment, Total - Gross - 2853 2867 2463  Accumulated Depreciation, Total - -1684 -1607 -1587  Goodwill, Net - - - -  Intangibles, Net 457 576 646 495  Long Term Investments 979 104 121 220  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1674 1543 1076  Other Assets, Total -2185 - - -","Property/Plant/Equipment, Total - Net 1162 1171 1260 878  Property/Plant/Equipment, Total - Gross - 2853 2867 2463  Accumulated Depreciation, Total - -1684 -1607 -1587  Goodwill, Net - - - -  Intangibles, Net 457 576 646 495  Long Term Investments 979 104 121 220  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1674 1543 1076  Other Assets, Total -2185 - - -","Property/Plant/Equipment, Total - Net 1162 1171 1260 878  Property/Plant/Equipment, Total - Gross - 2853 2867 2463  Accumulated Depreciation, Total - -1684 -1607 -1587  Goodwill, Net - - - -  Intangibles, Net 457 576 646 495  Long Term Investments 979 104 121 220  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1674 1543 1076  Other Assets, Total -2185 - - -"
"Property/Plant/Equipment, Total - Net",1162,1171,1260,878
"Property/Plant/Equipment, Total - Gross",-,2853,2867,2463
"Accumulated Depreciation, Total",-,-1684,-1607,-1587
"Goodwill, Net",-,-,-,-
"Intangibles, Net",457,576,646,495
Long Term Investments,979,104,121,220
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",-,1674,1543,1076
"Other Assets, Total",-2185,-,-,-
Total Current Liabilities,9576,8687,8722,6977
"Accounts Payable 934 820 871 836  Payable/Accrued - - - -  Accrued Expenses 461 575 719 352  Notes Payable/Short Term Debt 133 83 - -  Current Port. of LT Debt/Capital Leases 17 49 218 313  Other Current liabilities, Total 8031 7160 6914 5476","Accounts Payable 934 820 871 836  Payable/Accrued - - - -  Accrued Expenses 461 575 719 352  Notes Payable/Short Term Debt 133 83 - -  Current Port. of LT Debt/Capital Leases 17 49 218 313  Other Current liabilities, Total 8031 7160 6914 5476","Accounts Payable 934 820 871 836  Payable/Accrued - - - -  Accrued Expenses 461 575 719 352  Notes Payable/Short Term Debt 133 83 - -  Current Port. of LT Debt/Capital Leases 17 49 218 313  Other Current liabilities, Total 8031 7160 6914 5476","Accounts Payable 934 820 871 836  Payable/Accrued - - - -  Accrued Expenses 461 575 719 352  Notes Payable/Short Term Debt 133 83 - -  Current Port. of LT Debt/Capital Leases 17 49 218 313  Other Current liabilities, Total 8031 7160 6914 5476","Accounts Payable 934 820 871 836  Payable/Accrued - - - -  Accrued Expenses 461 575 719 352  Notes Payable/Short Term Debt 133 83 - -  Current Port. of LT Debt/Capital Leases 17 49 218 313  Other Current liabilities, Total 8031 7160 6914 5476"
Accounts Payable,934,820,871,836
Payable/Accrued,-,-,-,-
Accrued Expenses,461,575,719,352
Notes Payable/Short Term Debt,133,83,-,-
Current Port. of LT Debt/Capital Leases,17,49,218,313
"Other Current liabilities, Total",8031,7160,6914,5476
Total Liabilities,9647,8844,8997,7526
"Total Long Term Debt 7 25 74 168  Long Term Debt - - 25 125  Capital Lease Obligations 7 25 49 43  Deferred Income Tax - - - -  Minority Interest 16 16 15 18  Other Liabilities, Total -218 116 186 363","Total Long Term Debt 7 25 74 168  Long Term Debt - - 25 125  Capital Lease Obligations 7 25 49 43  Deferred Income Tax - - - -  Minority Interest 16 16 15 18  Other Liabilities, Total -218 116 186 363","Total Long Term Debt 7 25 74 168  Long Term Debt - - 25 125  Capital Lease Obligations 7 25 49 43  Deferred Income Tax - - - -  Minority Interest 16 16 15 18  Other Liabilities, Total -218 116 186 363","Total Long Term Debt 7 25 74 168  Long Term Debt - - 25 125  Capital Lease Obligations 7 25 49 43  Deferred Income Tax - - - -  Minority Interest 16 16 15 18  Other Liabilities, Total -218 116 186 363","Total Long Term Debt 7 25 74 168  Long Term Debt - - 25 125  Capital Lease Obligations 7 25 49 43  Deferred Income Tax - - - -  Minority Interest 16 16 15 18  Other Liabilities, Total -218 116 186 363"
Total Long Term Debt,7,25,74,168
Long Term Debt,-,-,25,125
Capital Lease Obligations,7,25,49,43
Deferred Income Tax,-,-,-,-
Minority Interest,16,16,15,18
"Other Liabilities, Total",-218,116,186,363
Total Equity,9614,8461,7017,6525
