Period Ending:,202131/05,202031/05,201931/05,201831/05
Total Current Assets,23647,21575,22337,19399
"Cash and Short Term Investments 4037 2775 2226 1107  Cash - - - -  Cash & Equivalents 4037 2775 2226 1107  Short Term Investments - - - -  Total Receivables, Net 1 - - -  Accounts Receivables - Trade, Net 1 - - -  Total Inventory 17949 16884 17776 16567  Prepaid Expenses 1657 1911 2332 1715  Other Current Assets, Total 3 5 3 10","Cash and Short Term Investments 4037 2775 2226 1107  Cash - - - -  Cash & Equivalents 4037 2775 2226 1107  Short Term Investments - - - -  Total Receivables, Net 1 - - -  Accounts Receivables - Trade, Net 1 - - -  Total Inventory 17949 16884 17776 16567  Prepaid Expenses 1657 1911 2332 1715  Other Current Assets, Total 3 5 3 10","Cash and Short Term Investments 4037 2775 2226 1107  Cash - - - -  Cash & Equivalents 4037 2775 2226 1107  Short Term Investments - - - -  Total Receivables, Net 1 - - -  Accounts Receivables - Trade, Net 1 - - -  Total Inventory 17949 16884 17776 16567  Prepaid Expenses 1657 1911 2332 1715  Other Current Assets, Total 3 5 3 10","Cash and Short Term Investments 4037 2775 2226 1107  Cash - - - -  Cash & Equivalents 4037 2775 2226 1107  Short Term Investments - - - -  Total Receivables, Net 1 - - -  Accounts Receivables - Trade, Net 1 - - -  Total Inventory 17949 16884 17776 16567  Prepaid Expenses 1657 1911 2332 1715  Other Current Assets, Total 3 5 3 10","Cash and Short Term Investments 4037 2775 2226 1107  Cash - - - -  Cash & Equivalents 4037 2775 2226 1107  Short Term Investments - - - -  Total Receivables, Net 1 - - -  Accounts Receivables - Trade, Net 1 - - -  Total Inventory 17949 16884 17776 16567  Prepaid Expenses 1657 1911 2332 1715  Other Current Assets, Total 3 5 3 10"
Cash and Short Term Investments,4037,2775,2226,1107
Cash,-,-,-,-
Cash & Equivalents,4037,2775,2226,1107
Short Term Investments,-,-,-,-
"Total Receivables, Net",1,-,-,-
"Accounts Receivables - Trade, Net",1,-,-,-
Total Inventory,17949,16884,17776,16567
Prepaid Expenses,1657,1911,2332,1715
"Other Current Assets, Total",3,5,3,10
Total Assets,24089,21733,22447,19471
"Property/Plant/Equipment, Total - Net 18 25 25 11  Property/Plant/Equipment, Total - Gross 61 61 56 45  Accumulated Depreciation, Total -44 -37 -31 -34  Goodwill, Net - - - -  Intangibles, Net 1 1 - 1  Long Term Investments 28 25 16 11  Note Receivable - Long Term 254 5 5 5  Other Long Term Assets, Total 141 102 64 44  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 18 25 25 11  Property/Plant/Equipment, Total - Gross 61 61 56 45  Accumulated Depreciation, Total -44 -37 -31 -34  Goodwill, Net - - - -  Intangibles, Net 1 1 - 1  Long Term Investments 28 25 16 11  Note Receivable - Long Term 254 5 5 5  Other Long Term Assets, Total 141 102 64 44  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 18 25 25 11  Property/Plant/Equipment, Total - Gross 61 61 56 45  Accumulated Depreciation, Total -44 -37 -31 -34  Goodwill, Net - - - -  Intangibles, Net 1 1 - 1  Long Term Investments 28 25 16 11  Note Receivable - Long Term 254 5 5 5  Other Long Term Assets, Total 141 102 64 44  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 18 25 25 11  Property/Plant/Equipment, Total - Gross 61 61 56 45  Accumulated Depreciation, Total -44 -37 -31 -34  Goodwill, Net - - - -  Intangibles, Net 1 1 - 1  Long Term Investments 28 25 16 11  Note Receivable - Long Term 254 5 5 5  Other Long Term Assets, Total 141 102 64 44  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 18 25 25 11  Property/Plant/Equipment, Total - Gross 61 61 56 45  Accumulated Depreciation, Total -44 -37 -31 -34  Goodwill, Net - - - -  Intangibles, Net 1 1 - 1  Long Term Investments 28 25 16 11  Note Receivable - Long Term 254 5 5 5  Other Long Term Assets, Total 141 102 64 44  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",18,25,25,11
"Property/Plant/Equipment, Total - Gross",61,61,56,45
"Accumulated Depreciation, Total",-44,-37,-31,-34
"Goodwill, Net",-,-,-,-
"Intangibles, Net",1,1,-,1
Long Term Investments,28,25,16,11
Note Receivable - Long Term,254,5,5,5
"Other Long Term Assets, Total",141,102,64,44
"Other Assets, Total",-,-,-,-
Total Current Liabilities,11602,12474,13586,10315
"Accounts Payable 89 113 242 161  Payable/Accrued - - - -  Accrued Expenses 87 91 80 81  Notes Payable/Short Term Debt 2540 3470 3117 3359  Current Port. of LT Debt/Capital Leases 7845 8094 9379 6416  Other Current liabilities, Total 1041 706 768 298","Accounts Payable 89 113 242 161  Payable/Accrued - - - -  Accrued Expenses 87 91 80 81  Notes Payable/Short Term Debt 2540 3470 3117 3359  Current Port. of LT Debt/Capital Leases 7845 8094 9379 6416  Other Current liabilities, Total 1041 706 768 298","Accounts Payable 89 113 242 161  Payable/Accrued - - - -  Accrued Expenses 87 91 80 81  Notes Payable/Short Term Debt 2540 3470 3117 3359  Current Port. of LT Debt/Capital Leases 7845 8094 9379 6416  Other Current liabilities, Total 1041 706 768 298","Accounts Payable 89 113 242 161  Payable/Accrued - - - -  Accrued Expenses 87 91 80 81  Notes Payable/Short Term Debt 2540 3470 3117 3359  Current Port. of LT Debt/Capital Leases 7845 8094 9379 6416  Other Current liabilities, Total 1041 706 768 298","Accounts Payable 89 113 242 161  Payable/Accrued - - - -  Accrued Expenses 87 91 80 81  Notes Payable/Short Term Debt 2540 3470 3117 3359  Current Port. of LT Debt/Capital Leases 7845 8094 9379 6416  Other Current liabilities, Total 1041 706 768 298"
Accounts Payable,89,113,242,161
Payable/Accrued,-,-,-,-
Accrued Expenses,87,91,80,81
Notes Payable/Short Term Debt,2540,3470,3117,3359
Current Port. of LT Debt/Capital Leases,7845,8094,9379,6416
"Other Current liabilities, Total",1041,706,768,298
Total Liabilities,17844,17319,18854,16533
"Total Long Term Debt 6164 4777 5187 6064  Long Term Debt 6164 4776 5184 6064  Capital Lease Obligations - 1 3 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 78 68 81 154","Total Long Term Debt 6164 4777 5187 6064  Long Term Debt 6164 4776 5184 6064  Capital Lease Obligations - 1 3 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 78 68 81 154","Total Long Term Debt 6164 4777 5187 6064  Long Term Debt 6164 4776 5184 6064  Capital Lease Obligations - 1 3 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 78 68 81 154","Total Long Term Debt 6164 4777 5187 6064  Long Term Debt 6164 4776 5184 6064  Capital Lease Obligations - 1 3 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 78 68 81 154","Total Long Term Debt 6164 4777 5187 6064  Long Term Debt 6164 4776 5184 6064  Capital Lease Obligations - 1 3 -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 78 68 81 154"
Total Long Term Debt,6164,4777,5187,6064
Long Term Debt,6164,4776,5184,6064
Capital Lease Obligations,-,1,3,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",78,68,81,154
Total Equity,6245,4414,3593,2938
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1750 1249 1249 1249  Additional Paid-In Capital 772 272 272 272  Retained Earnings (Accumulated Deficit) 3827 2980 2133 1448  Treasury Stock - Common -105 -89 -62 -32  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 2 1 1","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1750 1249 1249 1249  Additional Paid-In Capital 772 272 272 272  Retained Earnings (Accumulated Deficit) 3827 2980 2133 1448  Treasury Stock - Common -105 -89 -62 -32  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 2 1 1","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1750 1249 1249 1249  Additional Paid-In Capital 772 272 272 272  Retained Earnings (Accumulated Deficit) 3827 2980 2133 1448  Treasury Stock - Common -105 -89 -62 -32  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 2 1 1","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1750 1249 1249 1249  Additional Paid-In Capital 772 272 272 272  Retained Earnings (Accumulated Deficit) 3827 2980 2133 1448  Treasury Stock - Common -105 -89 -62 -32  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 2 1 1","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1750 1249 1249 1249  Additional Paid-In Capital 772 272 272 272  Retained Earnings (Accumulated Deficit) 3827 2980 2133 1448  Treasury Stock - Common -105 -89 -62 -32  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 2 1 1"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1750,1249,1249,1249
Additional Paid-In Capital,772,272,272,272
Retained Earnings (Accumulated Deficit),3827,2980,2133,1448
Treasury Stock - Common,-105,-89,-62,-32
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",1,2,1,1
Total Liabilities & Shareholders' Equity,24089,21733,22447,19471
Total Common Shares Outstanding,34.53,27.81,27.99,28.14
Total Preferred Shares Outstanding,-,-,-,-
