Period Ending:,202230/09,202231/03,202130/09,202030/09
Total Current Assets,21226.21,26426,25021.42,22384.81
"Cash and Short Term Investments 10003.22 11738 10026.35 9152.96  Cash - - - -  Cash & Equivalents 10003.22 11738 10026.35 9152.96  Short Term Investments - - - -  Total Receivables, Net 238.07 174 525.38 192.12  Accounts Receivables - Trade, Net 238.07 174 181.4 192.12  Total Inventory - - - -  Prepaid Expenses - - 153.77 163.28  Other Current Assets, Total 10984.92 14514 14315.91 12876.44","Cash and Short Term Investments 10003.22 11738 10026.35 9152.96  Cash - - - -  Cash & Equivalents 10003.22 11738 10026.35 9152.96  Short Term Investments - - - -  Total Receivables, Net 238.07 174 525.38 192.12  Accounts Receivables - Trade, Net 238.07 174 181.4 192.12  Total Inventory - - - -  Prepaid Expenses - - 153.77 163.28  Other Current Assets, Total 10984.92 14514 14315.91 12876.44","Cash and Short Term Investments 10003.22 11738 10026.35 9152.96  Cash - - - -  Cash & Equivalents 10003.22 11738 10026.35 9152.96  Short Term Investments - - - -  Total Receivables, Net 238.07 174 525.38 192.12  Accounts Receivables - Trade, Net 238.07 174 181.4 192.12  Total Inventory - - - -  Prepaid Expenses - - 153.77 163.28  Other Current Assets, Total 10984.92 14514 14315.91 12876.44","Cash and Short Term Investments 10003.22 11738 10026.35 9152.96  Cash - - - -  Cash & Equivalents 10003.22 11738 10026.35 9152.96  Short Term Investments - - - -  Total Receivables, Net 238.07 174 525.38 192.12  Accounts Receivables - Trade, Net 238.07 174 181.4 192.12  Total Inventory - - - -  Prepaid Expenses - - 153.77 163.28  Other Current Assets, Total 10984.92 14514 14315.91 12876.44","Cash and Short Term Investments 10003.22 11738 10026.35 9152.96  Cash - - - -  Cash & Equivalents 10003.22 11738 10026.35 9152.96  Short Term Investments - - - -  Total Receivables, Net 238.07 174 525.38 192.12  Accounts Receivables - Trade, Net 238.07 174 181.4 192.12  Total Inventory - - - -  Prepaid Expenses - - 153.77 163.28  Other Current Assets, Total 10984.92 14514 14315.91 12876.44"
Cash and Short Term Investments,10003.22,11738,10026.35,9152.96
Cash,-,-,-,-
Cash & Equivalents,10003.22,11738,10026.35,9152.96
Short Term Investments,-,-,-,-
"Total Receivables, Net",238.07,174,525.38,192.12
"Accounts Receivables - Trade, Net",238.07,174,181.4,192.12
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,153.77,163.28
"Other Current Assets, Total",10984.92,14514,14315.91,12876.44
Total Assets,276699.27,275833,272622.55,251655.78
"Property/Plant/Equipment, Total - Net 249019.3 249326 3968.75 4001.22  Property/Plant/Equipment, Total - Gross 261486.36 - 4186.3 4148.57  Accumulated Depreciation, Total -12467.06 - -217.55 -147.35  Goodwill, Net - - - -  Intangibles, Net 4718.5 - 4303.81 4314.33  Long Term Investments - - 238198.7 219952.89  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1661.56 81 1129.87 1002.53  Other Assets, Total 10820.56 14340 - -","Property/Plant/Equipment, Total - Net 249019.3 249326 3968.75 4001.22  Property/Plant/Equipment, Total - Gross 261486.36 - 4186.3 4148.57  Accumulated Depreciation, Total -12467.06 - -217.55 -147.35  Goodwill, Net - - - -  Intangibles, Net 4718.5 - 4303.81 4314.33  Long Term Investments - - 238198.7 219952.89  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1661.56 81 1129.87 1002.53  Other Assets, Total 10820.56 14340 - -","Property/Plant/Equipment, Total - Net 249019.3 249326 3968.75 4001.22  Property/Plant/Equipment, Total - Gross 261486.36 - 4186.3 4148.57  Accumulated Depreciation, Total -12467.06 - -217.55 -147.35  Goodwill, Net - - - -  Intangibles, Net 4718.5 - 4303.81 4314.33  Long Term Investments - - 238198.7 219952.89  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1661.56 81 1129.87 1002.53  Other Assets, Total 10820.56 14340 - -","Property/Plant/Equipment, Total - Net 249019.3 249326 3968.75 4001.22  Property/Plant/Equipment, Total - Gross 261486.36 - 4186.3 4148.57  Accumulated Depreciation, Total -12467.06 - -217.55 -147.35  Goodwill, Net - - - -  Intangibles, Net 4718.5 - 4303.81 4314.33  Long Term Investments - - 238198.7 219952.89  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1661.56 81 1129.87 1002.53  Other Assets, Total 10820.56 14340 - -","Property/Plant/Equipment, Total - Net 249019.3 249326 3968.75 4001.22  Property/Plant/Equipment, Total - Gross 261486.36 - 4186.3 4148.57  Accumulated Depreciation, Total -12467.06 - -217.55 -147.35  Goodwill, Net - - - -  Intangibles, Net 4718.5 - 4303.81 4314.33  Long Term Investments - - 238198.7 219952.89  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1661.56 81 1129.87 1002.53  Other Assets, Total 10820.56 14340 - -"
"Property/Plant/Equipment, Total - Net",249019.3,249326,3968.75,4001.22
"Property/Plant/Equipment, Total - Gross",261486.36,-,4186.3,4148.57
"Accumulated Depreciation, Total",-12467.06,-,-217.55,-147.35
"Goodwill, Net",-,-,-,-
"Intangibles, Net",4718.5,-,4303.81,4314.33
Long Term Investments,-,-,238198.7,219952.89
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1661.56,81,1129.87,1002.53
"Other Assets, Total",10820.56,14340,-,-
Total Current Liabilities,12236.73,15172,16803.11,26307.98
"Accounts Payable 823.98 1875 815.14 983.15  Payable/Accrued - - - -  Accrued Expenses 198.5 64 111.94 396.95  Notes Payable/Short Term Debt 750 750 - 2750  Current Port. of LT Debt/Capital Leases 8500 11050 13800 20400  Other Current liabilities, Total 1964.25 1433 2076.03 1777.88","Accounts Payable 823.98 1875 815.14 983.15  Payable/Accrued - - - -  Accrued Expenses 198.5 64 111.94 396.95  Notes Payable/Short Term Debt 750 750 - 2750  Current Port. of LT Debt/Capital Leases 8500 11050 13800 20400  Other Current liabilities, Total 1964.25 1433 2076.03 1777.88","Accounts Payable 823.98 1875 815.14 983.15  Payable/Accrued - - - -  Accrued Expenses 198.5 64 111.94 396.95  Notes Payable/Short Term Debt 750 750 - 2750  Current Port. of LT Debt/Capital Leases 8500 11050 13800 20400  Other Current liabilities, Total 1964.25 1433 2076.03 1777.88","Accounts Payable 823.98 1875 815.14 983.15  Payable/Accrued - - - -  Accrued Expenses 198.5 64 111.94 396.95  Notes Payable/Short Term Debt 750 750 - 2750  Current Port. of LT Debt/Capital Leases 8500 11050 13800 20400  Other Current liabilities, Total 1964.25 1433 2076.03 1777.88","Accounts Payable 823.98 1875 815.14 983.15  Payable/Accrued - - - -  Accrued Expenses 198.5 64 111.94 396.95  Notes Payable/Short Term Debt 750 750 - 2750  Current Port. of LT Debt/Capital Leases 8500 11050 13800 20400  Other Current liabilities, Total 1964.25 1433 2076.03 1777.88"
Accounts Payable,823.98,1875,815.14,983.15
Payable/Accrued,-,-,-,-
Accrued Expenses,198.5,64,111.94,396.95
Notes Payable/Short Term Debt,750,750,-,2750
Current Port. of LT Debt/Capital Leases,8500,11050,13800,20400
"Other Current liabilities, Total",1964.25,1433,2076.03,1777.88
Total Liabilities,139271.04,138479,135569.72,127346.91
"Total Long Term Debt 115050 111500 106500 89650  Long Term Debt 115050 111500 106500 89650  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -103065.68 11057 12266.61 11388.93","Total Long Term Debt 115050 111500 106500 89650  Long Term Debt 115050 111500 106500 89650  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -103065.68 11057 12266.61 11388.93","Total Long Term Debt 115050 111500 106500 89650  Long Term Debt 115050 111500 106500 89650  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -103065.68 11057 12266.61 11388.93","Total Long Term Debt 115050 111500 106500 89650  Long Term Debt 115050 111500 106500 89650  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -103065.68 11057 12266.61 11388.93","Total Long Term Debt 115050 111500 106500 89650  Long Term Debt 115050 111500 106500 89650  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -103065.68 11057 12266.61 11388.93"
Total Long Term Debt,115050,111500,106500,89650
Long Term Debt,115050,111500,106500,89650
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-103065.68,11057,12266.61,11388.93
Total Equity,137428.23,137354,137052.82,124308.86
