Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,-,11761.34,11438.55,8981.35
"Cash and Short Term Investments 4456 4582.66 2383.05 2242.95  Cash - - - -  Cash & Equivalents 4456 4582.66 2383.05 2238.94  Short Term Investments - - - 4.01  Total Receivables, Net 3431 4984.24 5297.22 3634  Accounts Receivables - Trade, Net - 4984.24 5297.22 3634  Total Inventory 4705 1785.07 3060.42 2512.85  Prepaid Expenses - 32 20.1 210.84  Other Current Assets, Total 829 377.38 677.75 380.7","Cash and Short Term Investments 4456 4582.66 2383.05 2242.95  Cash - - - -  Cash & Equivalents 4456 4582.66 2383.05 2238.94  Short Term Investments - - - 4.01  Total Receivables, Net 3431 4984.24 5297.22 3634  Accounts Receivables - Trade, Net - 4984.24 5297.22 3634  Total Inventory 4705 1785.07 3060.42 2512.85  Prepaid Expenses - 32 20.1 210.84  Other Current Assets, Total 829 377.38 677.75 380.7","Cash and Short Term Investments 4456 4582.66 2383.05 2242.95  Cash - - - -  Cash & Equivalents 4456 4582.66 2383.05 2238.94  Short Term Investments - - - 4.01  Total Receivables, Net 3431 4984.24 5297.22 3634  Accounts Receivables - Trade, Net - 4984.24 5297.22 3634  Total Inventory 4705 1785.07 3060.42 2512.85  Prepaid Expenses - 32 20.1 210.84  Other Current Assets, Total 829 377.38 677.75 380.7","Cash and Short Term Investments 4456 4582.66 2383.05 2242.95  Cash - - - -  Cash & Equivalents 4456 4582.66 2383.05 2238.94  Short Term Investments - - - 4.01  Total Receivables, Net 3431 4984.24 5297.22 3634  Accounts Receivables - Trade, Net - 4984.24 5297.22 3634  Total Inventory 4705 1785.07 3060.42 2512.85  Prepaid Expenses - 32 20.1 210.84  Other Current Assets, Total 829 377.38 677.75 380.7","Cash and Short Term Investments 4456 4582.66 2383.05 2242.95  Cash - - - -  Cash & Equivalents 4456 4582.66 2383.05 2238.94  Short Term Investments - - - 4.01  Total Receivables, Net 3431 4984.24 5297.22 3634  Accounts Receivables - Trade, Net - 4984.24 5297.22 3634  Total Inventory 4705 1785.07 3060.42 2512.85  Prepaid Expenses - 32 20.1 210.84  Other Current Assets, Total 829 377.38 677.75 380.7"
Cash and Short Term Investments,4456,4582.66,2383.05,2242.95
Cash,-,-,-,-
Cash & Equivalents,4456,4582.66,2383.05,2238.94
Short Term Investments,-,-,-,4.01
"Total Receivables, Net",3431,4984.24,5297.22,3634
"Accounts Receivables - Trade, Net",-,4984.24,5297.22,3634
Total Inventory,4705,1785.07,3060.42,2512.85
Prepaid Expenses,-,32,20.1,210.84
"Other Current Assets, Total",829,377.38,677.75,380.7
Total Assets,15957,14201.37,13374.44,10853.37
"Property/Plant/Equipment, Total - Net 886 892.85 1015.89 1063.34  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net - 35.98 43.32 45.59  Long Term Investments 872 711.95 535.88 480.36  Note Receivable - Long Term - 1142.23 683.2 623.91  Other Long Term Assets, Total 2 -342.99 -342.39 -341.18  Other Assets, Total 2860 - - -","Property/Plant/Equipment, Total - Net 886 892.85 1015.89 1063.34  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net - 35.98 43.32 45.59  Long Term Investments 872 711.95 535.88 480.36  Note Receivable - Long Term - 1142.23 683.2 623.91  Other Long Term Assets, Total 2 -342.99 -342.39 -341.18  Other Assets, Total 2860 - - -","Property/Plant/Equipment, Total - Net 886 892.85 1015.89 1063.34  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net - 35.98 43.32 45.59  Long Term Investments 872 711.95 535.88 480.36  Note Receivable - Long Term - 1142.23 683.2 623.91  Other Long Term Assets, Total 2 -342.99 -342.39 -341.18  Other Assets, Total 2860 - - -","Property/Plant/Equipment, Total - Net 886 892.85 1015.89 1063.34  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net - 35.98 43.32 45.59  Long Term Investments 872 711.95 535.88 480.36  Note Receivable - Long Term - 1142.23 683.2 623.91  Other Long Term Assets, Total 2 -342.99 -342.39 -341.18  Other Assets, Total 2860 - - -","Property/Plant/Equipment, Total - Net 886 892.85 1015.89 1063.34  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net - 35.98 43.32 45.59  Long Term Investments 872 711.95 535.88 480.36  Note Receivable - Long Term - 1142.23 683.2 623.91  Other Long Term Assets, Total 2 -342.99 -342.39 -341.18  Other Assets, Total 2860 - - -"
"Property/Plant/Equipment, Total - Net",886,892.85,1015.89,1063.34
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,35.98,43.32,45.59
Long Term Investments,872,711.95,535.88,480.36
Note Receivable - Long Term,-,1142.23,683.2,623.91
"Other Long Term Assets, Total",2,-342.99,-342.39,-341.18
"Other Assets, Total",2860,-,-,-
Total Current Liabilities,5379,4633.47,4914.52,2789.45
"Accounts Payable 109 92.16 124.52 81.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 2510 3410 1000  Current Port. of LT Debt/Capital Leases - 939.58 793.99 1098.46  Other Current liabilities, Total 944 1091.74 586 609.73","Accounts Payable 109 92.16 124.52 81.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 2510 3410 1000  Current Port. of LT Debt/Capital Leases - 939.58 793.99 1098.46  Other Current liabilities, Total 944 1091.74 586 609.73","Accounts Payable 109 92.16 124.52 81.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 2510 3410 1000  Current Port. of LT Debt/Capital Leases - 939.58 793.99 1098.46  Other Current liabilities, Total 944 1091.74 586 609.73","Accounts Payable 109 92.16 124.52 81.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 2510 3410 1000  Current Port. of LT Debt/Capital Leases - 939.58 793.99 1098.46  Other Current liabilities, Total 944 1091.74 586 609.73","Accounts Payable 109 92.16 124.52 81.26  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt - 2510 3410 1000  Current Port. of LT Debt/Capital Leases - 939.58 793.99 1098.46  Other Current liabilities, Total 944 1091.74 586 609.73"
Accounts Payable,109,92.16,124.52,81.26
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,-
Notes Payable/Short Term Debt,-,2510,3410,1000
Current Port. of LT Debt/Capital Leases,-,939.58,793.99,1098.46
"Other Current liabilities, Total",944,1091.74,586,609.73
Total Liabilities,8009,7798.89,7313.13,5062.36
"Total Long Term Debt - 2410.95 1715.94 1571.69  Long Term Debt - 2410.95 1715.94 1571.69  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - 435.15 400.44 372.88  Other Liabilities, Total -3466 319.31 282.24 328.34","Total Long Term Debt - 2410.95 1715.94 1571.69  Long Term Debt - 2410.95 1715.94 1571.69  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - 435.15 400.44 372.88  Other Liabilities, Total -3466 319.31 282.24 328.34","Total Long Term Debt - 2410.95 1715.94 1571.69  Long Term Debt - 2410.95 1715.94 1571.69  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - 435.15 400.44 372.88  Other Liabilities, Total -3466 319.31 282.24 328.34","Total Long Term Debt - 2410.95 1715.94 1571.69  Long Term Debt - 2410.95 1715.94 1571.69  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - 435.15 400.44 372.88  Other Liabilities, Total -3466 319.31 282.24 328.34","Total Long Term Debt - 2410.95 1715.94 1571.69  Long Term Debt - 2410.95 1715.94 1571.69  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - 435.15 400.44 372.88  Other Liabilities, Total -3466 319.31 282.24 328.34"
Total Long Term Debt,-,2410.95,1715.94,1571.69
Long Term Debt,-,2410.95,1715.94,1571.69
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,435.15,400.44,372.88
"Other Liabilities, Total",-3466,319.31,282.24,328.34
Total Equity,7948,6402.47,6061.31,5791.01
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 4323.85 4322.44 4322.44  Additional Paid-In Capital 367 367.88 366.48 366.48  Retained Earnings (Accumulated Deficit) 2947 1687.7 1353.57 1052.92  Treasury Stock - Common -200 - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 511 23.05 18.82 49.17","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 4323.85 4322.44 4322.44  Additional Paid-In Capital 367 367.88 366.48 366.48  Retained Earnings (Accumulated Deficit) 2947 1687.7 1353.57 1052.92  Treasury Stock - Common -200 - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 511 23.05 18.82 49.17","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 4323.85 4322.44 4322.44  Additional Paid-In Capital 367 367.88 366.48 366.48  Retained Earnings (Accumulated Deficit) 2947 1687.7 1353.57 1052.92  Treasury Stock - Common -200 - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 511 23.05 18.82 49.17","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 4323.85 4322.44 4322.44  Additional Paid-In Capital 367 367.88 366.48 366.48  Retained Earnings (Accumulated Deficit) 2947 1687.7 1353.57 1052.92  Treasury Stock - Common -200 - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 511 23.05 18.82 49.17","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 4323.85 4322.44 4322.44  Additional Paid-In Capital 367 367.88 366.48 366.48  Retained Earnings (Accumulated Deficit) 2947 1687.7 1353.57 1052.92  Treasury Stock - Common -200 - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 511 23.05 18.82 49.17"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",-,4323.85,4322.44,4322.44
Additional Paid-In Capital,367,367.88,366.48,366.48
Retained Earnings (Accumulated Deficit),2947,1687.7,1353.57,1052.92
Treasury Stock - Common,-200,-,-,-
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",511,23.05,18.82,49.17
Total Liabilities & Shareholders' Equity,-,14201.37,13374.44,10853.37
Total Common Shares Outstanding,12.92,13.85,13.84,13.84
Total Preferred Shares Outstanding,-,-,-,-
