Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,3943,4503.26,4509.72,4212.12
"Cash and Short Term Investments 3509 4096.84 4019.49 3806.31  Cash - - - -  Cash & Equivalents 3509 4096.84 4019.49 3806.31  Short Term Investments - - - -  Total Receivables, Net 202 186.51 137.65 156.56  Accounts Receivables - Trade, Net 120 99.29 42.35 24.67  Total Inventory 71 53.4 52.09 60.55  Prepaid Expenses 149 156.79 161.25 160.61  Other Current Assets, Total 12 9.72 139.25 28.09","Cash and Short Term Investments 3509 4096.84 4019.49 3806.31  Cash - - - -  Cash & Equivalents 3509 4096.84 4019.49 3806.31  Short Term Investments - - - -  Total Receivables, Net 202 186.51 137.65 156.56  Accounts Receivables - Trade, Net 120 99.29 42.35 24.67  Total Inventory 71 53.4 52.09 60.55  Prepaid Expenses 149 156.79 161.25 160.61  Other Current Assets, Total 12 9.72 139.25 28.09","Cash and Short Term Investments 3509 4096.84 4019.49 3806.31  Cash - - - -  Cash & Equivalents 3509 4096.84 4019.49 3806.31  Short Term Investments - - - -  Total Receivables, Net 202 186.51 137.65 156.56  Accounts Receivables - Trade, Net 120 99.29 42.35 24.67  Total Inventory 71 53.4 52.09 60.55  Prepaid Expenses 149 156.79 161.25 160.61  Other Current Assets, Total 12 9.72 139.25 28.09","Cash and Short Term Investments 3509 4096.84 4019.49 3806.31  Cash - - - -  Cash & Equivalents 3509 4096.84 4019.49 3806.31  Short Term Investments - - - -  Total Receivables, Net 202 186.51 137.65 156.56  Accounts Receivables - Trade, Net 120 99.29 42.35 24.67  Total Inventory 71 53.4 52.09 60.55  Prepaid Expenses 149 156.79 161.25 160.61  Other Current Assets, Total 12 9.72 139.25 28.09","Cash and Short Term Investments 3509 4096.84 4019.49 3806.31  Cash - - - -  Cash & Equivalents 3509 4096.84 4019.49 3806.31  Short Term Investments - - - -  Total Receivables, Net 202 186.51 137.65 156.56  Accounts Receivables - Trade, Net 120 99.29 42.35 24.67  Total Inventory 71 53.4 52.09 60.55  Prepaid Expenses 149 156.79 161.25 160.61  Other Current Assets, Total 12 9.72 139.25 28.09"
Cash and Short Term Investments,3509,4096.84,4019.49,3806.31
Cash,-,-,-,-
Cash & Equivalents,3509,4096.84,4019.49,3806.31
Short Term Investments,-,-,-,-
"Total Receivables, Net",202,186.51,137.65,156.56
"Accounts Receivables - Trade, Net",120,99.29,42.35,24.67
Total Inventory,71,53.4,52.09,60.55
Prepaid Expenses,149,156.79,161.25,160.61
"Other Current Assets, Total",12,9.72,139.25,28.09
Total Assets,6091,6774.58,6928.93,7124.86
"Property/Plant/Equipment, Total - Net 746 765.88 834.8 1291.63  Property/Plant/Equipment, Total - Gross - 4423.45 4462.4 5304.48  Accumulated Depreciation, Total - -3657.58 -3627.6 -4012.84  Goodwill, Net - - - -  Intangibles, Net 64 63.48 84.88 101.7  Long Term Investments 983 206.17 206.17 206.14  Note Receivable - Long Term 82 56.78 62.02 69.73  Other Long Term Assets, Total 2 1179.01 1231.33 1243.54  Other Assets, Total 234 - - -","Property/Plant/Equipment, Total - Net 746 765.88 834.8 1291.63  Property/Plant/Equipment, Total - Gross - 4423.45 4462.4 5304.48  Accumulated Depreciation, Total - -3657.58 -3627.6 -4012.84  Goodwill, Net - - - -  Intangibles, Net 64 63.48 84.88 101.7  Long Term Investments 983 206.17 206.17 206.14  Note Receivable - Long Term 82 56.78 62.02 69.73  Other Long Term Assets, Total 2 1179.01 1231.33 1243.54  Other Assets, Total 234 - - -","Property/Plant/Equipment, Total - Net 746 765.88 834.8 1291.63  Property/Plant/Equipment, Total - Gross - 4423.45 4462.4 5304.48  Accumulated Depreciation, Total - -3657.58 -3627.6 -4012.84  Goodwill, Net - - - -  Intangibles, Net 64 63.48 84.88 101.7  Long Term Investments 983 206.17 206.17 206.14  Note Receivable - Long Term 82 56.78 62.02 69.73  Other Long Term Assets, Total 2 1179.01 1231.33 1243.54  Other Assets, Total 234 - - -","Property/Plant/Equipment, Total - Net 746 765.88 834.8 1291.63  Property/Plant/Equipment, Total - Gross - 4423.45 4462.4 5304.48  Accumulated Depreciation, Total - -3657.58 -3627.6 -4012.84  Goodwill, Net - - - -  Intangibles, Net 64 63.48 84.88 101.7  Long Term Investments 983 206.17 206.17 206.14  Note Receivable - Long Term 82 56.78 62.02 69.73  Other Long Term Assets, Total 2 1179.01 1231.33 1243.54  Other Assets, Total 234 - - -","Property/Plant/Equipment, Total - Net 746 765.88 834.8 1291.63  Property/Plant/Equipment, Total - Gross - 4423.45 4462.4 5304.48  Accumulated Depreciation, Total - -3657.58 -3627.6 -4012.84  Goodwill, Net - - - -  Intangibles, Net 64 63.48 84.88 101.7  Long Term Investments 983 206.17 206.17 206.14  Note Receivable - Long Term 82 56.78 62.02 69.73  Other Long Term Assets, Total 2 1179.01 1231.33 1243.54  Other Assets, Total 234 - - -"
"Property/Plant/Equipment, Total - Net",746,765.88,834.8,1291.63
"Property/Plant/Equipment, Total - Gross",-,4423.45,4462.4,5304.48
"Accumulated Depreciation, Total",-,-3657.58,-3627.6,-4012.84
"Goodwill, Net",-,-,-,-
"Intangibles, Net",64,63.48,84.88,101.7
Long Term Investments,983,206.17,206.17,206.14
Note Receivable - Long Term,82,56.78,62.02,69.73
"Other Long Term Assets, Total",2,1179.01,1231.33,1243.54
"Other Assets, Total",234,-,-,-
Total Current Liabilities,1903,1657.09,1894.26,2135.61
"Accounts Payable 297 231.52 468.31 731.04  Payable/Accrued - - - -  Accrued Expenses 378 417.65 353.13 751.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 801 831.24 666.34 187.79  Other Current liabilities, Total 427 176.69 406.49 465.4","Accounts Payable 297 231.52 468.31 731.04  Payable/Accrued - - - -  Accrued Expenses 378 417.65 353.13 751.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 801 831.24 666.34 187.79  Other Current liabilities, Total 427 176.69 406.49 465.4","Accounts Payable 297 231.52 468.31 731.04  Payable/Accrued - - - -  Accrued Expenses 378 417.65 353.13 751.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 801 831.24 666.34 187.79  Other Current liabilities, Total 427 176.69 406.49 465.4","Accounts Payable 297 231.52 468.31 731.04  Payable/Accrued - - - -  Accrued Expenses 378 417.65 353.13 751.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 801 831.24 666.34 187.79  Other Current liabilities, Total 427 176.69 406.49 465.4","Accounts Payable 297 231.52 468.31 731.04  Payable/Accrued - - - -  Accrued Expenses 378 417.65 353.13 751.38  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 801 831.24 666.34 187.79  Other Current liabilities, Total 427 176.69 406.49 465.4"
Accounts Payable,297,231.52,468.31,731.04
Payable/Accrued,-,-,-,-
Accrued Expenses,378,417.65,353.13,751.38
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,801,831.24,666.34,187.79
"Other Current liabilities, Total",427,176.69,406.49,465.4
Total Liabilities,4110,4345.59,4561.18,3031.02
"Total Long Term Debt 1339 1999.99 2019.44 266.16  Long Term Debt 1339 1999.99 2019.44 266.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 868 688.5 647.48 629.25","Total Long Term Debt 1339 1999.99 2019.44 266.16  Long Term Debt 1339 1999.99 2019.44 266.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 868 688.5 647.48 629.25","Total Long Term Debt 1339 1999.99 2019.44 266.16  Long Term Debt 1339 1999.99 2019.44 266.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 868 688.5 647.48 629.25","Total Long Term Debt 1339 1999.99 2019.44 266.16  Long Term Debt 1339 1999.99 2019.44 266.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 868 688.5 647.48 629.25","Total Long Term Debt 1339 1999.99 2019.44 266.16  Long Term Debt 1339 1999.99 2019.44 266.16  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 868 688.5 647.48 629.25"
Total Long Term Debt,1339,1999.99,2019.44,266.16
Long Term Debt,1339,1999.99,2019.44,266.16
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",868,688.5,647.48,629.25
Total Equity,1981,2428.99,2367.76,4093.84
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 100 1838.53  Additional Paid-In Capital 2422 2422.05 3276.05 1537.53  Retained Earnings (Accumulated Deficit) -387 60.69 -854 872.08  Treasury Stock - Common -153 -153.75 -154.29 -154.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -1 - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 100 1838.53  Additional Paid-In Capital 2422 2422.05 3276.05 1537.53  Retained Earnings (Accumulated Deficit) -387 60.69 -854 872.08  Treasury Stock - Common -153 -153.75 -154.29 -154.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -1 - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 100 1838.53  Additional Paid-In Capital 2422 2422.05 3276.05 1537.53  Retained Earnings (Accumulated Deficit) -387 60.69 -854 872.08  Treasury Stock - Common -153 -153.75 -154.29 -154.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -1 - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 100 1838.53  Additional Paid-In Capital 2422 2422.05 3276.05 1537.53  Retained Earnings (Accumulated Deficit) -387 60.69 -854 872.08  Treasury Stock - Common -153 -153.75 -154.29 -154.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -1 - -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 100 100 100 1838.53  Additional Paid-In Capital 2422 2422.05 3276.05 1537.53  Retained Earnings (Accumulated Deficit) -387 60.69 -854 872.08  Treasury Stock - Common -153 -153.75 -154.29 -154.29  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total -1 - -0 -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",100,100,100,1838.53
Additional Paid-In Capital,2422,2422.05,3276.05,1537.53
Retained Earnings (Accumulated Deficit),-387,60.69,-854,872.08
Treasury Stock - Common,-153,-153.75,-154.29,-154.29
