Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,299275,437002,329279,303475
"Cash and Short Term Investments 72640 45567 87310 65995  Cash - - - -  Cash & Equivalents 72640 45567 85377 61931  Short Term Investments - 1289 1933 4064  Total Receivables, Net 78825 76106 131612 117912  Accounts Receivables - Trade, Net 78825 76106 125292 97759  Total Inventory 118437 104934 104862 112840  Prepaid Expenses - 2237 3509 1921  Other Current Assets, Total 29373 210395 1986 4807","Cash and Short Term Investments 72640 45567 87310 65995  Cash - - - -  Cash & Equivalents 72640 45567 85377 61931  Short Term Investments - 1289 1933 4064  Total Receivables, Net 78825 76106 131612 117912  Accounts Receivables - Trade, Net 78825 76106 125292 97759  Total Inventory 118437 104934 104862 112840  Prepaid Expenses - 2237 3509 1921  Other Current Assets, Total 29373 210395 1986 4807","Cash and Short Term Investments 72640 45567 87310 65995  Cash - - - -  Cash & Equivalents 72640 45567 85377 61931  Short Term Investments - 1289 1933 4064  Total Receivables, Net 78825 76106 131612 117912  Accounts Receivables - Trade, Net 78825 76106 125292 97759  Total Inventory 118437 104934 104862 112840  Prepaid Expenses - 2237 3509 1921  Other Current Assets, Total 29373 210395 1986 4807","Cash and Short Term Investments 72640 45567 87310 65995  Cash - - - -  Cash & Equivalents 72640 45567 85377 61931  Short Term Investments - 1289 1933 4064  Total Receivables, Net 78825 76106 131612 117912  Accounts Receivables - Trade, Net 78825 76106 125292 97759  Total Inventory 118437 104934 104862 112840  Prepaid Expenses - 2237 3509 1921  Other Current Assets, Total 29373 210395 1986 4807","Cash and Short Term Investments 72640 45567 87310 65995  Cash - - - -  Cash & Equivalents 72640 45567 85377 61931  Short Term Investments - 1289 1933 4064  Total Receivables, Net 78825 76106 131612 117912  Accounts Receivables - Trade, Net 78825 76106 125292 97759  Total Inventory 118437 104934 104862 112840  Prepaid Expenses - 2237 3509 1921  Other Current Assets, Total 29373 210395 1986 4807"
Cash and Short Term Investments,72640,45567,87310,65995
Cash,-,-,-,-
Cash & Equivalents,72640,45567,85377,61931
Short Term Investments,-,1289,1933,4064
"Total Receivables, Net",78825,76106,131612,117912
"Accounts Receivables - Trade, Net",78825,76106,125292,97759
Total Inventory,118437,104934,104862,112840
Prepaid Expenses,-,2237,3509,1921
"Other Current Assets, Total",29373,210395,1986,4807
Total Assets,714555,809371,672773,677713
"Property/Plant/Equipment, Total - Net 169621 159539 170428 215664  Property/Plant/Equipment, Total - Gross - 411478 715441 666697  Accumulated Depreciation, Total - -251940 -545013 -451033  Goodwill, Net 152852 117640 58633 58283  Intangibles, Net 27820 24571 15014 15891  Long Term Investments 2479 2984 79269 70041  Note Receivable - Long Term - 11511 6320 -  Other Long Term Assets, Total 42268 39430 28653 14359  Other Assets, Total 89225 267428 -2681 -","Property/Plant/Equipment, Total - Net 169621 159539 170428 215664  Property/Plant/Equipment, Total - Gross - 411478 715441 666697  Accumulated Depreciation, Total - -251940 -545013 -451033  Goodwill, Net 152852 117640 58633 58283  Intangibles, Net 27820 24571 15014 15891  Long Term Investments 2479 2984 79269 70041  Note Receivable - Long Term - 11511 6320 -  Other Long Term Assets, Total 42268 39430 28653 14359  Other Assets, Total 89225 267428 -2681 -","Property/Plant/Equipment, Total - Net 169621 159539 170428 215664  Property/Plant/Equipment, Total - Gross - 411478 715441 666697  Accumulated Depreciation, Total - -251940 -545013 -451033  Goodwill, Net 152852 117640 58633 58283  Intangibles, Net 27820 24571 15014 15891  Long Term Investments 2479 2984 79269 70041  Note Receivable - Long Term - 11511 6320 -  Other Long Term Assets, Total 42268 39430 28653 14359  Other Assets, Total 89225 267428 -2681 -","Property/Plant/Equipment, Total - Net 169621 159539 170428 215664  Property/Plant/Equipment, Total - Gross - 411478 715441 666697  Accumulated Depreciation, Total - -251940 -545013 -451033  Goodwill, Net 152852 117640 58633 58283  Intangibles, Net 27820 24571 15014 15891  Long Term Investments 2479 2984 79269 70041  Note Receivable - Long Term - 11511 6320 -  Other Long Term Assets, Total 42268 39430 28653 14359  Other Assets, Total 89225 267428 -2681 -","Property/Plant/Equipment, Total - Net 169621 159539 170428 215664  Property/Plant/Equipment, Total - Gross - 411478 715441 666697  Accumulated Depreciation, Total - -251940 -545013 -451033  Goodwill, Net 152852 117640 58633 58283  Intangibles, Net 27820 24571 15014 15891  Long Term Investments 2479 2984 79269 70041  Note Receivable - Long Term - 11511 6320 -  Other Long Term Assets, Total 42268 39430 28653 14359  Other Assets, Total 89225 267428 -2681 -"
"Property/Plant/Equipment, Total - Net",169621,159539,170428,215664
"Property/Plant/Equipment, Total - Gross",-,411478,715441,666697
"Accumulated Depreciation, Total",-,-251940,-545013,-451033
"Goodwill, Net",152852,117640,58633,58283
"Intangibles, Net",27820,24571,15014,15891
Long Term Investments,2479,2984,79269,70041
Note Receivable - Long Term,-,11511,6320,-
"Other Long Term Assets, Total",42268,39430,28653,14359
"Other Assets, Total",89225,267428,-2681,-
Total Current Liabilities,181761,288265,168810,148398
