Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,8542,11285,4920,5595
"Cash and Short Term Investments 6975 9204 2425 3074  Cash - - - -  Cash & Equivalents 5766 8066 2425 3074  Short Term Investments 1209 1138 - -  Total Receivables, Net 638 1546 510 448  Accounts Receivables - Trade, Net 539 453 510 448  Total Inventory 189 135 150 206  Prepaid Expenses 271 271 448 326  Other Current Assets, Total 469 129 1387 1541","Cash and Short Term Investments 6975 9204 2425 3074  Cash - - - -  Cash & Equivalents 5766 8066 2425 3074  Short Term Investments 1209 1138 - -  Total Receivables, Net 638 1546 510 448  Accounts Receivables - Trade, Net 539 453 510 448  Total Inventory 189 135 150 206  Prepaid Expenses 271 271 448 326  Other Current Assets, Total 469 129 1387 1541","Cash and Short Term Investments 6975 9204 2425 3074  Cash - - - -  Cash & Equivalents 5766 8066 2425 3074  Short Term Investments 1209 1138 - -  Total Receivables, Net 638 1546 510 448  Accounts Receivables - Trade, Net 539 453 510 448  Total Inventory 189 135 150 206  Prepaid Expenses 271 271 448 326  Other Current Assets, Total 469 129 1387 1541","Cash and Short Term Investments 6975 9204 2425 3074  Cash - - - -  Cash & Equivalents 5766 8066 2425 3074  Short Term Investments 1209 1138 - -  Total Receivables, Net 638 1546 510 448  Accounts Receivables - Trade, Net 539 453 510 448  Total Inventory 189 135 150 206  Prepaid Expenses 271 271 448 326  Other Current Assets, Total 469 129 1387 1541","Cash and Short Term Investments 6975 9204 2425 3074  Cash - - - -  Cash & Equivalents 5766 8066 2425 3074  Short Term Investments 1209 1138 - -  Total Receivables, Net 638 1546 510 448  Accounts Receivables - Trade, Net 539 453 510 448  Total Inventory 189 135 150 206  Prepaid Expenses 271 271 448 326  Other Current Assets, Total 469 129 1387 1541"
Cash and Short Term Investments,6975,9204,2425,3074
Cash,-,-,-,-
Cash & Equivalents,5766,8066,2425,3074
Short Term Investments,1209,1138,-,-
"Total Receivables, Net",638,1546,510,448
"Accounts Receivables - Trade, Net",539,453,510,448
Total Inventory,189,135,150,206
Prepaid Expenses,271,271,448,326
"Other Current Assets, Total",469,129,1387,1541
Total Assets,21529,26807,24397,26241
"Property/Plant/Equipment, Total - Net 6206 7793 10667 11150  Property/Plant/Equipment, Total - Gross - 24013 25581 24735  Accumulated Depreciation, Total - -15842 -14914 -13586  Goodwill, Net 1464 1562 1660 1758  Intangibles, Net 50 65 70 58  Long Term Investments 5252 5178 708 1851  Note Receivable - Long Term 99 1093 - -  Other Long Term Assets, Total 2 2 6372 5829  Other Assets, Total 1242 778 - -","Property/Plant/Equipment, Total - Net 6206 7793 10667 11150  Property/Plant/Equipment, Total - Gross - 24013 25581 24735  Accumulated Depreciation, Total - -15842 -14914 -13586  Goodwill, Net 1464 1562 1660 1758  Intangibles, Net 50 65 70 58  Long Term Investments 5252 5178 708 1851  Note Receivable - Long Term 99 1093 - -  Other Long Term Assets, Total 2 2 6372 5829  Other Assets, Total 1242 778 - -","Property/Plant/Equipment, Total - Net 6206 7793 10667 11150  Property/Plant/Equipment, Total - Gross - 24013 25581 24735  Accumulated Depreciation, Total - -15842 -14914 -13586  Goodwill, Net 1464 1562 1660 1758  Intangibles, Net 50 65 70 58  Long Term Investments 5252 5178 708 1851  Note Receivable - Long Term 99 1093 - -  Other Long Term Assets, Total 2 2 6372 5829  Other Assets, Total 1242 778 - -","Property/Plant/Equipment, Total - Net 6206 7793 10667 11150  Property/Plant/Equipment, Total - Gross - 24013 25581 24735  Accumulated Depreciation, Total - -15842 -14914 -13586  Goodwill, Net 1464 1562 1660 1758  Intangibles, Net 50 65 70 58  Long Term Investments 5252 5178 708 1851  Note Receivable - Long Term 99 1093 - -  Other Long Term Assets, Total 2 2 6372 5829  Other Assets, Total 1242 778 - -","Property/Plant/Equipment, Total - Net 6206 7793 10667 11150  Property/Plant/Equipment, Total - Gross - 24013 25581 24735  Accumulated Depreciation, Total - -15842 -14914 -13586  Goodwill, Net 1464 1562 1660 1758  Intangibles, Net 50 65 70 58  Long Term Investments 5252 5178 708 1851  Note Receivable - Long Term 99 1093 - -  Other Long Term Assets, Total 2 2 6372 5829  Other Assets, Total 1242 778 - -"
"Property/Plant/Equipment, Total - Net",6206,7793,10667,11150
"Property/Plant/Equipment, Total - Gross",-,24013,25581,24735
"Accumulated Depreciation, Total",-,-15842,-14914,-13586
"Goodwill, Net",1464,1562,1660,1758
"Intangibles, Net",50,65,70,58
Long Term Investments,5252,5178,708,1851
Note Receivable - Long Term,99,1093,-,-
"Other Long Term Assets, Total",2,2,6372,5829
"Other Assets, Total",1242,778,-,-
Total Current Liabilities,9901,10104,12451,7513
"Accounts Payable 1316 1252 1174 1596  Payable/Accrued - - - -  Accrued Expenses 591 551 855 896  Notes Payable/Short Term Debt 3655 3655 5950 200  Current Port. of LT Debt/Capital Leases 2030 2390 2877 2646  Other Current liabilities, Total 2309 2256 1595 2175","Accounts Payable 1316 1252 1174 1596  Payable/Accrued - - - -  Accrued Expenses 591 551 855 896  Notes Payable/Short Term Debt 3655 3655 5950 200  Current Port. of LT Debt/Capital Leases 2030 2390 2877 2646  Other Current liabilities, Total 2309 2256 1595 2175","Accounts Payable 1316 1252 1174 1596  Payable/Accrued - - - -  Accrued Expenses 591 551 855 896  Notes Payable/Short Term Debt 3655 3655 5950 200  Current Port. of LT Debt/Capital Leases 2030 2390 2877 2646  Other Current liabilities, Total 2309 2256 1595 2175","Accounts Payable 1316 1252 1174 1596  Payable/Accrued - - - -  Accrued Expenses 591 551 855 896  Notes Payable/Short Term Debt 3655 3655 5950 200  Current Port. of LT Debt/Capital Leases 2030 2390 2877 2646  Other Current liabilities, Total 2309 2256 1595 2175","Accounts Payable 1316 1252 1174 1596  Payable/Accrued - - - -  Accrued Expenses 591 551 855 896  Notes Payable/Short Term Debt 3655 3655 5950 200  Current Port. of LT Debt/Capital Leases 2030 2390 2877 2646  Other Current liabilities, Total 2309 2256 1595 2175"
Accounts Payable,1316,1252,1174,1596
Payable/Accrued,-,-,-,-
Accrued Expenses,591,551,855,896
Notes Payable/Short Term Debt,3655,3655,5950,200
Current Port. of LT Debt/Capital Leases,2030,2390,2877,2646
"Other Current liabilities, Total",2309,2256,1595,2175
Total Liabilities,20950,22882,20832,16583
"Total Long Term Debt 8697 10687 6214 7447  Long Term Debt 8687 10657 6163 7391  Capital Lease Obligations 10 30 51 56  Deferred Income Tax 145 28 142 33  Minority Interest - - - -  Other Liabilities, Total -1501.66 -18294 2025 1590","Total Long Term Debt 8697 10687 6214 7447  Long Term Debt 8687 10657 6163 7391  Capital Lease Obligations 10 30 51 56  Deferred Income Tax 145 28 142 33  Minority Interest - - - -  Other Liabilities, Total -1501.66 -18294 2025 1590","Total Long Term Debt 8697 10687 6214 7447  Long Term Debt 8687 10657 6163 7391  Capital Lease Obligations 10 30 51 56  Deferred Income Tax 145 28 142 33  Minority Interest - - - -  Other Liabilities, Total -1501.66 -18294 2025 1590","Total Long Term Debt 8697 10687 6214 7447  Long Term Debt 8687 10657 6163 7391  Capital Lease Obligations 10 30 51 56  Deferred Income Tax 145 28 142 33  Minority Interest - - - -  Other Liabilities, Total -1501.66 -18294 2025 1590","Total Long Term Debt 8697 10687 6214 7447  Long Term Debt 8687 10657 6163 7391  Capital Lease Obligations 10 30 51 56  Deferred Income Tax 145 28 142 33  Minority Interest - - - -  Other Liabilities, Total -1501.66 -18294 2025 1590"
Total Long Term Debt,8697,10687,6214,7447
Long Term Debt,8687,10657,6163,7391
