Period Ending:,202228/02,202128/02,202029/02,201928/02
Total Current Assets,20740.39,18487.49,19126.8,18057.04
"Cash and Short Term Investments 15103.23 12653.49 12789.74 11664.7  Cash - - - -  Cash & Equivalents 15103.23 12653.49 12789.74 11664.7  Short Term Investments - - - -  Total Receivables, Net 5003.03 5173.75 5733.94 5761.35  Accounts Receivables - Trade, Net 4946.55 5105.22 5698.94 5694.1  Total Inventory 439.19 448.56 433.18 453.75  Prepaid Expenses 93.75 72.88 59.75 82.68  Other Current Assets, Total 101.19 138.81 110.19 94.56","Cash and Short Term Investments 15103.23 12653.49 12789.74 11664.7  Cash - - - -  Cash & Equivalents 15103.23 12653.49 12789.74 11664.7  Short Term Investments - - - -  Total Receivables, Net 5003.03 5173.75 5733.94 5761.35  Accounts Receivables - Trade, Net 4946.55 5105.22 5698.94 5694.1  Total Inventory 439.19 448.56 433.18 453.75  Prepaid Expenses 93.75 72.88 59.75 82.68  Other Current Assets, Total 101.19 138.81 110.19 94.56","Cash and Short Term Investments 15103.23 12653.49 12789.74 11664.7  Cash - - - -  Cash & Equivalents 15103.23 12653.49 12789.74 11664.7  Short Term Investments - - - -  Total Receivables, Net 5003.03 5173.75 5733.94 5761.35  Accounts Receivables - Trade, Net 4946.55 5105.22 5698.94 5694.1  Total Inventory 439.19 448.56 433.18 453.75  Prepaid Expenses 93.75 72.88 59.75 82.68  Other Current Assets, Total 101.19 138.81 110.19 94.56","Cash and Short Term Investments 15103.23 12653.49 12789.74 11664.7  Cash - - - -  Cash & Equivalents 15103.23 12653.49 12789.74 11664.7  Short Term Investments - - - -  Total Receivables, Net 5003.03 5173.75 5733.94 5761.35  Accounts Receivables - Trade, Net 4946.55 5105.22 5698.94 5694.1  Total Inventory 439.19 448.56 433.18 453.75  Prepaid Expenses 93.75 72.88 59.75 82.68  Other Current Assets, Total 101.19 138.81 110.19 94.56","Cash and Short Term Investments 15103.23 12653.49 12789.74 11664.7  Cash - - - -  Cash & Equivalents 15103.23 12653.49 12789.74 11664.7  Short Term Investments - - - -  Total Receivables, Net 5003.03 5173.75 5733.94 5761.35  Accounts Receivables - Trade, Net 4946.55 5105.22 5698.94 5694.1  Total Inventory 439.19 448.56 433.18 453.75  Prepaid Expenses 93.75 72.88 59.75 82.68  Other Current Assets, Total 101.19 138.81 110.19 94.56"
Cash and Short Term Investments,15103.23,12653.49,12789.74,11664.7
Cash,-,-,-,-
Cash & Equivalents,15103.23,12653.49,12789.74,11664.7
Short Term Investments,-,-,-,-
"Total Receivables, Net",5003.03,5173.75,5733.94,5761.35
"Accounts Receivables - Trade, Net",4946.55,5105.22,5698.94,5694.1
Total Inventory,439.19,448.56,433.18,453.75
Prepaid Expenses,93.75,72.88,59.75,82.68
