Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1997,1574.68,1764.02,3184.65
"Cash and Short Term Investments 856 337.89 509.08 988.25  Cash - - - -  Cash & Equivalents 856 337.89 509.08 988.25  Short Term Investments - - - -  Total Receivables, Net 378 452.46 688.12 1161.13  Accounts Receivables - Trade, Net 378 452.46 688.12 1161.13  Total Inventory 434 446.74 256.94 656.38  Prepaid Expenses 277 264.97 231.01 236.41  Other Current Assets, Total 52 72.62 78.86 378.89","Cash and Short Term Investments 856 337.89 509.08 988.25  Cash - - - -  Cash & Equivalents 856 337.89 509.08 988.25  Short Term Investments - - - -  Total Receivables, Net 378 452.46 688.12 1161.13  Accounts Receivables - Trade, Net 378 452.46 688.12 1161.13  Total Inventory 434 446.74 256.94 656.38  Prepaid Expenses 277 264.97 231.01 236.41  Other Current Assets, Total 52 72.62 78.86 378.89","Cash and Short Term Investments 856 337.89 509.08 988.25  Cash - - - -  Cash & Equivalents 856 337.89 509.08 988.25  Short Term Investments - - - -  Total Receivables, Net 378 452.46 688.12 1161.13  Accounts Receivables - Trade, Net 378 452.46 688.12 1161.13  Total Inventory 434 446.74 256.94 656.38  Prepaid Expenses 277 264.97 231.01 236.41  Other Current Assets, Total 52 72.62 78.86 378.89","Cash and Short Term Investments 856 337.89 509.08 988.25  Cash - - - -  Cash & Equivalents 856 337.89 509.08 988.25  Short Term Investments - - - -  Total Receivables, Net 378 452.46 688.12 1161.13  Accounts Receivables - Trade, Net 378 452.46 688.12 1161.13  Total Inventory 434 446.74 256.94 656.38  Prepaid Expenses 277 264.97 231.01 236.41  Other Current Assets, Total 52 72.62 78.86 378.89","Cash and Short Term Investments 856 337.89 509.08 988.25  Cash - - - -  Cash & Equivalents 856 337.89 509.08 988.25  Short Term Investments - - - -  Total Receivables, Net 378 452.46 688.12 1161.13  Accounts Receivables - Trade, Net 378 452.46 688.12 1161.13  Total Inventory 434 446.74 256.94 656.38  Prepaid Expenses 277 264.97 231.01 236.41  Other Current Assets, Total 52 72.62 78.86 378.89"
Cash and Short Term Investments,856,337.89,509.08,988.25
Cash,-,-,-,-
Cash & Equivalents,856,337.89,509.08,988.25
Short Term Investments,-,-,-,-
"Total Receivables, Net",378,452.46,688.12,1161.13
"Accounts Receivables - Trade, Net",378,452.46,688.12,1161.13
Total Inventory,434,446.74,256.94,656.38
Prepaid Expenses,277,264.97,231.01,236.41
"Other Current Assets, Total",52,72.62,78.86,378.89
Total Assets,3170,2789.91,3622.11,6941.71
"Property/Plant/Equipment, Total - Net 943 944.43 877.16 1949.66  Property/Plant/Equipment, Total - Gross - 1074.95 988.55 3245.49  Accumulated Depreciation, Total - -130.52 -111.39 -1295.83  Goodwill, Net - - 699.34 855.06  Intangibles, Net 42 69.59 4.3 104.4  Long Term Investments 187 131.4 219.24 304.84  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 69.81 58.04 543.09  Other Assets, Total 108 - - -","Property/Plant/Equipment, Total - Net 943 944.43 877.16 1949.66  Property/Plant/Equipment, Total - Gross - 1074.95 988.55 3245.49  Accumulated Depreciation, Total - -130.52 -111.39 -1295.83  Goodwill, Net - - 699.34 855.06  Intangibles, Net 42 69.59 4.3 104.4  Long Term Investments 187 131.4 219.24 304.84  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 69.81 58.04 543.09  Other Assets, Total 108 - - -","Property/Plant/Equipment, Total - Net 943 944.43 877.16 1949.66  Property/Plant/Equipment, Total - Gross - 1074.95 988.55 3245.49  Accumulated Depreciation, Total - -130.52 -111.39 -1295.83  Goodwill, Net - - 699.34 855.06  Intangibles, Net 42 69.59 4.3 104.4  Long Term Investments 187 131.4 219.24 304.84  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 69.81 58.04 543.09  Other Assets, Total 108 - - -","Property/Plant/Equipment, Total - Net 943 944.43 877.16 1949.66  Property/Plant/Equipment, Total - Gross - 1074.95 988.55 3245.49  Accumulated Depreciation, Total - -130.52 -111.39 -1295.83  Goodwill, Net - - 699.34 855.06  Intangibles, Net 42 69.59 4.3 104.4  Long Term Investments 187 131.4 219.24 304.84  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 69.81 58.04 543.09  Other Assets, Total 108 - - -","Property/Plant/Equipment, Total - Net 943 944.43 877.16 1949.66  Property/Plant/Equipment, Total - Gross - 1074.95 988.55 3245.49  Accumulated Depreciation, Total - -130.52 -111.39 -1295.83  Goodwill, Net - - 699.34 855.06  Intangibles, Net 42 69.59 4.3 104.4  Long Term Investments 187 131.4 219.24 304.84  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 69.81 58.04 543.09  Other Assets, Total 108 - - -"
"Property/Plant/Equipment, Total - Net",943,944.43,877.16,1949.66
"Property/Plant/Equipment, Total - Gross",-,1074.95,988.55,3245.49
"Accumulated Depreciation, Total",-,-130.52,-111.39,-1295.83
"Goodwill, Net",-,-,699.34,855.06
"Intangibles, Net",42,69.59,4.3,104.4
Long Term Investments,187,131.4,219.24,304.84
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,69.81,58.04,543.09
"Other Assets, Total",108,-,-,-
Total Current Liabilities,1208,1373.09,1880.28,4008.59
