Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,773.67,665.7,739.34,740.07
"Cash and Short Term Investments 592.06 421.74 480.75 483.06  Cash - - - -  Cash & Equivalents 592.06 421.74 480.75 483.06  Short Term Investments - - - -  Total Receivables, Net 168.45 211.51 229.15 244.81  Accounts Receivables - Trade, Net 168.45 205.36 220.76 239.94  Total Inventory 9.7 8.24 3.69 5.02  Prepaid Expenses 3.26 23.67 23.8 6.81  Other Current Assets, Total 0.21 0.54 1.95 0.37","Cash and Short Term Investments 592.06 421.74 480.75 483.06  Cash - - - -  Cash & Equivalents 592.06 421.74 480.75 483.06  Short Term Investments - - - -  Total Receivables, Net 168.45 211.51 229.15 244.81  Accounts Receivables - Trade, Net 168.45 205.36 220.76 239.94  Total Inventory 9.7 8.24 3.69 5.02  Prepaid Expenses 3.26 23.67 23.8 6.81  Other Current Assets, Total 0.21 0.54 1.95 0.37","Cash and Short Term Investments 592.06 421.74 480.75 483.06  Cash - - - -  Cash & Equivalents 592.06 421.74 480.75 483.06  Short Term Investments - - - -  Total Receivables, Net 168.45 211.51 229.15 244.81  Accounts Receivables - Trade, Net 168.45 205.36 220.76 239.94  Total Inventory 9.7 8.24 3.69 5.02  Prepaid Expenses 3.26 23.67 23.8 6.81  Other Current Assets, Total 0.21 0.54 1.95 0.37","Cash and Short Term Investments 592.06 421.74 480.75 483.06  Cash - - - -  Cash & Equivalents 592.06 421.74 480.75 483.06  Short Term Investments - - - -  Total Receivables, Net 168.45 211.51 229.15 244.81  Accounts Receivables - Trade, Net 168.45 205.36 220.76 239.94  Total Inventory 9.7 8.24 3.69 5.02  Prepaid Expenses 3.26 23.67 23.8 6.81  Other Current Assets, Total 0.21 0.54 1.95 0.37","Cash and Short Term Investments 592.06 421.74 480.75 483.06  Cash - - - -  Cash & Equivalents 592.06 421.74 480.75 483.06  Short Term Investments - - - -  Total Receivables, Net 168.45 211.51 229.15 244.81  Accounts Receivables - Trade, Net 168.45 205.36 220.76 239.94  Total Inventory 9.7 8.24 3.69 5.02  Prepaid Expenses 3.26 23.67 23.8 6.81  Other Current Assets, Total 0.21 0.54 1.95 0.37"
Cash and Short Term Investments,592.06,421.74,480.75,483.06
Cash,-,-,-,-
Cash & Equivalents,592.06,421.74,480.75,483.06
Short Term Investments,-,-,-,-
"Total Receivables, Net",168.45,211.51,229.15,244.81
"Accounts Receivables - Trade, Net",168.45,205.36,220.76,239.94
Total Inventory,9.7,8.24,3.69,5.02
Prepaid Expenses,3.26,23.67,23.8,6.81
"Other Current Assets, Total",0.21,0.54,1.95,0.37
Total Assets,806.41,696.44,822.13,806.09
