Period Ending:,202130/06,202030/06,201930/06,201830/06
Total Current Assets,10681,11653.04,9811.28,9863.65
"Cash and Short Term Investments 4372.53 5143.16 3041.63 3173.75  Cash - - - -  Cash & Equivalents 4372.53 5143.16 3041.63 3173.75  Short Term Investments - - - -  Total Receivables, Net 634.15 1049.22 663.85 691.71  Accounts Receivables - Trade, Net 634.15 1049.22 663.48 691.51  Total Inventory 5447.31 5187.86 5860.66 5707.23  Prepaid Expenses 149.78 191.99 186.08 191.63  Other Current Assets, Total 77.23 80.81 59.05 99.33","Cash and Short Term Investments 4372.53 5143.16 3041.63 3173.75  Cash - - - -  Cash & Equivalents 4372.53 5143.16 3041.63 3173.75  Short Term Investments - - - -  Total Receivables, Net 634.15 1049.22 663.85 691.71  Accounts Receivables - Trade, Net 634.15 1049.22 663.48 691.51  Total Inventory 5447.31 5187.86 5860.66 5707.23  Prepaid Expenses 149.78 191.99 186.08 191.63  Other Current Assets, Total 77.23 80.81 59.05 99.33","Cash and Short Term Investments 4372.53 5143.16 3041.63 3173.75  Cash - - - -  Cash & Equivalents 4372.53 5143.16 3041.63 3173.75  Short Term Investments - - - -  Total Receivables, Net 634.15 1049.22 663.85 691.71  Accounts Receivables - Trade, Net 634.15 1049.22 663.48 691.51  Total Inventory 5447.31 5187.86 5860.66 5707.23  Prepaid Expenses 149.78 191.99 186.08 191.63  Other Current Assets, Total 77.23 80.81 59.05 99.33","Cash and Short Term Investments 4372.53 5143.16 3041.63 3173.75  Cash - - - -  Cash & Equivalents 4372.53 5143.16 3041.63 3173.75  Short Term Investments - - - -  Total Receivables, Net 634.15 1049.22 663.85 691.71  Accounts Receivables - Trade, Net 634.15 1049.22 663.48 691.51  Total Inventory 5447.31 5187.86 5860.66 5707.23  Prepaid Expenses 149.78 191.99 186.08 191.63  Other Current Assets, Total 77.23 80.81 59.05 99.33","Cash and Short Term Investments 4372.53 5143.16 3041.63 3173.75  Cash - - - -  Cash & Equivalents 4372.53 5143.16 3041.63 3173.75  Short Term Investments - - - -  Total Receivables, Net 634.15 1049.22 663.85 691.71  Accounts Receivables - Trade, Net 634.15 1049.22 663.48 691.51  Total Inventory 5447.31 5187.86 5860.66 5707.23  Prepaid Expenses 149.78 191.99 186.08 191.63  Other Current Assets, Total 77.23 80.81 59.05 99.33"
Cash and Short Term Investments,4372.53,5143.16,3041.63,3173.75
Cash,-,-,-,-
Cash & Equivalents,4372.53,5143.16,3041.63,3173.75
Short Term Investments,-,-,-,-
"Total Receivables, Net",634.15,1049.22,663.85,691.71
"Accounts Receivables - Trade, Net",634.15,1049.22,663.48,691.51
Total Inventory,5447.31,5187.86,5860.66,5707.23
Prepaid Expenses,149.78,191.99,186.08,191.63
"Other Current Assets, Total",77.23,80.81,59.05,99.33
Total Assets,13535.85,14430.22,12722.14,14312.49
