Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,3325.94,3346.31,3322.33,2821.72
"Cash and Short Term Investments 1187.19 1461.16 2032.58 2009.37  Cash - - - -  Cash & Equivalents 1187.19 1461.16 2032.58 2009.37  Short Term Investments - - - -  Total Receivables, Net 461.85 816.74 651.69 559.26  Accounts Receivables - Trade, Net 461.85 816.74 651.69 559.26  Total Inventory 988.81 450.75 254.26 11.93  Prepaid Expenses 495.54 431.72 274.95 233.76  Other Current Assets, Total 192.54 185.95 108.86 7.4","Cash and Short Term Investments 1187.19 1461.16 2032.58 2009.37  Cash - - - -  Cash & Equivalents 1187.19 1461.16 2032.58 2009.37  Short Term Investments - - - -  Total Receivables, Net 461.85 816.74 651.69 559.26  Accounts Receivables - Trade, Net 461.85 816.74 651.69 559.26  Total Inventory 988.81 450.75 254.26 11.93  Prepaid Expenses 495.54 431.72 274.95 233.76  Other Current Assets, Total 192.54 185.95 108.86 7.4","Cash and Short Term Investments 1187.19 1461.16 2032.58 2009.37  Cash - - - -  Cash & Equivalents 1187.19 1461.16 2032.58 2009.37  Short Term Investments - - - -  Total Receivables, Net 461.85 816.74 651.69 559.26  Accounts Receivables - Trade, Net 461.85 816.74 651.69 559.26  Total Inventory 988.81 450.75 254.26 11.93  Prepaid Expenses 495.54 431.72 274.95 233.76  Other Current Assets, Total 192.54 185.95 108.86 7.4","Cash and Short Term Investments 1187.19 1461.16 2032.58 2009.37  Cash - - - -  Cash & Equivalents 1187.19 1461.16 2032.58 2009.37  Short Term Investments - - - -  Total Receivables, Net 461.85 816.74 651.69 559.26  Accounts Receivables - Trade, Net 461.85 816.74 651.69 559.26  Total Inventory 988.81 450.75 254.26 11.93  Prepaid Expenses 495.54 431.72 274.95 233.76  Other Current Assets, Total 192.54 185.95 108.86 7.4","Cash and Short Term Investments 1187.19 1461.16 2032.58 2009.37  Cash - - - -  Cash & Equivalents 1187.19 1461.16 2032.58 2009.37  Short Term Investments - - - -  Total Receivables, Net 461.85 816.74 651.69 559.26  Accounts Receivables - Trade, Net 461.85 816.74 651.69 559.26  Total Inventory 988.81 450.75 254.26 11.93  Prepaid Expenses 495.54 431.72 274.95 233.76  Other Current Assets, Total 192.54 185.95 108.86 7.4"
Cash and Short Term Investments,1187.19,1461.16,2032.58,2009.37
Cash,-,-,-,-
Cash & Equivalents,1187.19,1461.16,2032.58,2009.37
Short Term Investments,-,-,-,-
"Total Receivables, Net",461.85,816.74,651.69,559.26
"Accounts Receivables - Trade, Net",461.85,816.74,651.69,559.26
Total Inventory,988.81,450.75,254.26,11.93
Prepaid Expenses,495.54,431.72,274.95,233.76
"Other Current Assets, Total",192.54,185.95,108.86,7.4
Total Assets,3503.34,3933.95,3592.14,3151.36
"Property/Plant/Equipment, Total - Net 1.64 3.22 1.98 1.1  Property/Plant/Equipment, Total - Gross 13.89 13.89 122.83 7.44  Accumulated Depreciation, Total -12.25 -10.67 -120.85 -6.34  Goodwill, Net - - - -  Intangibles, Net 3.06 2.62 0.06 0.1  Long Term Investments 154.67 563.16 249.16 322.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 18.02 18.64 18.61 5.88  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1.64 3.22 1.98 1.1  Property/Plant/Equipment, Total - Gross 13.89 13.89 122.83 7.44  Accumulated Depreciation, Total -12.25 -10.67 -120.85 -6.34  Goodwill, Net - - - -  Intangibles, Net 3.06 2.62 0.06 0.1  Long Term Investments 154.67 563.16 249.16 322.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 18.02 18.64 18.61 5.88  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1.64 3.22 1.98 1.1  Property/Plant/Equipment, Total - Gross 13.89 13.89 122.83 7.44  Accumulated Depreciation, Total -12.25 -10.67 -120.85 -6.34  Goodwill, Net - - - -  Intangibles, Net 3.06 2.62 0.06 0.1  Long Term Investments 154.67 563.16 249.16 322.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 18.02 18.64 18.61 5.88  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1.64 3.22 1.98 1.1  Property/Plant/Equipment, Total - Gross 13.89 13.89 122.83 7.44  Accumulated Depreciation, Total -12.25 -10.67 -120.85 -6.34  Goodwill, Net - - - -  Intangibles, Net 3.06 2.62 0.06 0.1  Long Term Investments 154.67 563.16 249.16 322.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 18.02 18.64 18.61 5.88  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 1.64 3.22 1.98 1.1  Property/Plant/Equipment, Total - Gross 13.89 13.89 122.83 7.44  Accumulated Depreciation, Total -12.25 -10.67 -120.85 -6.34  Goodwill, Net - - - -  Intangibles, Net 3.06 2.62 0.06 0.1  Long Term Investments 154.67 563.16 249.16 322.57  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 18.02 18.64 18.61 5.88  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",1.64,3.22,1.98,1.1
"Property/Plant/Equipment, Total - Gross",13.89,13.89,122.83,7.44
"Accumulated Depreciation, Total",-12.25,-10.67,-120.85,-6.34
"Goodwill, Net",-,-,-,-
"Intangibles, Net",3.06,2.62,0.06,0.1
