Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1549,1832,1829.67,1833.71
"Cash and Short Term Investments 1253 1558 1539.51 1576.34  Cash - - - -  Cash & Equivalents 1253 1558 1539.51 1576.34  Short Term Investments - - - -  Total Receivables, Net 253 245 259.67 228.27  Accounts Receivables - Trade, Net 232 245 253.78 228.27  Total Inventory - 0.71 0.02 0.01  Prepaid Expenses 25 27 24.13 24.2  Other Current Assets, Total 18 2 6.34 4.88","Cash and Short Term Investments 1253 1558 1539.51 1576.34  Cash - - - -  Cash & Equivalents 1253 1558 1539.51 1576.34  Short Term Investments - - - -  Total Receivables, Net 253 245 259.67 228.27  Accounts Receivables - Trade, Net 232 245 253.78 228.27  Total Inventory - 0.71 0.02 0.01  Prepaid Expenses 25 27 24.13 24.2  Other Current Assets, Total 18 2 6.34 4.88","Cash and Short Term Investments 1253 1558 1539.51 1576.34  Cash - - - -  Cash & Equivalents 1253 1558 1539.51 1576.34  Short Term Investments - - - -  Total Receivables, Net 253 245 259.67 228.27  Accounts Receivables - Trade, Net 232 245 253.78 228.27  Total Inventory - 0.71 0.02 0.01  Prepaid Expenses 25 27 24.13 24.2  Other Current Assets, Total 18 2 6.34 4.88","Cash and Short Term Investments 1253 1558 1539.51 1576.34  Cash - - - -  Cash & Equivalents 1253 1558 1539.51 1576.34  Short Term Investments - - - -  Total Receivables, Net 253 245 259.67 228.27  Accounts Receivables - Trade, Net 232 245 253.78 228.27  Total Inventory - 0.71 0.02 0.01  Prepaid Expenses 25 27 24.13 24.2  Other Current Assets, Total 18 2 6.34 4.88","Cash and Short Term Investments 1253 1558 1539.51 1576.34  Cash - - - -  Cash & Equivalents 1253 1558 1539.51 1576.34  Short Term Investments - - - -  Total Receivables, Net 253 245 259.67 228.27  Accounts Receivables - Trade, Net 232 245 253.78 228.27  Total Inventory - 0.71 0.02 0.01  Prepaid Expenses 25 27 24.13 24.2  Other Current Assets, Total 18 2 6.34 4.88"
Cash and Short Term Investments,1253,1558,1539.51,1576.34
Cash,-,-,-,-
Cash & Equivalents,1253,1558,1539.51,1576.34
Short Term Investments,-,-,-,-
"Total Receivables, Net",253,245,259.67,228.27
"Accounts Receivables - Trade, Net",232,245,253.78,228.27
Total Inventory,-,0.71,0.02,0.01
Prepaid Expenses,25,27,24.13,24.2
"Other Current Assets, Total",18,2,6.34,4.88
Total Assets,2229,2374,2292.09,2343.59
"Property/Plant/Equipment, Total - Net 196 197 261.85 353.67  Property/Plant/Equipment, Total - Gross - 1048.81 1015.38 1010.78  Accumulated Depreciation, Total - -851.56 -753.53 -657.11  Goodwill, Net - - - -  Intangibles, Net 398 197 135.4 93.19  Long Term Investments 38 79 14.11 15.51  Note Receivable - Long Term 21 1.2 1.2 1.2  Other Long Term Assets, Total 2 2 49.87 46.32  Other Assets, Total -189 -176 - -","Property/Plant/Equipment, Total - Net 196 197 261.85 353.67  Property/Plant/Equipment, Total - Gross - 1048.81 1015.38 1010.78  Accumulated Depreciation, Total - -851.56 -753.53 -657.11  Goodwill, Net - - - -  Intangibles, Net 398 197 135.4 93.19  Long Term Investments 38 79 14.11 15.51  Note Receivable - Long Term 21 1.2 1.2 1.2  Other Long Term Assets, Total 2 2 49.87 46.32  Other Assets, Total -189 -176 - -","Property/Plant/Equipment, Total - Net 196 197 261.85 353.67  Property/Plant/Equipment, Total - Gross - 1048.81 1015.38 1010.78  Accumulated Depreciation, Total - -851.56 -753.53 -657.11  Goodwill, Net - - - -  Intangibles, Net 398 197 135.4 93.19  Long Term Investments 38 79 14.11 15.51  Note Receivable - Long Term 21 1.2 1.2 1.2  Other Long Term Assets, Total 2 2 49.87 46.32  Other Assets, Total -189 -176 - -","Property/Plant/Equipment, Total - Net 196 197 261.85 353.67  Property/Plant/Equipment, Total - Gross - 1048.81 1015.38 1010.78  Accumulated Depreciation, Total - -851.56 -753.53 -657.11  Goodwill, Net - - - -  Intangibles, Net 398 197 135.4 93.19  Long Term Investments 38 79 14.11 15.51  Note Receivable - Long Term 21 1.2 1.2 1.2  Other Long Term Assets, Total 2 2 49.87 46.32  Other Assets, Total -189 -176 - -","Property/Plant/Equipment, Total - Net 196 197 261.85 353.67  Property/Plant/Equipment, Total - Gross - 1048.81 1015.38 1010.78  Accumulated Depreciation, Total - -851.56 -753.53 -657.11  Goodwill, Net - - - -  Intangibles, Net 398 197 135.4 93.19  Long Term Investments 38 79 14.11 15.51  Note Receivable - Long Term 21 1.2 1.2 1.2  Other Long Term Assets, Total 2 2 49.87 46.32  Other Assets, Total -189 -176 - -"
"Property/Plant/Equipment, Total - Net",196,197,261.85,353.67
"Property/Plant/Equipment, Total - Gross",-,1048.81,1015.38,1010.78
"Accumulated Depreciation, Total",-,-851.56,-753.53,-657.11
"Goodwill, Net",-,-,-,-
"Intangibles, Net",398,197,135.4,93.19
Long Term Investments,38,79,14.11,15.51
Note Receivable - Long Term,21,1.2,1.2,1.2
"Other Long Term Assets, Total",2,2,49.87,46.32
"Other Assets, Total",-189,-176,-,-
Total Current Liabilities,244,417,304.31,269.7
"Accounts Payable 101 109 106.03 88.66  Payable/Accrued - - - -  Accrued Expenses 21 77 50.73 7.97  Notes Payable/Short Term Debt 10 10 10 10  Current Port. of LT Debt/Capital Leases 62 83 92.6 112.2  Other Current liabilities, Total 50 138 44.95 50.88","Accounts Payable 101 109 106.03 88.66  Payable/Accrued - - - -  Accrued Expenses 21 77 50.73 7.97  Notes Payable/Short Term Debt 10 10 10 10  Current Port. of LT Debt/Capital Leases 62 83 92.6 112.2  Other Current liabilities, Total 50 138 44.95 50.88","Accounts Payable 101 109 106.03 88.66  Payable/Accrued - - - -  Accrued Expenses 21 77 50.73 7.97  Notes Payable/Short Term Debt 10 10 10 10  Current Port. of LT Debt/Capital Leases 62 83 92.6 112.2  Other Current liabilities, Total 50 138 44.95 50.88","Accounts Payable 101 109 106.03 88.66  Payable/Accrued - - - -  Accrued Expenses 21 77 50.73 7.97  Notes Payable/Short Term Debt 10 10 10 10  Current Port. of LT Debt/Capital Leases 62 83 92.6 112.2  Other Current liabilities, Total 50 138 44.95 50.88","Accounts Payable 101 109 106.03 88.66  Payable/Accrued - - - -  Accrued Expenses 21 77 50.73 7.97  Notes Payable/Short Term Debt 10 10 10 10  Current Port. of LT Debt/Capital Leases 62 83 92.6 112.2  Other Current liabilities, Total 50 138 44.95 50.88"
Accounts Payable,101,109,106.03,88.66
Payable/Accrued,-,-,-,-
Accrued Expenses,21,77,50.73,7.97
Notes Payable/Short Term Debt,10,10,10,10
