Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,588,567,649.2,181
"Cash and Short Term Investments 286 308 480.23 65.53  Cash - - - -  Cash & Equivalents 286 308 480.23 65.53  Short Term Investments - - - -  Total Receivables, Net 138 116 60.59 62.71  Accounts Receivables - Trade, Net 138 116 60.59 46.45  Total Inventory 137 121 58.43 40.36  Prepaid Expenses - - - 12.01  Other Current Assets, Total 27 22 49.94 0.4","Cash and Short Term Investments 286 308 480.23 65.53  Cash - - - -  Cash & Equivalents 286 308 480.23 65.53  Short Term Investments - - - -  Total Receivables, Net 138 116 60.59 62.71  Accounts Receivables - Trade, Net 138 116 60.59 46.45  Total Inventory 137 121 58.43 40.36  Prepaid Expenses - - - 12.01  Other Current Assets, Total 27 22 49.94 0.4","Cash and Short Term Investments 286 308 480.23 65.53  Cash - - - -  Cash & Equivalents 286 308 480.23 65.53  Short Term Investments - - - -  Total Receivables, Net 138 116 60.59 62.71  Accounts Receivables - Trade, Net 138 116 60.59 46.45  Total Inventory 137 121 58.43 40.36  Prepaid Expenses - - - 12.01  Other Current Assets, Total 27 22 49.94 0.4","Cash and Short Term Investments 286 308 480.23 65.53  Cash - - - -  Cash & Equivalents 286 308 480.23 65.53  Short Term Investments - - - -  Total Receivables, Net 138 116 60.59 62.71  Accounts Receivables - Trade, Net 138 116 60.59 46.45  Total Inventory 137 121 58.43 40.36  Prepaid Expenses - - - 12.01  Other Current Assets, Total 27 22 49.94 0.4","Cash and Short Term Investments 286 308 480.23 65.53  Cash - - - -  Cash & Equivalents 286 308 480.23 65.53  Short Term Investments - - - -  Total Receivables, Net 138 116 60.59 62.71  Accounts Receivables - Trade, Net 138 116 60.59 46.45  Total Inventory 137 121 58.43 40.36  Prepaid Expenses - - - 12.01  Other Current Assets, Total 27 22 49.94 0.4"
Cash and Short Term Investments,286,308,480.23,65.53
Cash,-,-,-,-
Cash & Equivalents,286,308,480.23,65.53
Short Term Investments,-,-,-,-
"Total Receivables, Net",138,116,60.59,62.71
"Accounts Receivables - Trade, Net",138,116,60.59,46.45
Total Inventory,137,121,58.43,40.36
Prepaid Expenses,-,-,-,12.01
"Other Current Assets, Total",27,22,49.94,0.4
Total Assets,2071,2070,1816.79,1328.47
"Property/Plant/Equipment, Total - Net 1256 1198 928.28 846.55  Property/Plant/Equipment, Total - Gross - 1002.58 812.29 2068.52  Accumulated Depreciation, Total - - -2036.47 -2017.45  Goodwill, Net 54 101 - -  Intangibles, Net 1 0.54 0.69 1.07  Long Term Investments 171 200 225.59 289.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 13.03 10.49  Other Assets, Total 26 29 - -","Property/Plant/Equipment, Total - Net 1256 1198 928.28 846.55  Property/Plant/Equipment, Total - Gross - 1002.58 812.29 2068.52  Accumulated Depreciation, Total - - -2036.47 -2017.45  Goodwill, Net 54 101 - -  Intangibles, Net 1 0.54 0.69 1.07  Long Term Investments 171 200 225.59 289.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 13.03 10.49  Other Assets, Total 26 29 - -","Property/Plant/Equipment, Total - Net 1256 1198 928.28 846.55  Property/Plant/Equipment, Total - Gross - 1002.58 812.29 2068.52  Accumulated Depreciation, Total - - -2036.47 -2017.45  Goodwill, Net 54 101 - -  Intangibles, Net 1 0.54 0.69 1.07  Long Term Investments 171 200 225.59 289.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 13.03 10.49  Other Assets, Total 26 29 - -","Property/Plant/Equipment, Total - Net 1256 1198 928.28 846.55  Property/Plant/Equipment, Total - Gross - 1002.58 812.29 2068.52  Accumulated Depreciation, Total - - -2036.47 -2017.45  Goodwill, Net 54 101 - -  Intangibles, Net 1 0.54 0.69 1.07  Long Term Investments 171 200 225.59 289.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 13.03 10.49  Other Assets, Total 26 29 - -","Property/Plant/Equipment, Total - Net 1256 1198 928.28 846.55  Property/Plant/Equipment, Total - Gross - 1002.58 812.29 2068.52  Accumulated Depreciation, Total - - -2036.47 -2017.45  Goodwill, Net 54 101 - -  Intangibles, Net 1 0.54 0.69 1.07  Long Term Investments 171 200 225.59 289.37  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 13.03 10.49  Other Assets, Total 26 29 - -"
"Property/Plant/Equipment, Total - Net",1256,1198,928.28,846.55
"Property/Plant/Equipment, Total - Gross",-,1002.58,812.29,2068.52
"Accumulated Depreciation, Total",-,-,-2036.47,-2017.45
"Goodwill, Net",54,101,-,-
"Intangibles, Net",1,0.54,0.69,1.07
Long Term Investments,171,200,225.59,289.37
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,2,13.03,10.49
"Other Assets, Total",26,29,-,-
Total Current Liabilities,687,577,581.36,581.39
