Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,8169.65,8319.57,8359.26,8029.51
"Cash and Short Term Investments 3528.37 2949.85 2672.04 2614.41  Cash - - - -  Cash & Equivalents 3528.37 2949.85 2672.04 2614.41  Short Term Investments - - - -  Total Receivables, Net 2764.5 2891.03 2927.69 3210.45  Accounts Receivables - Trade, Net 2764.5 2891.03 2927.69 3210.45  Total Inventory 1624.57 2362.16 2665.72 2108.07  Prepaid Expenses 35.1 32.45 28.99 8.36  Other Current Assets, Total 217.11 84.09 64.82 88.22","Cash and Short Term Investments 3528.37 2949.85 2672.04 2614.41  Cash - - - -  Cash & Equivalents 3528.37 2949.85 2672.04 2614.41  Short Term Investments - - - -  Total Receivables, Net 2764.5 2891.03 2927.69 3210.45  Accounts Receivables - Trade, Net 2764.5 2891.03 2927.69 3210.45  Total Inventory 1624.57 2362.16 2665.72 2108.07  Prepaid Expenses 35.1 32.45 28.99 8.36  Other Current Assets, Total 217.11 84.09 64.82 88.22","Cash and Short Term Investments 3528.37 2949.85 2672.04 2614.41  Cash - - - -  Cash & Equivalents 3528.37 2949.85 2672.04 2614.41  Short Term Investments - - - -  Total Receivables, Net 2764.5 2891.03 2927.69 3210.45  Accounts Receivables - Trade, Net 2764.5 2891.03 2927.69 3210.45  Total Inventory 1624.57 2362.16 2665.72 2108.07  Prepaid Expenses 35.1 32.45 28.99 8.36  Other Current Assets, Total 217.11 84.09 64.82 88.22","Cash and Short Term Investments 3528.37 2949.85 2672.04 2614.41  Cash - - - -  Cash & Equivalents 3528.37 2949.85 2672.04 2614.41  Short Term Investments - - - -  Total Receivables, Net 2764.5 2891.03 2927.69 3210.45  Accounts Receivables - Trade, Net 2764.5 2891.03 2927.69 3210.45  Total Inventory 1624.57 2362.16 2665.72 2108.07  Prepaid Expenses 35.1 32.45 28.99 8.36  Other Current Assets, Total 217.11 84.09 64.82 88.22","Cash and Short Term Investments 3528.37 2949.85 2672.04 2614.41  Cash - - - -  Cash & Equivalents 3528.37 2949.85 2672.04 2614.41  Short Term Investments - - - -  Total Receivables, Net 2764.5 2891.03 2927.69 3210.45  Accounts Receivables - Trade, Net 2764.5 2891.03 2927.69 3210.45  Total Inventory 1624.57 2362.16 2665.72 2108.07  Prepaid Expenses 35.1 32.45 28.99 8.36  Other Current Assets, Total 217.11 84.09 64.82 88.22"
Cash and Short Term Investments,3528.37,2949.85,2672.04,2614.41
Cash,-,-,-,-
Cash & Equivalents,3528.37,2949.85,2672.04,2614.41
Short Term Investments,-,-,-,-
"Total Receivables, Net",2764.5,2891.03,2927.69,3210.45
"Accounts Receivables - Trade, Net",2764.5,2891.03,2927.69,3210.45
Total Inventory,1624.57,2362.16,2665.72,2108.07
Prepaid Expenses,35.1,32.45,28.99,8.36
