Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,103099,89933,78795,69728
"Cash and Short Term Investments 53755 50154 3665 3497  Cash - - - -  Cash & Equivalents 4909 3882 3665 3497  Short Term Investments 48846 46272 - -  Total Receivables, Net 30374 23236 24484 20252  Accounts Receivables - Trade, Net 30374 23236 24484 20252  Total Inventory 150 1365 1913 2507  Prepaid Expenses - 14063 11219 8634  Other Current Assets, Total 18820 15178 37514 34838","Cash and Short Term Investments 53755 50154 3665 3497  Cash - - - -  Cash & Equivalents 4909 3882 3665 3497  Short Term Investments 48846 46272 - -  Total Receivables, Net 30374 23236 24484 20252  Accounts Receivables - Trade, Net 30374 23236 24484 20252  Total Inventory 150 1365 1913 2507  Prepaid Expenses - 14063 11219 8634  Other Current Assets, Total 18820 15178 37514 34838","Cash and Short Term Investments 53755 50154 3665 3497  Cash - - - -  Cash & Equivalents 4909 3882 3665 3497  Short Term Investments 48846 46272 - -  Total Receivables, Net 30374 23236 24484 20252  Accounts Receivables - Trade, Net 30374 23236 24484 20252  Total Inventory 150 1365 1913 2507  Prepaid Expenses - 14063 11219 8634  Other Current Assets, Total 18820 15178 37514 34838","Cash and Short Term Investments 53755 50154 3665 3497  Cash - - - -  Cash & Equivalents 4909 3882 3665 3497  Short Term Investments 48846 46272 - -  Total Receivables, Net 30374 23236 24484 20252  Accounts Receivables - Trade, Net 30374 23236 24484 20252  Total Inventory 150 1365 1913 2507  Prepaid Expenses - 14063 11219 8634  Other Current Assets, Total 18820 15178 37514 34838","Cash and Short Term Investments 53755 50154 3665 3497  Cash - - - -  Cash & Equivalents 4909 3882 3665 3497  Short Term Investments 48846 46272 - -  Total Receivables, Net 30374 23236 24484 20252  Accounts Receivables - Trade, Net 30374 23236 24484 20252  Total Inventory 150 1365 1913 2507  Prepaid Expenses - 14063 11219 8634  Other Current Assets, Total 18820 15178 37514 34838"
Cash and Short Term Investments,53755,50154,3665,3497
Cash,-,-,-,-
Cash & Equivalents,4909,3882,3665,3497
Short Term Investments,48846,46272,-,-
"Total Receivables, Net",30374,23236,24484,20252
"Accounts Receivables - Trade, Net",30374,23236,24484,20252
Total Inventory,150,1365,1913,2507
Prepaid Expenses,-,14063,11219,8634
"Other Current Assets, Total",18820,15178,37514,34838
Total Assets,121892,108188,97147,87305
