Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,20240,18715,21167,20047
"Cash and Short Term Investments 7638 7786 11266 12006  Cash - - - -  Cash & Equivalents 7600 7781 10957 11996  Short Term Investments 38 5 309 10  Total Receivables, Net 9390 8258 7495 6362  Accounts Receivables - Trade, Net 9390 8258 7062 6151  Total Inventory 354 275 200 151  Prepaid Expenses - 1816 1833 1526  Other Current Assets, Total 2858 580 373 2","Cash and Short Term Investments 7638 7786 11266 12006  Cash - - - -  Cash & Equivalents 7600 7781 10957 11996  Short Term Investments 38 5 309 10  Total Receivables, Net 9390 8258 7495 6362  Accounts Receivables - Trade, Net 9390 8258 7062 6151  Total Inventory 354 275 200 151  Prepaid Expenses - 1816 1833 1526  Other Current Assets, Total 2858 580 373 2","Cash and Short Term Investments 7638 7786 11266 12006  Cash - - - -  Cash & Equivalents 7600 7781 10957 11996  Short Term Investments 38 5 309 10  Total Receivables, Net 9390 8258 7495 6362  Accounts Receivables - Trade, Net 9390 8258 7062 6151  Total Inventory 354 275 200 151  Prepaid Expenses - 1816 1833 1526  Other Current Assets, Total 2858 580 373 2","Cash and Short Term Investments 7638 7786 11266 12006  Cash - - - -  Cash & Equivalents 7600 7781 10957 11996  Short Term Investments 38 5 309 10  Total Receivables, Net 9390 8258 7495 6362  Accounts Receivables - Trade, Net 9390 8258 7062 6151  Total Inventory 354 275 200 151  Prepaid Expenses - 1816 1833 1526  Other Current Assets, Total 2858 580 373 2","Cash and Short Term Investments 7638 7786 11266 12006  Cash - - - -  Cash & Equivalents 7600 7781 10957 11996  Short Term Investments 38 5 309 10  Total Receivables, Net 9390 8258 7495 6362  Accounts Receivables - Trade, Net 9390 8258 7062 6151  Total Inventory 354 275 200 151  Prepaid Expenses - 1816 1833 1526  Other Current Assets, Total 2858 580 373 2"
Cash and Short Term Investments,7638,7786,11266,12006
Cash,-,-,-,-
Cash & Equivalents,7600,7781,10957,11996
Short Term Investments,38,5,309,10
"Total Receivables, Net",9390,8258,7495,6362
"Accounts Receivables - Trade, Net",9390,8258,7062,6151
Total Inventory,354,275,200,151
Prepaid Expenses,-,1816,1833,1526
"Other Current Assets, Total",2858,580,373,2
Total Assets,111274,99081,89804,90779
