Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,11021,10362,9718,8749
"Cash and Short Term Investments 1143 1856 1256 1444  Cash - - - -  Cash & Equivalents 1143 1856 1256 1444  Short Term Investments - - - -  Total Receivables, Net 2999 2763 2948 2218  Accounts Receivables - Trade, Net 2999 2763 2948 2082  Total Inventory 6373 5404 5094 4642  Prepaid Expenses 48 51 48 33  Other Current Assets, Total 458 288 372 412","Cash and Short Term Investments 1143 1856 1256 1444  Cash - - - -  Cash & Equivalents 1143 1856 1256 1444  Short Term Investments - - - -  Total Receivables, Net 2999 2763 2948 2218  Accounts Receivables - Trade, Net 2999 2763 2948 2082  Total Inventory 6373 5404 5094 4642  Prepaid Expenses 48 51 48 33  Other Current Assets, Total 458 288 372 412","Cash and Short Term Investments 1143 1856 1256 1444  Cash - - - -  Cash & Equivalents 1143 1856 1256 1444  Short Term Investments - - - -  Total Receivables, Net 2999 2763 2948 2218  Accounts Receivables - Trade, Net 2999 2763 2948 2082  Total Inventory 6373 5404 5094 4642  Prepaid Expenses 48 51 48 33  Other Current Assets, Total 458 288 372 412","Cash and Short Term Investments 1143 1856 1256 1444  Cash - - - -  Cash & Equivalents 1143 1856 1256 1444  Short Term Investments - - - -  Total Receivables, Net 2999 2763 2948 2218  Accounts Receivables - Trade, Net 2999 2763 2948 2082  Total Inventory 6373 5404 5094 4642  Prepaid Expenses 48 51 48 33  Other Current Assets, Total 458 288 372 412","Cash and Short Term Investments 1143 1856 1256 1444  Cash - - - -  Cash & Equivalents 1143 1856 1256 1444  Short Term Investments - - - -  Total Receivables, Net 2999 2763 2948 2218  Accounts Receivables - Trade, Net 2999 2763 2948 2082  Total Inventory 6373 5404 5094 4642  Prepaid Expenses 48 51 48 33  Other Current Assets, Total 458 288 372 412"
Cash and Short Term Investments,1143,1856,1256,1444
Cash,-,-,-,-
Cash & Equivalents,1143,1856,1256,1444
Short Term Investments,-,-,-,-
"Total Receivables, Net",2999,2763,2948,2218
"Accounts Receivables - Trade, Net",2999,2763,2948,2082
Total Inventory,6373,5404,5094,4642
Prepaid Expenses,48,51,48,33
"Other Current Assets, Total",458,288,372,412
Total Assets,22118,21172,20998,20227
