Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,14546.97,14616.03,14016.28,13660.44
"Cash and Short Term Investments 4722.66 3492.32 3605.16 2837.56  Cash - - - -  Cash & Equivalents 4722.66 3492.32 3605.16 2837.56  Short Term Investments - - - -  Total Receivables, Net 6921.93 8119.84 7354.25 7958.61  Accounts Receivables - Trade, Net 6397.03 7348.79 6588.56 6695.77  Total Inventory 2700.13 2825.87 2851.3 2674.77  Prepaid Expenses 165.6 150.81 174.44 178.09  Other Current Assets, Total 36.66 27.19 31.12 11.41","Cash and Short Term Investments 4722.66 3492.32 3605.16 2837.56  Cash - - - -  Cash & Equivalents 4722.66 3492.32 3605.16 2837.56  Short Term Investments - - - -  Total Receivables, Net 6921.93 8119.84 7354.25 7958.61  Accounts Receivables - Trade, Net 6397.03 7348.79 6588.56 6695.77  Total Inventory 2700.13 2825.87 2851.3 2674.77  Prepaid Expenses 165.6 150.81 174.44 178.09  Other Current Assets, Total 36.66 27.19 31.12 11.41","Cash and Short Term Investments 4722.66 3492.32 3605.16 2837.56  Cash - - - -  Cash & Equivalents 4722.66 3492.32 3605.16 2837.56  Short Term Investments - - - -  Total Receivables, Net 6921.93 8119.84 7354.25 7958.61  Accounts Receivables - Trade, Net 6397.03 7348.79 6588.56 6695.77  Total Inventory 2700.13 2825.87 2851.3 2674.77  Prepaid Expenses 165.6 150.81 174.44 178.09  Other Current Assets, Total 36.66 27.19 31.12 11.41","Cash and Short Term Investments 4722.66 3492.32 3605.16 2837.56  Cash - - - -  Cash & Equivalents 4722.66 3492.32 3605.16 2837.56  Short Term Investments - - - -  Total Receivables, Net 6921.93 8119.84 7354.25 7958.61  Accounts Receivables - Trade, Net 6397.03 7348.79 6588.56 6695.77  Total Inventory 2700.13 2825.87 2851.3 2674.77  Prepaid Expenses 165.6 150.81 174.44 178.09  Other Current Assets, Total 36.66 27.19 31.12 11.41","Cash and Short Term Investments 4722.66 3492.32 3605.16 2837.56  Cash - - - -  Cash & Equivalents 4722.66 3492.32 3605.16 2837.56  Short Term Investments - - - -  Total Receivables, Net 6921.93 8119.84 7354.25 7958.61  Accounts Receivables - Trade, Net 6397.03 7348.79 6588.56 6695.77  Total Inventory 2700.13 2825.87 2851.3 2674.77  Prepaid Expenses 165.6 150.81 174.44 178.09  Other Current Assets, Total 36.66 27.19 31.12 11.41"
Cash and Short Term Investments,4722.66,3492.32,3605.16,2837.56
Cash,-,-,-,-
Cash & Equivalents,4722.66,3492.32,3605.16,2837.56
Short Term Investments,-,-,-,-
"Total Receivables, Net",6921.93,8119.84,7354.25,7958.61
"Accounts Receivables - Trade, Net",6397.03,7348.79,6588.56,6695.77
Total Inventory,2700.13,2825.87,2851.3,2674.77
Prepaid Expenses,165.6,150.81,174.44,178.09
"Other Current Assets, Total",36.66,27.19,31.12,11.41
Total Assets,25883.15,25919.4,25356.24,25164.9
"Property/Plant/Equipment, Total - Net 8493.44 8802.7 9027.67 9319.51  Property/Plant/Equipment, Total - Gross 12641.43 12611.48 12467.75 12435.86  Accumulated Depreciation, Total -4147.99 -3808.79 -3440.08 -3116.35  Goodwill, Net - - - -  Intangibles, Net 799.13 467.42 489.3 343.95  Long Term Investments 1248.78 1312.86 1126.39 976.75  Note Receivable - Long Term 8.3 8.51 8.6 8.27  Other Long Term Assets, Total 786.52 711.89 687.98 855.99  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 8493.44 8802.7 9027.67 9319.51  Property/Plant/Equipment, Total - Gross 12641.43 12611.48 12467.75 12435.86  Accumulated Depreciation, Total -4147.99 -3808.79 -3440.08 -3116.35  Goodwill, Net - - - -  Intangibles, Net 799.13 467.42 489.3 343.95  Long Term Investments 1248.78 1312.86 1126.39 976.75  Note Receivable - Long Term 8.3 8.51 8.6 8.27  Other Long Term Assets, Total 786.52 711.89 687.98 855.99  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 8493.44 8802.7 9027.67 9319.51  Property/Plant/Equipment, Total - Gross 12641.43 12611.48 12467.75 12435.86  Accumulated Depreciation, Total -4147.99 -3808.79 -3440.08 -3116.35  Goodwill, Net - - - -  Intangibles, Net 799.13 467.42 489.3 343.95  Long Term Investments 1248.78 1312.86 1126.39 976.75  Note Receivable - Long Term 8.3 8.51 8.6 8.27  Other Long Term Assets, Total 786.52 711.89 687.98 855.99  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 8493.44 8802.7 9027.67 9319.51  Property/Plant/Equipment, Total - Gross 12641.43 12611.48 12467.75 12435.86  Accumulated Depreciation, Total -4147.99 -3808.79 -3440.08 -3116.35  Goodwill, Net - - - -  Intangibles, Net 799.13 467.42 489.3 343.95  Long Term Investments 1248.78 1312.86 1126.39 976.75  Note Receivable - Long Term 8.3 8.51 8.6 8.27  Other Long Term Assets, Total 786.52 711.89 687.98 855.99  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 8493.44 8802.7 9027.67 9319.51  Property/Plant/Equipment, Total - Gross 12641.43 12611.48 12467.75 12435.86  Accumulated Depreciation, Total -4147.99 -3808.79 -3440.08 -3116.35  Goodwill, Net - - - -  Intangibles, Net 799.13 467.42 489.3 343.95  Long Term Investments 1248.78 1312.86 1126.39 976.75  Note Receivable - Long Term 8.3 8.51 8.6 8.27  Other Long Term Assets, Total 786.52 711.89 687.98 855.99  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",8493.44,8802.7,9027.67,9319.51
"Property/Plant/Equipment, Total - Gross",12641.43,12611.48,12467.75,12435.86
"Accumulated Depreciation, Total",-4147.99,-3808.79,-3440.08,-3116.35
"Goodwill, Net",-,-,-,-
"Intangibles, Net",799.13,467.42,489.3,343.95
Long Term Investments,1248.78,1312.86,1126.39,976.75
Note Receivable - Long Term,8.3,8.51,8.6,8.27
"Other Long Term Assets, Total",786.52,711.89,687.98,855.99
"Other Assets, Total",-,-,-,-
Total Current Liabilities,7391.82,7863.58,7473.47,7508.17
"Accounts Payable 4404.19 4905.67 4676.97 4853.9  Payable/Accrued - - - -  Accrued Expenses 880.41 905.1 994.56 552.27  Notes Payable/Short Term Debt 700 400 400 400  Current Port. of LT Debt/Capital Leases 508.84 806.91 508.17 509.63  Other Current liabilities, Total 898.38 845.9 893.78 1192.37","Accounts Payable 4404.19 4905.67 4676.97 4853.9  Payable/Accrued - - - -  Accrued Expenses 880.41 905.1 994.56 552.27  Notes Payable/Short Term Debt 700 400 400 400  Current Port. of LT Debt/Capital Leases 508.84 806.91 508.17 509.63  Other Current liabilities, Total 898.38 845.9 893.78 1192.37","Accounts Payable 4404.19 4905.67 4676.97 4853.9  Payable/Accrued - - - -  Accrued Expenses 880.41 905.1 994.56 552.27  Notes Payable/Short Term Debt 700 400 400 400  Current Port. of LT Debt/Capital Leases 508.84 806.91 508.17 509.63  Other Current liabilities, Total 898.38 845.9 893.78 1192.37","Accounts Payable 4404.19 4905.67 4676.97 4853.9  Payable/Accrued - - - -  Accrued Expenses 880.41 905.1 994.56 552.27  Notes Payable/Short Term Debt 700 400 400 400  Current Port. of LT Debt/Capital Leases 508.84 806.91 508.17 509.63  Other Current liabilities, Total 898.38 845.9 893.78 1192.37","Accounts Payable 4404.19 4905.67 4676.97 4853.9  Payable/Accrued - - - -  Accrued Expenses 880.41 905.1 994.56 552.27  Notes Payable/Short Term Debt 700 400 400 400  Current Port. of LT Debt/Capital Leases 508.84 806.91 508.17 509.63  Other Current liabilities, Total 898.38 845.9 893.78 1192.37"
Accounts Payable,4404.19,4905.67,4676.97,4853.9
Payable/Accrued,-,-,-,-
Accrued Expenses,880.41,905.1,994.56,552.27
Notes Payable/Short Term Debt,700,400,400,400
Current Port. of LT Debt/Capital Leases,508.84,806.91,508.17,509.63
"Other Current liabilities, Total",898.38,845.9,893.78,1192.37
Total Liabilities,8932.08,9539.96,9848.03,10328.74
"Total Long Term Debt 26.58 519.86 1316.34 1821.66  Long Term Debt - 500 1300 1800  Capital Lease Obligations 26.58 19.86 16.34 21.66  Deferred Income Tax 298.92 - - -  Minority Interest - - - -  Other Liabilities, Total 1214.77 1156.53 1058.21 998.91","Total Long Term Debt 26.58 519.86 1316.34 1821.66  Long Term Debt - 500 1300 1800  Capital Lease Obligations 26.58 19.86 16.34 21.66  Deferred Income Tax 298.92 - - -  Minority Interest - - - -  Other Liabilities, Total 1214.77 1156.53 1058.21 998.91","Total Long Term Debt 26.58 519.86 1316.34 1821.66  Long Term Debt - 500 1300 1800  Capital Lease Obligations 26.58 19.86 16.34 21.66  Deferred Income Tax 298.92 - - -  Minority Interest - - - -  Other Liabilities, Total 1214.77 1156.53 1058.21 998.91","Total Long Term Debt 26.58 519.86 1316.34 1821.66  Long Term Debt - 500 1300 1800  Capital Lease Obligations 26.58 19.86 16.34 21.66  Deferred Income Tax 298.92 - - -  Minority Interest - - - -  Other Liabilities, Total 1214.77 1156.53 1058.21 998.91","Total Long Term Debt 26.58 519.86 1316.34 1821.66  Long Term Debt - 500 1300 1800  Capital Lease Obligations 26.58 19.86 16.34 21.66  Deferred Income Tax 298.92 - - -  Minority Interest - - - -  Other Liabilities, Total 1214.77 1156.53 1058.21 998.91"
Total Long Term Debt,26.58,519.86,1316.34,1821.66
Long Term Debt,-,500,1300,1800
Capital Lease Obligations,26.58,19.86,16.34,21.66
Deferred Income Tax,298.92,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",1214.77,1156.53,1058.21,998.91
Total Equity,16951.07,16379.44,15508.21,14836.16
