Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1434,1706,618.01,678.96
"Cash and Short Term Investments 946 1308 207.19 326.99  Cash - - - -  Cash & Equivalents 946 1308 207.19 326.99  Short Term Investments - - - -  Total Receivables, Net 369 295 313.98 251.27  Accounts Receivables - Trade, Net 369 295 313.98 251.27  Total Inventory 7 - - 20.01  Prepaid Expenses 78 51 69.23 65.2  Other Current Assets, Total 34 52 27.61 15.49","Cash and Short Term Investments 946 1308 207.19 326.99  Cash - - - -  Cash & Equivalents 946 1308 207.19 326.99  Short Term Investments - - - -  Total Receivables, Net 369 295 313.98 251.27  Accounts Receivables - Trade, Net 369 295 313.98 251.27  Total Inventory 7 - - 20.01  Prepaid Expenses 78 51 69.23 65.2  Other Current Assets, Total 34 52 27.61 15.49","Cash and Short Term Investments 946 1308 207.19 326.99  Cash - - - -  Cash & Equivalents 946 1308 207.19 326.99  Short Term Investments - - - -  Total Receivables, Net 369 295 313.98 251.27  Accounts Receivables - Trade, Net 369 295 313.98 251.27  Total Inventory 7 - - 20.01  Prepaid Expenses 78 51 69.23 65.2  Other Current Assets, Total 34 52 27.61 15.49","Cash and Short Term Investments 946 1308 207.19 326.99  Cash - - - -  Cash & Equivalents 946 1308 207.19 326.99  Short Term Investments - - - -  Total Receivables, Net 369 295 313.98 251.27  Accounts Receivables - Trade, Net 369 295 313.98 251.27  Total Inventory 7 - - 20.01  Prepaid Expenses 78 51 69.23 65.2  Other Current Assets, Total 34 52 27.61 15.49","Cash and Short Term Investments 946 1308 207.19 326.99  Cash - - - -  Cash & Equivalents 946 1308 207.19 326.99  Short Term Investments - - - -  Total Receivables, Net 369 295 313.98 251.27  Accounts Receivables - Trade, Net 369 295 313.98 251.27  Total Inventory 7 - - 20.01  Prepaid Expenses 78 51 69.23 65.2  Other Current Assets, Total 34 52 27.61 15.49"
Cash and Short Term Investments,946,1308,207.19,326.99
Cash,-,-,-,-
Cash & Equivalents,946,1308,207.19,326.99
Short Term Investments,-,-,-,-
"Total Receivables, Net",369,295,313.98,251.27
"Accounts Receivables - Trade, Net",369,295,313.98,251.27
Total Inventory,7,-,-,20.01
Prepaid Expenses,78,51,69.23,65.2
"Other Current Assets, Total",34,52,27.61,15.49
Total Assets,1705,1747,631.65,719.72
