Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,47993,45259,39276.71,37072.48
"Cash and Short Term Investments 35206 33891 28393.59 27274.64  Cash - - - -  Cash & Equivalents 28506 27191 21693.59 20574.64  Short Term Investments 6700 6700 6700 6700  Total Receivables, Net 6651 6001 6787.73 6378.39  Accounts Receivables - Trade, Net 6651 6001 6787.73 6378.39  Total Inventory 696 787 570.14 670.29  Prepaid Expenses 5101 4276 3252.73 -  Other Current Assets, Total 339 304 272.52 2749.15","Cash and Short Term Investments 35206 33891 28393.59 27274.64  Cash - - - -  Cash & Equivalents 28506 27191 21693.59 20574.64  Short Term Investments 6700 6700 6700 6700  Total Receivables, Net 6651 6001 6787.73 6378.39  Accounts Receivables - Trade, Net 6651 6001 6787.73 6378.39  Total Inventory 696 787 570.14 670.29  Prepaid Expenses 5101 4276 3252.73 -  Other Current Assets, Total 339 304 272.52 2749.15","Cash and Short Term Investments 35206 33891 28393.59 27274.64  Cash - - - -  Cash & Equivalents 28506 27191 21693.59 20574.64  Short Term Investments 6700 6700 6700 6700  Total Receivables, Net 6651 6001 6787.73 6378.39  Accounts Receivables - Trade, Net 6651 6001 6787.73 6378.39  Total Inventory 696 787 570.14 670.29  Prepaid Expenses 5101 4276 3252.73 -  Other Current Assets, Total 339 304 272.52 2749.15","Cash and Short Term Investments 35206 33891 28393.59 27274.64  Cash - - - -  Cash & Equivalents 28506 27191 21693.59 20574.64  Short Term Investments 6700 6700 6700 6700  Total Receivables, Net 6651 6001 6787.73 6378.39  Accounts Receivables - Trade, Net 6651 6001 6787.73 6378.39  Total Inventory 696 787 570.14 670.29  Prepaid Expenses 5101 4276 3252.73 -  Other Current Assets, Total 339 304 272.52 2749.15","Cash and Short Term Investments 35206 33891 28393.59 27274.64  Cash - - - -  Cash & Equivalents 28506 27191 21693.59 20574.64  Short Term Investments 6700 6700 6700 6700  Total Receivables, Net 6651 6001 6787.73 6378.39  Accounts Receivables - Trade, Net 6651 6001 6787.73 6378.39  Total Inventory 696 787 570.14 670.29  Prepaid Expenses 5101 4276 3252.73 -  Other Current Assets, Total 339 304 272.52 2749.15"
Cash and Short Term Investments,35206,33891,28393.59,27274.64
Cash,-,-,-,-
Cash & Equivalents,28506,27191,21693.59,20574.64
Short Term Investments,6700,6700,6700,6700
"Total Receivables, Net",6651,6001,6787.73,6378.39
"Accounts Receivables - Trade, Net",6651,6001,6787.73,6378.39
Total Inventory,696,787,570.14,670.29
Prepaid Expenses,5101,4276,3252.73,-
"Other Current Assets, Total",339,304,272.52,2749.15
Total Assets,62498,59105,57168.08,51445.89
