Period Ending:,202131/12,202031/12,201931/12,201831/12
Total Current Assets,809.7,494.81,403.78,756.57
"Cash and Short Term Investments 204.92 154.86 37.03 155.99  Cash - - - -  Cash & Equivalents 204.92 154.86 37.03 155.99  Short Term Investments - - - -  Total Receivables, Net 473.57 212.71 192.8 370.43  Accounts Receivables - Trade, Net 473.57 200.01 187.96 370.43  Total Inventory 88.45 81.29 105 151.18  Prepaid Expenses 2.46 3.57 10.78 -  Other Current Assets, Total 40.3 42.38 58.17 78.98","Cash and Short Term Investments 204.92 154.86 37.03 155.99  Cash - - - -  Cash & Equivalents 204.92 154.86 37.03 155.99  Short Term Investments - - - -  Total Receivables, Net 473.57 212.71 192.8 370.43  Accounts Receivables - Trade, Net 473.57 200.01 187.96 370.43  Total Inventory 88.45 81.29 105 151.18  Prepaid Expenses 2.46 3.57 10.78 -  Other Current Assets, Total 40.3 42.38 58.17 78.98","Cash and Short Term Investments 204.92 154.86 37.03 155.99  Cash - - - -  Cash & Equivalents 204.92 154.86 37.03 155.99  Short Term Investments - - - -  Total Receivables, Net 473.57 212.71 192.8 370.43  Accounts Receivables - Trade, Net 473.57 200.01 187.96 370.43  Total Inventory 88.45 81.29 105 151.18  Prepaid Expenses 2.46 3.57 10.78 -  Other Current Assets, Total 40.3 42.38 58.17 78.98","Cash and Short Term Investments 204.92 154.86 37.03 155.99  Cash - - - -  Cash & Equivalents 204.92 154.86 37.03 155.99  Short Term Investments - - - -  Total Receivables, Net 473.57 212.71 192.8 370.43  Accounts Receivables - Trade, Net 473.57 200.01 187.96 370.43  Total Inventory 88.45 81.29 105 151.18  Prepaid Expenses 2.46 3.57 10.78 -  Other Current Assets, Total 40.3 42.38 58.17 78.98","Cash and Short Term Investments 204.92 154.86 37.03 155.99  Cash - - - -  Cash & Equivalents 204.92 154.86 37.03 155.99  Short Term Investments - - - -  Total Receivables, Net 473.57 212.71 192.8 370.43  Accounts Receivables - Trade, Net 473.57 200.01 187.96 370.43  Total Inventory 88.45 81.29 105 151.18  Prepaid Expenses 2.46 3.57 10.78 -  Other Current Assets, Total 40.3 42.38 58.17 78.98"
Cash and Short Term Investments,204.92,154.86,37.03,155.99
Cash,-,-,-,-
Cash & Equivalents,204.92,154.86,37.03,155.99
Short Term Investments,-,-,-,-
"Total Receivables, Net",473.57,212.71,192.8,370.43
"Accounts Receivables - Trade, Net",473.57,200.01,187.96,370.43
Total Inventory,88.45,81.29,105,151.18
Prepaid Expenses,2.46,3.57,10.78,-
"Other Current Assets, Total",40.3,42.38,58.17,78.98
Total Assets,1668.63,1260.08,1217.8,2526.85
"Property/Plant/Equipment, Total - Net 854.23 758.41 786.88 1670.92  Property/Plant/Equipment, Total - Gross 20520.97 21481.76 21474.2 22486.54  Accumulated Depreciation, Total -19666.74 -20723.35 -20687.32 -20815.62  Goodwill, Net - - - -  Intangibles, Net - - - 66.58  Long Term Investments 0.4 0.93 16.57 15.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 4.3 5.92 10.58 17.3  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 854.23 758.41 786.88 1670.92  Property/Plant/Equipment, Total - Gross 20520.97 21481.76 21474.2 22486.54  Accumulated Depreciation, Total -19666.74 -20723.35 -20687.32 -20815.62  Goodwill, Net - - - -  Intangibles, Net - - - 66.58  Long Term Investments 0.4 0.93 16.57 15.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 4.3 5.92 10.58 17.3  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 854.23 758.41 786.88 1670.92  Property/Plant/Equipment, Total - Gross 20520.97 21481.76 21474.2 22486.54  Accumulated Depreciation, Total -19666.74 -20723.35 -20687.32 -20815.62  Goodwill, Net - - - -  Intangibles, Net - - - 66.58  Long Term Investments 0.4 0.93 16.57 15.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 4.3 5.92 10.58 17.3  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 854.23 758.41 786.88 1670.92  Property/Plant/Equipment, Total - Gross 20520.97 21481.76 21474.2 22486.54  Accumulated Depreciation, Total -19666.74 -20723.35 -20687.32 -20815.62  Goodwill, Net - - - -  Intangibles, Net - - - 66.58  Long Term Investments 0.4 0.93 16.57 15.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 4.3 5.92 10.58 17.3  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 854.23 758.41 786.88 1670.92  Property/Plant/Equipment, Total - Gross 20520.97 21481.76 21474.2 22486.54  Accumulated Depreciation, Total -19666.74 -20723.35 -20687.32 -20815.62  Goodwill, Net - - - -  Intangibles, Net - - - 66.58  Long Term Investments 0.4 0.93 16.57 15.48  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 4.3 5.92 10.58 17.3  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",854.23,758.41,786.88,1670.92
"Property/Plant/Equipment, Total - Gross",20520.97,21481.76,21474.2,22486.54
"Accumulated Depreciation, Total",-19666.74,-20723.35,-20687.32,-20815.62
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,-,-,66.58
Long Term Investments,0.4,0.93,16.57,15.48
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",4.3,5.92,10.58,17.3
"Other Assets, Total",-,-,-,-
Total Current Liabilities,337.51,251.44,2059.11,2264.17
"Accounts Payable 72.31 16.99 42.99 55.76  Payable/Accrued - - - -  Accrued Expenses 9.14 8.07 7.66 -  Notes Payable/Short Term Debt - - 1887.5 2087.5  Current Port. of LT Debt/Capital Leases 162.82 100 - -  Other Current liabilities, Total 93.24 126.39 120.97 120.91","Accounts Payable 72.31 16.99 42.99 55.76  Payable/Accrued - - - -  Accrued Expenses 9.14 8.07 7.66 -  Notes Payable/Short Term Debt - - 1887.5 2087.5  Current Port. of LT Debt/Capital Leases 162.82 100 - -  Other Current liabilities, Total 93.24 126.39 120.97 120.91","Accounts Payable 72.31 16.99 42.99 55.76  Payable/Accrued - - - -  Accrued Expenses 9.14 8.07 7.66 -  Notes Payable/Short Term Debt - - 1887.5 2087.5  Current Port. of LT Debt/Capital Leases 162.82 100 - -  Other Current liabilities, Total 93.24 126.39 120.97 120.91","Accounts Payable 72.31 16.99 42.99 55.76  Payable/Accrued - - - -  Accrued Expenses 9.14 8.07 7.66 -  Notes Payable/Short Term Debt - - 1887.5 2087.5  Current Port. of LT Debt/Capital Leases 162.82 100 - -  Other Current liabilities, Total 93.24 126.39 120.97 120.91","Accounts Payable 72.31 16.99 42.99 55.76  Payable/Accrued - - - -  Accrued Expenses 9.14 8.07 7.66 -  Notes Payable/Short Term Debt - - 1887.5 2087.5  Current Port. of LT Debt/Capital Leases 162.82 100 - -  Other Current liabilities, Total 93.24 126.39 120.97 120.91"
Accounts Payable,72.31,16.99,42.99,55.76
Payable/Accrued,-,-,-,-
Accrued Expenses,9.14,8.07,7.66,-
Notes Payable/Short Term Debt,-,-,1887.5,2087.5
Current Port. of LT Debt/Capital Leases,162.82,100,-,-
