Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,2836575,2421281,1989292,1946790
"Cash and Short Term Investments 289975 316670 243127 249673  Cash - - - -  Cash & Equivalents 289975 316670 241803 249673  Short Term Investments - - 1324 1723  Total Receivables, Net 1111913 956369 822218 746148  Accounts Receivables - Trade, Net 1111913 954580 820698 513415  Total Inventory 1227208 988011 793852 805309  Prepaid Expenses - 16030 13727 14521  Other Current Assets, Total 207479 144201 116187 131139","Cash and Short Term Investments 289975 316670 243127 249673  Cash - - - -  Cash & Equivalents 289975 316670 241803 249673  Short Term Investments - - 1324 1723  Total Receivables, Net 1111913 956369 822218 746148  Accounts Receivables - Trade, Net 1111913 954580 820698 513415  Total Inventory 1227208 988011 793852 805309  Prepaid Expenses - 16030 13727 14521  Other Current Assets, Total 207479 144201 116187 131139","Cash and Short Term Investments 289975 316670 243127 249673  Cash - - - -  Cash & Equivalents 289975 316670 241803 249673  Short Term Investments - - 1324 1723  Total Receivables, Net 1111913 956369 822218 746148  Accounts Receivables - Trade, Net 1111913 954580 820698 513415  Total Inventory 1227208 988011 793852 805309  Prepaid Expenses - 16030 13727 14521  Other Current Assets, Total 207479 144201 116187 131139","Cash and Short Term Investments 289975 316670 243127 249673  Cash - - - -  Cash & Equivalents 289975 316670 241803 249673  Short Term Investments - - 1324 1723  Total Receivables, Net 1111913 956369 822218 746148  Accounts Receivables - Trade, Net 1111913 954580 820698 513415  Total Inventory 1227208 988011 793852 805309  Prepaid Expenses - 16030 13727 14521  Other Current Assets, Total 207479 144201 116187 131139","Cash and Short Term Investments 289975 316670 243127 249673  Cash - - - -  Cash & Equivalents 289975 316670 241803 249673  Short Term Investments - - 1324 1723  Total Receivables, Net 1111913 956369 822218 746148  Accounts Receivables - Trade, Net 1111913 954580 820698 513415  Total Inventory 1227208 988011 793852 805309  Prepaid Expenses - 16030 13727 14521  Other Current Assets, Total 207479 144201 116187 131139"
Cash and Short Term Investments,289975,316670,243127,249673
Cash,-,-,-,-
Cash & Equivalents,289975,316670,241803,249673
Short Term Investments,-,-,1324,1723
"Total Receivables, Net",1111913,956369,822218,746148
"Accounts Receivables - Trade, Net",1111913,954580,820698,513415
Total Inventory,1227208,988011,793852,805309
Prepaid Expenses,-,16030,13727,14521
