Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,3787,3293.71,3254.15,2396.23
"Cash and Short Term Investments 1323 1078.26 1107.77 863.26  Cash - - - -  Cash & Equivalents 1323 1078.26 1107.77 863.26  Short Term Investments - - - -  Total Receivables, Net 2081 1835.96 1897.45 1415.32  Accounts Receivables - Trade, Net 2081 1673.49 1782.23 1344.31  Total Inventory 170 137.15 64.12 27.07  Prepaid Expenses - - 122.17 79.91  Other Current Assets, Total 213 242.33 62.65 10.67","Cash and Short Term Investments 1323 1078.26 1107.77 863.26  Cash - - - -  Cash & Equivalents 1323 1078.26 1107.77 863.26  Short Term Investments - - - -  Total Receivables, Net 2081 1835.96 1897.45 1415.32  Accounts Receivables - Trade, Net 2081 1673.49 1782.23 1344.31  Total Inventory 170 137.15 64.12 27.07  Prepaid Expenses - - 122.17 79.91  Other Current Assets, Total 213 242.33 62.65 10.67","Cash and Short Term Investments 1323 1078.26 1107.77 863.26  Cash - - - -  Cash & Equivalents 1323 1078.26 1107.77 863.26  Short Term Investments - - - -  Total Receivables, Net 2081 1835.96 1897.45 1415.32  Accounts Receivables - Trade, Net 2081 1673.49 1782.23 1344.31  Total Inventory 170 137.15 64.12 27.07  Prepaid Expenses - - 122.17 79.91  Other Current Assets, Total 213 242.33 62.65 10.67","Cash and Short Term Investments 1323 1078.26 1107.77 863.26  Cash - - - -  Cash & Equivalents 1323 1078.26 1107.77 863.26  Short Term Investments - - - -  Total Receivables, Net 2081 1835.96 1897.45 1415.32  Accounts Receivables - Trade, Net 2081 1673.49 1782.23 1344.31  Total Inventory 170 137.15 64.12 27.07  Prepaid Expenses - - 122.17 79.91  Other Current Assets, Total 213 242.33 62.65 10.67","Cash and Short Term Investments 1323 1078.26 1107.77 863.26  Cash - - - -  Cash & Equivalents 1323 1078.26 1107.77 863.26  Short Term Investments - - - -  Total Receivables, Net 2081 1835.96 1897.45 1415.32  Accounts Receivables - Trade, Net 2081 1673.49 1782.23 1344.31  Total Inventory 170 137.15 64.12 27.07  Prepaid Expenses - - 122.17 79.91  Other Current Assets, Total 213 242.33 62.65 10.67"
Cash and Short Term Investments,1323,1078.26,1107.77,863.26
Cash,-,-,-,-
Cash & Equivalents,1323,1078.26,1107.77,863.26
Short Term Investments,-,-,-,-
"Total Receivables, Net",2081,1835.96,1897.45,1415.32
"Accounts Receivables - Trade, Net",2081,1673.49,1782.23,1344.31
Total Inventory,170,137.15,64.12,27.07
Prepaid Expenses,-,-,122.17,79.91
"Other Current Assets, Total",213,242.33,62.65,10.67
Total Assets,5602,5192.99,4927.25,4105.02
