Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1435,894,3269,4302
"Cash and Short Term Investments 803 714 2964 4116  Cash - - - -  Cash & Equivalents 803 714 2964 4116  Short Term Investments - - - -  Total Receivables, Net 572 126 173 10  Accounts Receivables - Trade, Net 572 126 77 4  Total Inventory 14 - 4 3  Prepaid Expenses 43 48 64 55  Other Current Assets, Total 3 6 64 118","Cash and Short Term Investments 803 714 2964 4116  Cash - - - -  Cash & Equivalents 803 714 2964 4116  Short Term Investments - - - -  Total Receivables, Net 572 126 173 10  Accounts Receivables - Trade, Net 572 126 77 4  Total Inventory 14 - 4 3  Prepaid Expenses 43 48 64 55  Other Current Assets, Total 3 6 64 118","Cash and Short Term Investments 803 714 2964 4116  Cash - - - -  Cash & Equivalents 803 714 2964 4116  Short Term Investments - - - -  Total Receivables, Net 572 126 173 10  Accounts Receivables - Trade, Net 572 126 77 4  Total Inventory 14 - 4 3  Prepaid Expenses 43 48 64 55  Other Current Assets, Total 3 6 64 118","Cash and Short Term Investments 803 714 2964 4116  Cash - - - -  Cash & Equivalents 803 714 2964 4116  Short Term Investments - - - -  Total Receivables, Net 572 126 173 10  Accounts Receivables - Trade, Net 572 126 77 4  Total Inventory 14 - 4 3  Prepaid Expenses 43 48 64 55  Other Current Assets, Total 3 6 64 118","Cash and Short Term Investments 803 714 2964 4116  Cash - - - -  Cash & Equivalents 803 714 2964 4116  Short Term Investments - - - -  Total Receivables, Net 572 126 173 10  Accounts Receivables - Trade, Net 572 126 77 4  Total Inventory 14 - 4 3  Prepaid Expenses 43 48 64 55  Other Current Assets, Total 3 6 64 118"
Cash and Short Term Investments,803,714,2964,4116
Cash,-,-,-,-
Cash & Equivalents,803,714,2964,4116
Short Term Investments,-,-,-,-
"Total Receivables, Net",572,126,173,10
"Accounts Receivables - Trade, Net",572,126,77,4
Total Inventory,14,-,4,3
Prepaid Expenses,43,48,64,55
"Other Current Assets, Total",3,6,64,118
Total Assets,3134,3144,5775,7946
"Property/Plant/Equipment, Total - Net 63 120 102 112  Property/Plant/Equipment, Total - Gross - 161 133 130  Accumulated Depreciation, Total - -41 -31 -18  Goodwill, Net - - - -  Intangibles, Net 1570 2079 2356 3485  Long Term Investments 60 49 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 6 2 48 47  Other Assets, Total -555 -120 - -","Property/Plant/Equipment, Total - Net 63 120 102 112  Property/Plant/Equipment, Total - Gross - 161 133 130  Accumulated Depreciation, Total - -41 -31 -18  Goodwill, Net - - - -  Intangibles, Net 1570 2079 2356 3485  Long Term Investments 60 49 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 6 2 48 47  Other Assets, Total -555 -120 - -","Property/Plant/Equipment, Total - Net 63 120 102 112  Property/Plant/Equipment, Total - Gross - 161 133 130  Accumulated Depreciation, Total - -41 -31 -18  Goodwill, Net - - - -  Intangibles, Net 1570 2079 2356 3485  Long Term Investments 60 49 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 6 2 48 47  Other Assets, Total -555 -120 - -","Property/Plant/Equipment, Total - Net 63 120 102 112  Property/Plant/Equipment, Total - Gross - 161 133 130  Accumulated Depreciation, Total - -41 -31 -18  Goodwill, Net - - - -  Intangibles, Net 1570 2079 2356 3485  Long Term Investments 60 49 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 6 2 48 47  Other Assets, Total -555 -120 - -","Property/Plant/Equipment, Total - Net 63 120 102 112  Property/Plant/Equipment, Total - Gross - 161 133 130  Accumulated Depreciation, Total - -41 -31 -18  Goodwill, Net - - - -  Intangibles, Net 1570 2079 2356 3485  Long Term Investments 60 49 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 6 2 48 47  Other Assets, Total -555 -120 - -"
"Property/Plant/Equipment, Total - Net",63,120,102,112
"Property/Plant/Equipment, Total - Gross",-,161,133,130
"Accumulated Depreciation, Total",-,-41,-31,-18
"Goodwill, Net",-,-,-,-
"Intangibles, Net",1570,2079,2356,3485
Long Term Investments,60,49,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",6,2,48,47
"Other Assets, Total",-555,-120,-,-
Total Current Liabilities,407,489,2079,925
"Accounts Payable 332 386 987 800  Payable/Accrued - - - -  Accrued Expenses 26 36 36 32  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 37 47 1039 41  Other Current liabilities, Total 12 20 17 852","Accounts Payable 332 386 987 800  Payable/Accrued - - - -  Accrued Expenses 26 36 36 32  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 37 47 1039 41  Other Current liabilities, Total 12 20 17 852","Accounts Payable 332 386 987 800  Payable/Accrued - - - -  Accrued Expenses 26 36 36 32  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 37 47 1039 41  Other Current liabilities, Total 12 20 17 852","Accounts Payable 332 386 987 800  Payable/Accrued - - - -  Accrued Expenses 26 36 36 32  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 37 47 1039 41  Other Current liabilities, Total 12 20 17 852","Accounts Payable 332 386 987 800  Payable/Accrued - - - -  Accrued Expenses 26 36 36 32  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 37 47 1039 41  Other Current liabilities, Total 12 20 17 852"
Accounts Payable,332,386,987,800
Payable/Accrued,-,-,-,-
Accrued Expenses,26,36,36,32
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,37,47,1039,41
"Other Current liabilities, Total",12,20,17,852
Total Liabilities,472,557,2123,1029
"Total Long Term Debt - 37 21 27  Long Term Debt - - - -  Capital Lease Obligations - 37 21 27  Deferred Income Tax 53 18 11 65  Minority Interest - - - -  Other Liabilities, Total 12 13 12 12","Total Long Term Debt - 37 21 27  Long Term Debt - - - -  Capital Lease Obligations - 37 21 27  Deferred Income Tax 53 18 11 65  Minority Interest - - - -  Other Liabilities, Total 12 13 12 12","Total Long Term Debt - 37 21 27  Long Term Debt - - - -  Capital Lease Obligations - 37 21 27  Deferred Income Tax 53 18 11 65  Minority Interest - - - -  Other Liabilities, Total 12 13 12 12","Total Long Term Debt - 37 21 27  Long Term Debt - - - -  Capital Lease Obligations - 37 21 27  Deferred Income Tax 53 18 11 65  Minority Interest - - - -  Other Liabilities, Total 12 13 12 12","Total Long Term Debt - 37 21 27  Long Term Debt - - - -  Capital Lease Obligations - 37 21 27  Deferred Income Tax 53 18 11 65  Minority Interest - - - -  Other Liabilities, Total 12 13 12 12"
Total Long Term Debt,-,37,21,27
Long Term Debt,-,-,-,-
Capital Lease Obligations,-,37,21,27
Deferred Income Tax,53,18,11,65
Minority Interest,-,-,-,-
"Other Liabilities, Total",12,13,12,12
Total Equity,2662,2587,3652,6917
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1436 2110 1402 960  Additional Paid-In Capital 1500 5738 5043 4630  Retained Earnings (Accumulated Deficit) -223 -5204 -2717 1400  Treasury Stock - Common -70 -70 -70 -70  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 19 13 -6 -3","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1436 2110 1402 960  Additional Paid-In Capital 1500 5738 5043 4630  Retained Earnings (Accumulated Deficit) -223 -5204 -2717 1400  Treasury Stock - Common -70 -70 -70 -70  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 19 13 -6 -3","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1436 2110 1402 960  Additional Paid-In Capital 1500 5738 5043 4630  Retained Earnings (Accumulated Deficit) -223 -5204 -2717 1400  Treasury Stock - Common -70 -70 -70 -70  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 19 13 -6 -3","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1436 2110 1402 960  Additional Paid-In Capital 1500 5738 5043 4630  Retained Earnings (Accumulated Deficit) -223 -5204 -2717 1400  Treasury Stock - Common -70 -70 -70 -70  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 19 13 -6 -3","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1436 2110 1402 960  Additional Paid-In Capital 1500 5738 5043 4630  Retained Earnings (Accumulated Deficit) -223 -5204 -2717 1400  Treasury Stock - Common -70 -70 -70 -70  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 19 13 -6 -3"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1436,2110,1402,960
Additional Paid-In Capital,1500,5738,5043,4630
Retained Earnings (Accumulated Deficit),-223,-5204,-2717,1400
Treasury Stock - Common,-70,-70,-70,-70
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",19,13,-6,-3
Total Liabilities & Shareholders' Equity,3134,3144,5775,7946
Total Common Shares Outstanding,167.97,133.51,122.64,116.4
Total Preferred Shares Outstanding,-,-,-,-
