Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1464,1743,1372.38,1962.68
"Cash and Short Term Investments 67 91 770.09 712.63  Cash - - - -  Cash & Equivalents 67 91 770.09 712.63  Short Term Investments - - - -  Total Receivables, Net 1097 1377 160.21 667.69  Accounts Receivables - Trade, Net 1091 1367 -257.91 317.81  Total Inventory 133 244 399.41 40.36  Prepaid Expenses - 0.08 0.34 420.76  Other Current Assets, Total 167 31 42.33 121.25","Cash and Short Term Investments 67 91 770.09 712.63  Cash - - - -  Cash & Equivalents 67 91 770.09 712.63  Short Term Investments - - - -  Total Receivables, Net 1097 1377 160.21 667.69  Accounts Receivables - Trade, Net 1091 1367 -257.91 317.81  Total Inventory 133 244 399.41 40.36  Prepaid Expenses - 0.08 0.34 420.76  Other Current Assets, Total 167 31 42.33 121.25","Cash and Short Term Investments 67 91 770.09 712.63  Cash - - - -  Cash & Equivalents 67 91 770.09 712.63  Short Term Investments - - - -  Total Receivables, Net 1097 1377 160.21 667.69  Accounts Receivables - Trade, Net 1091 1367 -257.91 317.81  Total Inventory 133 244 399.41 40.36  Prepaid Expenses - 0.08 0.34 420.76  Other Current Assets, Total 167 31 42.33 121.25","Cash and Short Term Investments 67 91 770.09 712.63  Cash - - - -  Cash & Equivalents 67 91 770.09 712.63  Short Term Investments - - - -  Total Receivables, Net 1097 1377 160.21 667.69  Accounts Receivables - Trade, Net 1091 1367 -257.91 317.81  Total Inventory 133 244 399.41 40.36  Prepaid Expenses - 0.08 0.34 420.76  Other Current Assets, Total 167 31 42.33 121.25","Cash and Short Term Investments 67 91 770.09 712.63  Cash - - - -  Cash & Equivalents 67 91 770.09 712.63  Short Term Investments - - - -  Total Receivables, Net 1097 1377 160.21 667.69  Accounts Receivables - Trade, Net 1091 1367 -257.91 317.81  Total Inventory 133 244 399.41 40.36  Prepaid Expenses - 0.08 0.34 420.76  Other Current Assets, Total 167 31 42.33 121.25"
Cash and Short Term Investments,67,91,770.09,712.63
Cash,-,-,-,-
Cash & Equivalents,67,91,770.09,712.63
Short Term Investments,-,-,-,-
"Total Receivables, Net",1097,1377,160.21,667.69
"Accounts Receivables - Trade, Net",1091,1367,-257.91,317.81
Total Inventory,133,244,399.41,40.36
Prepaid Expenses,-,0.08,0.34,420.76
"Other Current Assets, Total",167,31,42.33,121.25
Total Assets,1500,1773,1476.46,2546.19
"Property/Plant/Equipment, Total - Net 11 11 10.99 254.61  Property/Plant/Equipment, Total - Gross - 48.39 325.44 407.86  Accumulated Depreciation, Total - -36.91 -314.45 -153.25  Goodwill, Net - - - 91.58  Intangibles, Net 8 1 1.46 3.1  Long Term Investments -864 -873 - -  Note Receivable - Long Term 6 10 3037.28 3018.14  Other Long Term Assets, Total 2 1 -2945.66 -2783.92  Other Assets, Total 82 -212 - -","Property/Plant/Equipment, Total - Net 11 11 10.99 254.61  Property/Plant/Equipment, Total - Gross - 48.39 325.44 407.86  Accumulated Depreciation, Total - -36.91 -314.45 -153.25  Goodwill, Net - - - 91.58  Intangibles, Net 8 1 1.46 3.1  Long Term Investments -864 -873 - -  Note Receivable - Long Term 6 10 3037.28 3018.14  Other Long Term Assets, Total 2 1 -2945.66 -2783.92  Other Assets, Total 82 -212 - -","Property/Plant/Equipment, Total - Net 11 11 10.99 254.61  Property/Plant/Equipment, Total - Gross - 48.39 325.44 407.86  Accumulated Depreciation, Total - -36.91 -314.45 -153.25  Goodwill, Net - - - 91.58  Intangibles, Net 8 1 1.46 3.1  Long Term Investments -864 -873 - -  Note Receivable - Long Term 6 10 3037.28 3018.14  Other Long Term Assets, Total 2 1 -2945.66 -2783.92  Other Assets, Total 82 -212 - -","Property/Plant/Equipment, Total - Net 11 11 10.99 254.61  Property/Plant/Equipment, Total - Gross - 48.39 325.44 407.86  Accumulated Depreciation, Total - -36.91 -314.45 -153.25  Goodwill, Net - - - 91.58  Intangibles, Net 8 1 1.46 3.1  Long Term Investments -864 -873 - -  Note Receivable - Long Term 6 10 3037.28 3018.14  Other Long Term Assets, Total 2 1 -2945.66 -2783.92  Other Assets, Total 82 -212 - -","Property/Plant/Equipment, Total - Net 11 11 10.99 254.61  Property/Plant/Equipment, Total - Gross - 48.39 325.44 407.86  Accumulated Depreciation, Total - -36.91 -314.45 -153.25  Goodwill, Net - - - 91.58  Intangibles, Net 8 1 1.46 3.1  Long Term Investments -864 -873 - -  Note Receivable - Long Term 6 10 3037.28 3018.14  Other Long Term Assets, Total 2 1 -2945.66 -2783.92  Other Assets, Total 82 -212 - -"
"Property/Plant/Equipment, Total - Net",11,11,10.99,254.61
"Property/Plant/Equipment, Total - Gross",-,48.39,325.44,407.86
"Accumulated Depreciation, Total",-,-36.91,-314.45,-153.25
"Goodwill, Net",-,-,-,91.58
"Intangibles, Net",8,1,1.46,3.1
Long Term Investments,-864,-873,-,-
Note Receivable - Long Term,6,10,3037.28,3018.14
"Other Long Term Assets, Total",2,1,-2945.66,-2783.92
"Other Assets, Total",82,-212,-,-
Total Current Liabilities,396,948,180.89,684.32
"Accounts Payable 195 775 28.52 287.39  Payable/Accrued - 103 - -  Accrued Expenses - 9.72 5.39 38.29  Notes Payable/Short Term Debt 43 103 - -  Current Port. of LT Debt/Capital Leases - - - 49.1  Other Current liabilities, Total 158 70 146.98 309.54","Accounts Payable 195 775 28.52 287.39  Payable/Accrued - 103 - -  Accrued Expenses - 9.72 5.39 38.29  Notes Payable/Short Term Debt 43 103 - -  Current Port. of LT Debt/Capital Leases - - - 49.1  Other Current liabilities, Total 158 70 146.98 309.54","Accounts Payable 195 775 28.52 287.39  Payable/Accrued - 103 - -  Accrued Expenses - 9.72 5.39 38.29  Notes Payable/Short Term Debt 43 103 - -  Current Port. of LT Debt/Capital Leases - - - 49.1  Other Current liabilities, Total 158 70 146.98 309.54","Accounts Payable 195 775 28.52 287.39  Payable/Accrued - 103 - -  Accrued Expenses - 9.72 5.39 38.29  Notes Payable/Short Term Debt 43 103 - -  Current Port. of LT Debt/Capital Leases - - - 49.1  Other Current liabilities, Total 158 70 146.98 309.54","Accounts Payable 195 775 28.52 287.39  Payable/Accrued - 103 - -  Accrued Expenses - 9.72 5.39 38.29  Notes Payable/Short Term Debt 43 103 - -  Current Port. of LT Debt/Capital Leases - - - 49.1  Other Current liabilities, Total 158 70 146.98 309.54"
Accounts Payable,195,775,28.52,287.39
Payable/Accrued,-,103,-,-
Accrued Expenses,-,9.72,5.39,38.29
Notes Payable/Short Term Debt,43,103,-,-
Current Port. of LT Debt/Capital Leases,-,-,-,49.1
"Other Current liabilities, Total",158,70,146.98,309.54
Total Liabilities,426,982,214.43,1639.95
