Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,18854,17876.59,15565.16,15334.04
"Cash and Short Term Investments 5722 4585.06 5158.94 4471.72  Cash - - - -  Cash & Equivalents 5705 4585.06 5158.94 4471.72  Short Term Investments 17 - - -  Total Receivables, Net 11964 12104.83 9608.15 10023.28  Accounts Receivables - Trade, Net 11876 10938.57 8092.61 7798.77  Total Inventory 1145 1142.27 751.02 778.52  Prepaid Expenses 18 22.47 19.56 19.54  Other Current Assets, Total 5 21.96 27.49 40.98","Cash and Short Term Investments 5722 4585.06 5158.94 4471.72  Cash - - - -  Cash & Equivalents 5705 4585.06 5158.94 4471.72  Short Term Investments 17 - - -  Total Receivables, Net 11964 12104.83 9608.15 10023.28  Accounts Receivables - Trade, Net 11876 10938.57 8092.61 7798.77  Total Inventory 1145 1142.27 751.02 778.52  Prepaid Expenses 18 22.47 19.56 19.54  Other Current Assets, Total 5 21.96 27.49 40.98","Cash and Short Term Investments 5722 4585.06 5158.94 4471.72  Cash - - - -  Cash & Equivalents 5705 4585.06 5158.94 4471.72  Short Term Investments 17 - - -  Total Receivables, Net 11964 12104.83 9608.15 10023.28  Accounts Receivables - Trade, Net 11876 10938.57 8092.61 7798.77  Total Inventory 1145 1142.27 751.02 778.52  Prepaid Expenses 18 22.47 19.56 19.54  Other Current Assets, Total 5 21.96 27.49 40.98","Cash and Short Term Investments 5722 4585.06 5158.94 4471.72  Cash - - - -  Cash & Equivalents 5705 4585.06 5158.94 4471.72  Short Term Investments 17 - - -  Total Receivables, Net 11964 12104.83 9608.15 10023.28  Accounts Receivables - Trade, Net 11876 10938.57 8092.61 7798.77  Total Inventory 1145 1142.27 751.02 778.52  Prepaid Expenses 18 22.47 19.56 19.54  Other Current Assets, Total 5 21.96 27.49 40.98","Cash and Short Term Investments 5722 4585.06 5158.94 4471.72  Cash - - - -  Cash & Equivalents 5705 4585.06 5158.94 4471.72  Short Term Investments 17 - - -  Total Receivables, Net 11964 12104.83 9608.15 10023.28  Accounts Receivables - Trade, Net 11876 10938.57 8092.61 7798.77  Total Inventory 1145 1142.27 751.02 778.52  Prepaid Expenses 18 22.47 19.56 19.54  Other Current Assets, Total 5 21.96 27.49 40.98"
Cash and Short Term Investments,5722,4585.06,5158.94,4471.72
Cash,-,-,-,-
Cash & Equivalents,5705,4585.06,5158.94,4471.72
Short Term Investments,17,-,-,-
"Total Receivables, Net",11964,12104.83,9608.15,10023.28
"Accounts Receivables - Trade, Net",11876,10938.57,8092.61,7798.77
Total Inventory,1145,1142.27,751.02,778.52
Prepaid Expenses,18,22.47,19.56,19.54
"Other Current Assets, Total",5,21.96,27.49,40.98
Total Assets,24392,23255.64,21032.97,20606.97
"Property/Plant/Equipment, Total - Net 4089 3986.71 4136.98 4137.72  Property/Plant/Equipment, Total - Gross - 12520.64 12352.95 12093.2  Accumulated Depreciation, Total - -8533.93 -8215.97 -7955.49  Goodwill, Net - - - -  Intangibles, Net 82 90.23 91.04 72.25  Long Term Investments 1265 388.15 382.55 313.56  Note Receivable - Long Term 88 71 80.96 33.29  Other Long Term Assets, Total 1 842.96 776.28 716.1  Other Assets, Total -10696 - - -","Property/Plant/Equipment, Total - Net 4089 3986.71 4136.98 4137.72  Property/Plant/Equipment, Total - Gross - 12520.64 12352.95 12093.2  Accumulated Depreciation, Total - -8533.93 -8215.97 -7955.49  Goodwill, Net - - - -  Intangibles, Net 82 90.23 91.04 72.25  Long Term Investments 1265 388.15 382.55 313.56  Note Receivable - Long Term 88 71 80.96 33.29  Other Long Term Assets, Total 1 842.96 776.28 716.1  Other Assets, Total -10696 - - -","Property/Plant/Equipment, Total - Net 4089 3986.71 4136.98 4137.72  Property/Plant/Equipment, Total - Gross - 12520.64 12352.95 12093.2  Accumulated Depreciation, Total - -8533.93 -8215.97 -7955.49  Goodwill, Net - - - -  Intangibles, Net 82 90.23 91.04 72.25  Long Term Investments 1265 388.15 382.55 313.56  Note Receivable - Long Term 88 71 80.96 33.29  Other Long Term Assets, Total 1 842.96 776.28 716.1  Other Assets, Total -10696 - - -","Property/Plant/Equipment, Total - Net 4089 3986.71 4136.98 4137.72  Property/Plant/Equipment, Total - Gross - 12520.64 12352.95 12093.2  Accumulated Depreciation, Total - -8533.93 -8215.97 -7955.49  Goodwill, Net - - - -  Intangibles, Net 82 90.23 91.04 72.25  Long Term Investments 1265 388.15 382.55 313.56  Note Receivable - Long Term 88 71 80.96 33.29  Other Long Term Assets, Total 1 842.96 776.28 716.1  Other Assets, Total -10696 - - -","Property/Plant/Equipment, Total - Net 4089 3986.71 4136.98 4137.72  Property/Plant/Equipment, Total - Gross - 12520.64 12352.95 12093.2  Accumulated Depreciation, Total - -8533.93 -8215.97 -7955.49  Goodwill, Net - - - -  Intangibles, Net 82 90.23 91.04 72.25  Long Term Investments 1265 388.15 382.55 313.56  Note Receivable - Long Term 88 71 80.96 33.29  Other Long Term Assets, Total 1 842.96 776.28 716.1  Other Assets, Total -10696 - - -"
"Property/Plant/Equipment, Total - Net",4089,3986.71,4136.98,4137.72
"Property/Plant/Equipment, Total - Gross",-,12520.64,12352.95,12093.2
"Accumulated Depreciation, Total",-,-8533.93,-8215.97,-7955.49
"Goodwill, Net",-,-,-,-
"Intangibles, Net",82,90.23,91.04,72.25
Long Term Investments,1265,388.15,382.55,313.56
Note Receivable - Long Term,88,71,80.96,33.29
"Other Long Term Assets, Total",1,842.96,776.28,716.1
"Other Assets, Total",-10696,-,-,-
Total Current Liabilities,8713,8379.24,6598.52,7139.38
"Accounts Payable 7605 7660.86 5330.32 5662.21  Payable/Accrued - - - -  Accrued Expenses 298 203.47 384.54 463.8  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 36 110 122.6 163.6  Other Current liabilities, Total 774 404.9 761.06 849.77","Accounts Payable 7605 7660.86 5330.32 5662.21  Payable/Accrued - - - -  Accrued Expenses 298 203.47 384.54 463.8  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 36 110 122.6 163.6  Other Current liabilities, Total 774 404.9 761.06 849.77","Accounts Payable 7605 7660.86 5330.32 5662.21  Payable/Accrued - - - -  Accrued Expenses 298 203.47 384.54 463.8  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 36 110 122.6 163.6  Other Current liabilities, Total 774 404.9 761.06 849.77","Accounts Payable 7605 7660.86 5330.32 5662.21  Payable/Accrued - - - -  Accrued Expenses 298 203.47 384.54 463.8  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 36 110 122.6 163.6  Other Current liabilities, Total 774 404.9 761.06 849.77","Accounts Payable 7605 7660.86 5330.32 5662.21  Payable/Accrued - - - -  Accrued Expenses 298 203.47 384.54 463.8  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 36 110 122.6 163.6  Other Current liabilities, Total 774 404.9 761.06 849.77"
Accounts Payable,7605,7660.86,5330.32,5662.21
