Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Current Assets,-,8692,6490,6595.33
"Cash and Short Term Investments - 2023 2462 1152.62  Cash - - - -  Cash & Equivalents - 2023 2462 1152.62  Short Term Investments - 1699.43 - -  Total Receivables, Net 2050 2100 689 528.09  Accounts Receivables - Trade, Net - 1825 138 519.54  Total Inventory 4093 4250 2966 3818.9  Prepaid Expenses - 148 133 1064.92  Other Current Assets, Total 113 171 240 30.8","Cash and Short Term Investments - 2023 2462 1152.62  Cash - - - -  Cash & Equivalents - 2023 2462 1152.62  Short Term Investments - 1699.43 - -  Total Receivables, Net 2050 2100 689 528.09  Accounts Receivables - Trade, Net - 1825 138 519.54  Total Inventory 4093 4250 2966 3818.9  Prepaid Expenses - 148 133 1064.92  Other Current Assets, Total 113 171 240 30.8","Cash and Short Term Investments - 2023 2462 1152.62  Cash - - - -  Cash & Equivalents - 2023 2462 1152.62  Short Term Investments - 1699.43 - -  Total Receivables, Net 2050 2100 689 528.09  Accounts Receivables - Trade, Net - 1825 138 519.54  Total Inventory 4093 4250 2966 3818.9  Prepaid Expenses - 148 133 1064.92  Other Current Assets, Total 113 171 240 30.8","Cash and Short Term Investments - 2023 2462 1152.62  Cash - - - -  Cash & Equivalents - 2023 2462 1152.62  Short Term Investments - 1699.43 - -  Total Receivables, Net 2050 2100 689 528.09  Accounts Receivables - Trade, Net - 1825 138 519.54  Total Inventory 4093 4250 2966 3818.9  Prepaid Expenses - 148 133 1064.92  Other Current Assets, Total 113 171 240 30.8","Cash and Short Term Investments - 2023 2462 1152.62  Cash - - - -  Cash & Equivalents - 2023 2462 1152.62  Short Term Investments - 1699.43 - -  Total Receivables, Net 2050 2100 689 528.09  Accounts Receivables - Trade, Net - 1825 138 519.54  Total Inventory 4093 4250 2966 3818.9  Prepaid Expenses - 148 133 1064.92  Other Current Assets, Total 113 171 240 30.8"
Cash and Short Term Investments,-,2023,2462,1152.62
Cash,-,-,-,-
Cash & Equivalents,-,2023,2462,1152.62
Short Term Investments,-,1699.43,-,-
"Total Receivables, Net",2050,2100,689,528.09
"Accounts Receivables - Trade, Net",-,1825,138,519.54
Total Inventory,4093,4250,2966,3818.9
Prepaid Expenses,-,148,133,1064.92
"Other Current Assets, Total",113,171,240,30.8
Total Assets,-,10715,8224,7586.27
"Property/Plant/Equipment, Total - Net - 1322 1087 316.3  Property/Plant/Equipment, Total - Gross - 1693.9 1182.29 371.91  Accumulated Depreciation, Total - -371.43 -94.78 -55.61  Goodwill, Net - 195 - -  Intangibles, Net - 21 28 49.4  Long Term Investments - 377 555 178.56  Note Receivable - Long Term 121 275 551 -  Other Long Term Assets, Total - 1 2 446.68  Other Assets, Total 2229 2428 2579 -","Property/Plant/Equipment, Total - Net - 1322 1087 316.3  Property/Plant/Equipment, Total - Gross - 1693.9 1182.29 371.91  Accumulated Depreciation, Total - -371.43 -94.78 -55.61  Goodwill, Net - 195 - -  Intangibles, Net - 21 28 49.4  Long Term Investments - 377 555 178.56  Note Receivable - Long Term 121 275 551 -  Other Long Term Assets, Total - 1 2 446.68  Other Assets, Total 2229 2428 2579 -","Property/Plant/Equipment, Total - Net - 1322 1087 316.3  Property/Plant/Equipment, Total - Gross - 1693.9 1182.29 371.91  Accumulated Depreciation, Total - -371.43 -94.78 -55.61  Goodwill, Net - 195 - -  Intangibles, Net - 21 28 49.4  Long Term Investments - 377 555 178.56  Note Receivable - Long Term 121 275 551 -  Other Long Term Assets, Total - 1 2 446.68  Other Assets, Total 2229 2428 2579 -","Property/Plant/Equipment, Total - Net - 1322 1087 316.3  Property/Plant/Equipment, Total - Gross - 1693.9 1182.29 371.91  Accumulated Depreciation, Total - -371.43 -94.78 -55.61  Goodwill, Net - 195 - -  Intangibles, Net - 21 28 49.4  Long Term Investments - 377 555 178.56  Note Receivable - Long Term 121 275 551 -  Other Long Term Assets, Total - 1 2 446.68  Other Assets, Total 2229 2428 2579 -","Property/Plant/Equipment, Total - Net - 1322 1087 316.3  Property/Plant/Equipment, Total - Gross - 1693.9 1182.29 371.91  Accumulated Depreciation, Total - -371.43 -94.78 -55.61  Goodwill, Net - 195 - -  Intangibles, Net - 21 28 49.4  Long Term Investments - 377 555 178.56  Note Receivable - Long Term 121 275 551 -  Other Long Term Assets, Total - 1 2 446.68  Other Assets, Total 2229 2428 2579 -"
"Property/Plant/Equipment, Total - Net",-,1322,1087,316.3
"Property/Plant/Equipment, Total - Gross",-,1693.9,1182.29,371.91
"Accumulated Depreciation, Total",-,-371.43,-94.78,-55.61
