Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2367,1929.43,1473.2,1141.64
"Cash and Short Term Investments 2065 1642.32 1135.8 788.55  Cash - - - -  Cash & Equivalents 2065 1642.32 1135.8 788.55  Short Term Investments - - - -  Total Receivables, Net 268 249.47 290.85 327.92  Accounts Receivables - Trade, Net 268 224.17 233.26 284.41  Total Inventory 8 10.88 16.13 9.46  Prepaid Expenses 22 21.55 26.73 15.6  Other Current Assets, Total 4 5.22 3.7 0.11","Cash and Short Term Investments 2065 1642.32 1135.8 788.55  Cash - - - -  Cash & Equivalents 2065 1642.32 1135.8 788.55  Short Term Investments - - - -  Total Receivables, Net 268 249.47 290.85 327.92  Accounts Receivables - Trade, Net 268 224.17 233.26 284.41  Total Inventory 8 10.88 16.13 9.46  Prepaid Expenses 22 21.55 26.73 15.6  Other Current Assets, Total 4 5.22 3.7 0.11","Cash and Short Term Investments 2065 1642.32 1135.8 788.55  Cash - - - -  Cash & Equivalents 2065 1642.32 1135.8 788.55  Short Term Investments - - - -  Total Receivables, Net 268 249.47 290.85 327.92  Accounts Receivables - Trade, Net 268 224.17 233.26 284.41  Total Inventory 8 10.88 16.13 9.46  Prepaid Expenses 22 21.55 26.73 15.6  Other Current Assets, Total 4 5.22 3.7 0.11","Cash and Short Term Investments 2065 1642.32 1135.8 788.55  Cash - - - -  Cash & Equivalents 2065 1642.32 1135.8 788.55  Short Term Investments - - - -  Total Receivables, Net 268 249.47 290.85 327.92  Accounts Receivables - Trade, Net 268 224.17 233.26 284.41  Total Inventory 8 10.88 16.13 9.46  Prepaid Expenses 22 21.55 26.73 15.6  Other Current Assets, Total 4 5.22 3.7 0.11","Cash and Short Term Investments 2065 1642.32 1135.8 788.55  Cash - - - -  Cash & Equivalents 2065 1642.32 1135.8 788.55  Short Term Investments - - - -  Total Receivables, Net 268 249.47 290.85 327.92  Accounts Receivables - Trade, Net 268 224.17 233.26 284.41  Total Inventory 8 10.88 16.13 9.46  Prepaid Expenses 22 21.55 26.73 15.6  Other Current Assets, Total 4 5.22 3.7 0.11"
Cash and Short Term Investments,2065,1642.32,1135.8,788.55
Cash,-,-,-,-
Cash & Equivalents,2065,1642.32,1135.8,788.55
Short Term Investments,-,-,-,-
"Total Receivables, Net",268,249.47,290.85,327.92
"Accounts Receivables - Trade, Net",268,224.17,233.26,284.41
Total Inventory,8,10.88,16.13,9.46
Prepaid Expenses,22,21.55,26.73,15.6
"Other Current Assets, Total",4,5.22,3.7,0.11
Total Assets,3261,2649.05,2098.99,1430.13
"Property/Plant/Equipment, Total - Net 55 13.75 11.19 11.72  Property/Plant/Equipment, Total - Gross - - 0.08 18.39  Accumulated Depreciation, Total - - - -6.75  Goodwill, Net 238 261.79 284.85 49.2  Intangibles, Net 433 374.7 265.37 203.63  Long Term Investments 130 20 20 -  Note Receivable - Long Term - 36.36 36.36 -  Other Long Term Assets, Total 2 13.02 8.02 23.95  Other Assets, Total -220 - - -","Property/Plant/Equipment, Total - Net 55 13.75 11.19 11.72  Property/Plant/Equipment, Total - Gross - - 0.08 18.39  Accumulated Depreciation, Total - - - -6.75  Goodwill, Net 238 261.79 284.85 49.2  Intangibles, Net 433 374.7 265.37 203.63  Long Term Investments 130 20 20 -  Note Receivable - Long Term - 36.36 36.36 -  Other Long Term Assets, Total 2 13.02 8.02 23.95  Other Assets, Total -220 - - -","Property/Plant/Equipment, Total - Net 55 13.75 11.19 11.72  Property/Plant/Equipment, Total - Gross - - 0.08 18.39  Accumulated Depreciation, Total - - - -6.75  Goodwill, Net 238 261.79 284.85 49.2  Intangibles, Net 433 374.7 265.37 203.63  Long Term Investments 130 20 20 -  Note Receivable - Long Term - 36.36 36.36 -  Other Long Term Assets, Total 2 13.02 8.02 23.95  Other Assets, Total -220 - - -","Property/Plant/Equipment, Total - Net 55 13.75 11.19 11.72  Property/Plant/Equipment, Total - Gross - - 0.08 18.39  Accumulated Depreciation, Total - - - -6.75  Goodwill, Net 238 261.79 284.85 49.2  Intangibles, Net 433 374.7 265.37 203.63  Long Term Investments 130 20 20 -  Note Receivable - Long Term - 36.36 36.36 -  Other Long Term Assets, Total 2 13.02 8.02 23.95  Other Assets, Total -220 - - -","Property/Plant/Equipment, Total - Net 55 13.75 11.19 11.72  Property/Plant/Equipment, Total - Gross - - 0.08 18.39  Accumulated Depreciation, Total - - - -6.75  Goodwill, Net 238 261.79 284.85 49.2  Intangibles, Net 433 374.7 265.37 203.63  Long Term Investments 130 20 20 -  Note Receivable - Long Term - 36.36 36.36 -  Other Long Term Assets, Total 2 13.02 8.02 23.95  Other Assets, Total -220 - - -"
"Property/Plant/Equipment, Total - Net",55,13.75,11.19,11.72
"Property/Plant/Equipment, Total - Gross",-,-,0.08,18.39
"Accumulated Depreciation, Total",-,-,-,-6.75
"Goodwill, Net",238,261.79,284.85,49.2
"Intangibles, Net",433,374.7,265.37,203.63
Long Term Investments,130,20,20,-
Note Receivable - Long Term,-,36.36,36.36,-
"Other Long Term Assets, Total",2,13.02,8.02,23.95
"Other Assets, Total",-220,-,-,-
Total Current Liabilities,1535,1222.87,1017.12,592.91
