Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,2200,2485.83,2562.59,1972.37
"Cash and Short Term Investments 1406 1305.11 1229.06 925.04  Cash - - - -  Cash & Equivalents 1406 1305.11 1229.06 925.04  Short Term Investments - - - -  Total Receivables, Net 678 1097.9 1269.21 986.7  Accounts Receivables - Trade, Net 628 1097.9 1232.18 986.7  Total Inventory 42 16.38 18.84 21.94  Prepaid Expenses 33 42.98 33.18 30.56  Other Current Assets, Total 41 23.47 12.29 8.12","Cash and Short Term Investments 1406 1305.11 1229.06 925.04  Cash - - - -  Cash & Equivalents 1406 1305.11 1229.06 925.04  Short Term Investments - - - -  Total Receivables, Net 678 1097.9 1269.21 986.7  Accounts Receivables - Trade, Net 628 1097.9 1232.18 986.7  Total Inventory 42 16.38 18.84 21.94  Prepaid Expenses 33 42.98 33.18 30.56  Other Current Assets, Total 41 23.47 12.29 8.12","Cash and Short Term Investments 1406 1305.11 1229.06 925.04  Cash - - - -  Cash & Equivalents 1406 1305.11 1229.06 925.04  Short Term Investments - - - -  Total Receivables, Net 678 1097.9 1269.21 986.7  Accounts Receivables - Trade, Net 628 1097.9 1232.18 986.7  Total Inventory 42 16.38 18.84 21.94  Prepaid Expenses 33 42.98 33.18 30.56  Other Current Assets, Total 41 23.47 12.29 8.12","Cash and Short Term Investments 1406 1305.11 1229.06 925.04  Cash - - - -  Cash & Equivalents 1406 1305.11 1229.06 925.04  Short Term Investments - - - -  Total Receivables, Net 678 1097.9 1269.21 986.7  Accounts Receivables - Trade, Net 628 1097.9 1232.18 986.7  Total Inventory 42 16.38 18.84 21.94  Prepaid Expenses 33 42.98 33.18 30.56  Other Current Assets, Total 41 23.47 12.29 8.12","Cash and Short Term Investments 1406 1305.11 1229.06 925.04  Cash - - - -  Cash & Equivalents 1406 1305.11 1229.06 925.04  Short Term Investments - - - -  Total Receivables, Net 678 1097.9 1269.21 986.7  Accounts Receivables - Trade, Net 628 1097.9 1232.18 986.7  Total Inventory 42 16.38 18.84 21.94  Prepaid Expenses 33 42.98 33.18 30.56  Other Current Assets, Total 41 23.47 12.29 8.12"
Cash and Short Term Investments,1406,1305.11,1229.06,925.04
Cash,-,-,-,-
Cash & Equivalents,1406,1305.11,1229.06,925.04
Short Term Investments,-,-,-,-
"Total Receivables, Net",678,1097.9,1269.21,986.7
"Accounts Receivables - Trade, Net",628,1097.9,1232.18,986.7
Total Inventory,42,16.38,18.84,21.94
Prepaid Expenses,33,42.98,33.18,30.56
"Other Current Assets, Total",41,23.47,12.29,8.12
Total Assets,3255,3260.05,3045.06,2676.95
