Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Current Assets,8958,9051.21,8448.59,7573.21
"Cash and Short Term Investments 5305 4505.86 3639.7 3497.24  Cash - - - -  Cash & Equivalents 5305 4505.86 3639.7 3497.24  Short Term Investments - - - -  Total Receivables, Net 3272 1224.79 1196.29 930.88  Accounts Receivables - Trade, Net 3272 1224.79 1196.29 930.88  Total Inventory 138 3071.99 3387.43 2972.72  Prepaid Expenses - 126.5 20.92 32.4  Other Current Assets, Total 243 122.07 204.25 139.97","Cash and Short Term Investments 5305 4505.86 3639.7 3497.24  Cash - - - -  Cash & Equivalents 5305 4505.86 3639.7 3497.24  Short Term Investments - - - -  Total Receivables, Net 3272 1224.79 1196.29 930.88  Accounts Receivables - Trade, Net 3272 1224.79 1196.29 930.88  Total Inventory 138 3071.99 3387.43 2972.72  Prepaid Expenses - 126.5 20.92 32.4  Other Current Assets, Total 243 122.07 204.25 139.97","Cash and Short Term Investments 5305 4505.86 3639.7 3497.24  Cash - - - -  Cash & Equivalents 5305 4505.86 3639.7 3497.24  Short Term Investments - - - -  Total Receivables, Net 3272 1224.79 1196.29 930.88  Accounts Receivables - Trade, Net 3272 1224.79 1196.29 930.88  Total Inventory 138 3071.99 3387.43 2972.72  Prepaid Expenses - 126.5 20.92 32.4  Other Current Assets, Total 243 122.07 204.25 139.97","Cash and Short Term Investments 5305 4505.86 3639.7 3497.24  Cash - - - -  Cash & Equivalents 5305 4505.86 3639.7 3497.24  Short Term Investments - - - -  Total Receivables, Net 3272 1224.79 1196.29 930.88  Accounts Receivables - Trade, Net 3272 1224.79 1196.29 930.88  Total Inventory 138 3071.99 3387.43 2972.72  Prepaid Expenses - 126.5 20.92 32.4  Other Current Assets, Total 243 122.07 204.25 139.97","Cash and Short Term Investments 5305 4505.86 3639.7 3497.24  Cash - - - -  Cash & Equivalents 5305 4505.86 3639.7 3497.24  Short Term Investments - - - -  Total Receivables, Net 3272 1224.79 1196.29 930.88  Accounts Receivables - Trade, Net 3272 1224.79 1196.29 930.88  Total Inventory 138 3071.99 3387.43 2972.72  Prepaid Expenses - 126.5 20.92 32.4  Other Current Assets, Total 243 122.07 204.25 139.97"
Cash and Short Term Investments,5305,4505.86,3639.7,3497.24
Cash,-,-,-,-
Cash & Equivalents,5305,4505.86,3639.7,3497.24
Short Term Investments,-,-,-,-
"Total Receivables, Net",3272,1224.79,1196.29,930.88
"Accounts Receivables - Trade, Net",3272,1224.79,1196.29,930.88
Total Inventory,138,3071.99,3387.43,2972.72
Prepaid Expenses,-,126.5,20.92,32.4
"Other Current Assets, Total",243,122.07,204.25,139.97
Total Assets,11415,11848,11150.21,9895.87
