Period Ending:,202320/01,202220/01,202120/01,202020/01
Total Current Assets,81113,78546,80336,81968
"Cash and Short Term Investments 44280 47286 51569 49529  Cash - - - -  Cash & Equivalents 27180 27583 32569 32629  Short Term Investments 17100 19703 19000 16900  Total Receivables, Net 23863 21082 19574 22562  Accounts Receivables - Trade, Net 18772 17650 15941 18338  Total Inventory 11587 8762 8103 8443  Prepaid Expenses 808 869 756 776  Other Current Assets, Total 575 547 334 658","Cash and Short Term Investments 44280 47286 51569 49529  Cash - - - -  Cash & Equivalents 27180 27583 32569 32629  Short Term Investments 17100 19703 19000 16900  Total Receivables, Net 23863 21082 19574 22562  Accounts Receivables - Trade, Net 18772 17650 15941 18338  Total Inventory 11587 8762 8103 8443  Prepaid Expenses 808 869 756 776  Other Current Assets, Total 575 547 334 658","Cash and Short Term Investments 44280 47286 51569 49529  Cash - - - -  Cash & Equivalents 27180 27583 32569 32629  Short Term Investments 17100 19703 19000 16900  Total Receivables, Net 23863 21082 19574 22562  Accounts Receivables - Trade, Net 18772 17650 15941 18338  Total Inventory 11587 8762 8103 8443  Prepaid Expenses 808 869 756 776  Other Current Assets, Total 575 547 334 658","Cash and Short Term Investments 44280 47286 51569 49529  Cash - - - -  Cash & Equivalents 27180 27583 32569 32629  Short Term Investments 17100 19703 19000 16900  Total Receivables, Net 23863 21082 19574 22562  Accounts Receivables - Trade, Net 18772 17650 15941 18338  Total Inventory 11587 8762 8103 8443  Prepaid Expenses 808 869 756 776  Other Current Assets, Total 575 547 334 658","Cash and Short Term Investments 44280 47286 51569 49529  Cash - - - -  Cash & Equivalents 27180 27583 32569 32629  Short Term Investments 17100 19703 19000 16900  Total Receivables, Net 23863 21082 19574 22562  Accounts Receivables - Trade, Net 18772 17650 15941 18338  Total Inventory 11587 8762 8103 8443  Prepaid Expenses 808 869 756 776  Other Current Assets, Total 575 547 334 658"
Cash and Short Term Investments,44280,47286,51569,49529
Cash,-,-,-,-
Cash & Equivalents,27180,27583,32569,32629
Short Term Investments,17100,19703,19000,16900
"Total Receivables, Net",23863,21082,19574,22562
"Accounts Receivables - Trade, Net",18772,17650,15941,18338
Total Inventory,11587,8762,8103,8443
Prepaid Expenses,808,869,756,776
"Other Current Assets, Total",575,547,334,658
Total Assets,164204,158984,157594,163383
