Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,6160,7185,3995,7196.28
"Cash and Short Term Investments 2983 4982 2050 4459.02  Cash - - - -  Cash & Equivalents 2983 4982 2050 4459.02  Short Term Investments - - - -  Total Receivables, Net 1382 1129 1034 1224.05  Accounts Receivables - Trade, Net 1282 1129 1034 1223.44  Total Inventory 917 476 278 471.13  Prepaid Expenses - 291.34 192.65 797.82  Other Current Assets, Total 878 598 633 244.27","Cash and Short Term Investments 2983 4982 2050 4459.02  Cash - - - -  Cash & Equivalents 2983 4982 2050 4459.02  Short Term Investments - - - -  Total Receivables, Net 1382 1129 1034 1224.05  Accounts Receivables - Trade, Net 1282 1129 1034 1223.44  Total Inventory 917 476 278 471.13  Prepaid Expenses - 291.34 192.65 797.82  Other Current Assets, Total 878 598 633 244.27","Cash and Short Term Investments 2983 4982 2050 4459.02  Cash - - - -  Cash & Equivalents 2983 4982 2050 4459.02  Short Term Investments - - - -  Total Receivables, Net 1382 1129 1034 1224.05  Accounts Receivables - Trade, Net 1282 1129 1034 1223.44  Total Inventory 917 476 278 471.13  Prepaid Expenses - 291.34 192.65 797.82  Other Current Assets, Total 878 598 633 244.27","Cash and Short Term Investments 2983 4982 2050 4459.02  Cash - - - -  Cash & Equivalents 2983 4982 2050 4459.02  Short Term Investments - - - -  Total Receivables, Net 1382 1129 1034 1224.05  Accounts Receivables - Trade, Net 1282 1129 1034 1223.44  Total Inventory 917 476 278 471.13  Prepaid Expenses - 291.34 192.65 797.82  Other Current Assets, Total 878 598 633 244.27","Cash and Short Term Investments 2983 4982 2050 4459.02  Cash - - - -  Cash & Equivalents 2983 4982 2050 4459.02  Short Term Investments - - - -  Total Receivables, Net 1382 1129 1034 1224.05  Accounts Receivables - Trade, Net 1282 1129 1034 1223.44  Total Inventory 917 476 278 471.13  Prepaid Expenses - 291.34 192.65 797.82  Other Current Assets, Total 878 598 633 244.27"
Cash and Short Term Investments,2983,4982,2050,4459.02
Cash,-,-,-,-
Cash & Equivalents,2983,4982,2050,4459.02
Short Term Investments,-,-,-,-
"Total Receivables, Net",1382,1129,1034,1224.05
"Accounts Receivables - Trade, Net",1282,1129,1034,1223.44
Total Inventory,917,476,278,471.13
Prepaid Expenses,-,291.34,192.65,797.82
"Other Current Assets, Total",878,598,633,244.27
Total Assets,8021,8786,6876,8499.26
"Property/Plant/Equipment, Total - Net 210 245 204 204.98  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 2 37 72 106.99  Intangibles, Net 549 230 439 297.8  Long Term Investments 917 935 2014 438.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 1 254.25  Other Assets, Total 695 97 28 -","Property/Plant/Equipment, Total - Net 210 245 204 204.98  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 2 37 72 106.99  Intangibles, Net 549 230 439 297.8  Long Term Investments 917 935 2014 438.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 1 254.25  Other Assets, Total 695 97 28 -","Property/Plant/Equipment, Total - Net 210 245 204 204.98  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 2 37 72 106.99  Intangibles, Net 549 230 439 297.8  Long Term Investments 917 935 2014 438.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 1 254.25  Other Assets, Total 695 97 28 -","Property/Plant/Equipment, Total - Net 210 245 204 204.98  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 2 37 72 106.99  Intangibles, Net 549 230 439 297.8  Long Term Investments 917 935 2014 438.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 1 254.25  Other Assets, Total 695 97 28 -","Property/Plant/Equipment, Total - Net 210 245 204 204.98  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net 2 37 72 106.99  Intangibles, Net 549 230 439 297.8  Long Term Investments 917 935 2014 438.97  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 1 254.25  Other Assets, Total 695 97 28 -"
"Property/Plant/Equipment, Total - Net",210,245,204,204.98
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",2,37,72,106.99
"Intangibles, Net",549,230,439,297.8
Long Term Investments,917,935,2014,438.97
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,2,1,254.25
"Other Assets, Total",695,97,28,-
Total Current Liabilities,1583,1952,1457,3270.21
"Accounts Payable 357 370 350 807.14  Payable/Accrued - - - -  Accrued Expenses 215 259 204 201.72  Notes Payable/Short Term Debt - 89 200 151.83  Current Port. of LT Debt/Capital Leases 399 413 149 308.93  Other Current liabilities, Total 612 821 554 1800.58","Accounts Payable 357 370 350 807.14  Payable/Accrued - - - -  Accrued Expenses 215 259 204 201.72  Notes Payable/Short Term Debt - 89 200 151.83  Current Port. of LT Debt/Capital Leases 399 413 149 308.93  Other Current liabilities, Total 612 821 554 1800.58","Accounts Payable 357 370 350 807.14  Payable/Accrued - - - -  Accrued Expenses 215 259 204 201.72  Notes Payable/Short Term Debt - 89 200 151.83  Current Port. of LT Debt/Capital Leases 399 413 149 308.93  Other Current liabilities, Total 612 821 554 1800.58","Accounts Payable 357 370 350 807.14  Payable/Accrued - - - -  Accrued Expenses 215 259 204 201.72  Notes Payable/Short Term Debt - 89 200 151.83  Current Port. of LT Debt/Capital Leases 399 413 149 308.93  Other Current liabilities, Total 612 821 554 1800.58","Accounts Payable 357 370 350 807.14  Payable/Accrued - - - -  Accrued Expenses 215 259 204 201.72  Notes Payable/Short Term Debt - 89 200 151.83  Current Port. of LT Debt/Capital Leases 399 413 149 308.93  Other Current liabilities, Total 612 821 554 1800.58"
Accounts Payable,357,370,350,807.14
Payable/Accrued,-,-,-,-
Accrued Expenses,215,259,204,201.72
Notes Payable/Short Term Debt,-,89,200,151.83
Current Port. of LT Debt/Capital Leases,399,413,149,308.93
"Other Current liabilities, Total",612,821,554,1800.58
Total Liabilities,2428,3195,1645,3595.9
"Total Long Term Debt 792 1191 130 185.26  Long Term Debt 792 1191 130 185.26  Capital Lease Obligations - - - -  Deferred Income Tax 10 7 14 57.83  Minority Interest - - - 45.25  Other Liabilities, Total 43 -1738.28 -636.6 37.35","Total Long Term Debt 792 1191 130 185.26  Long Term Debt 792 1191 130 185.26  Capital Lease Obligations - - - -  Deferred Income Tax 10 7 14 57.83  Minority Interest - - - 45.25  Other Liabilities, Total 43 -1738.28 -636.6 37.35","Total Long Term Debt 792 1191 130 185.26  Long Term Debt 792 1191 130 185.26  Capital Lease Obligations - - - -  Deferred Income Tax 10 7 14 57.83  Minority Interest - - - 45.25  Other Liabilities, Total 43 -1738.28 -636.6 37.35","Total Long Term Debt 792 1191 130 185.26  Long Term Debt 792 1191 130 185.26  Capital Lease Obligations - - - -  Deferred Income Tax 10 7 14 57.83  Minority Interest - - - 45.25  Other Liabilities, Total 43 -1738.28 -636.6 37.35","Total Long Term Debt 792 1191 130 185.26  Long Term Debt 792 1191 130 185.26  Capital Lease Obligations - - - -  Deferred Income Tax 10 7 14 57.83  Minority Interest - - - 45.25  Other Liabilities, Total 43 -1738.28 -636.6 37.35"
