Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,22772,19197.58,13726.74,12337.95
"Cash and Short Term Investments 5970 6012.61 4571.35 2404.12  Cash - - - -  Cash & Equivalents 5970 6012.61 4571.35 2404.12  Short Term Investments - - - -  Total Receivables, Net 14 37.05 17.4 14.93  Accounts Receivables - Trade, Net 14 30.1 17.4 14.93  Total Inventory 16465 12811.78 8845.02 9732.17  Prepaid Expenses 34 269.62 286.79 185.54  Other Current Assets, Total 289 66.52 6.17 1.19","Cash and Short Term Investments 5970 6012.61 4571.35 2404.12  Cash - - - -  Cash & Equivalents 5970 6012.61 4571.35 2404.12  Short Term Investments - - - -  Total Receivables, Net 14 37.05 17.4 14.93  Accounts Receivables - Trade, Net 14 30.1 17.4 14.93  Total Inventory 16465 12811.78 8845.02 9732.17  Prepaid Expenses 34 269.62 286.79 185.54  Other Current Assets, Total 289 66.52 6.17 1.19","Cash and Short Term Investments 5970 6012.61 4571.35 2404.12  Cash - - - -  Cash & Equivalents 5970 6012.61 4571.35 2404.12  Short Term Investments - - - -  Total Receivables, Net 14 37.05 17.4 14.93  Accounts Receivables - Trade, Net 14 30.1 17.4 14.93  Total Inventory 16465 12811.78 8845.02 9732.17  Prepaid Expenses 34 269.62 286.79 185.54  Other Current Assets, Total 289 66.52 6.17 1.19","Cash and Short Term Investments 5970 6012.61 4571.35 2404.12  Cash - - - -  Cash & Equivalents 5970 6012.61 4571.35 2404.12  Short Term Investments - - - -  Total Receivables, Net 14 37.05 17.4 14.93  Accounts Receivables - Trade, Net 14 30.1 17.4 14.93  Total Inventory 16465 12811.78 8845.02 9732.17  Prepaid Expenses 34 269.62 286.79 185.54  Other Current Assets, Total 289 66.52 6.17 1.19","Cash and Short Term Investments 5970 6012.61 4571.35 2404.12  Cash - - - -  Cash & Equivalents 5970 6012.61 4571.35 2404.12  Short Term Investments - - - -  Total Receivables, Net 14 37.05 17.4 14.93  Accounts Receivables - Trade, Net 14 30.1 17.4 14.93  Total Inventory 16465 12811.78 8845.02 9732.17  Prepaid Expenses 34 269.62 286.79 185.54  Other Current Assets, Total 289 66.52 6.17 1.19"
Cash and Short Term Investments,5970,6012.61,4571.35,2404.12
Cash,-,-,-,-
Cash & Equivalents,5970,6012.61,4571.35,2404.12
Short Term Investments,-,-,-,-
"Total Receivables, Net",14,37.05,17.4,14.93
"Accounts Receivables - Trade, Net",14,30.1,17.4,14.93
Total Inventory,16465,12811.78,8845.02,9732.17
Prepaid Expenses,34,269.62,286.79,185.54
"Other Current Assets, Total",289,66.52,6.17,1.19
Total Assets,23099,19491.58,13959.72,12564.08
