Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,62075,52700,60626,52751
"Cash and Short Term Investments 39305 31595 40124 28999  Cash - - - -  Cash & Equivalents 39305 31595 40124 28999  Short Term Investments - - - -  Total Receivables, Net 6327 5569 5046 4757  Accounts Receivables - Trade, Net 6327 5569 5046 4757  Total Inventory 14348 13108 13199 13618  Prepaid Expenses 573 586 567 523  Other Current Assets, Total 1522 1842 1690 4854","Cash and Short Term Investments 39305 31595 40124 28999  Cash - - - -  Cash & Equivalents 39305 31595 40124 28999  Short Term Investments - - - -  Total Receivables, Net 6327 5569 5046 4757  Accounts Receivables - Trade, Net 6327 5569 5046 4757  Total Inventory 14348 13108 13199 13618  Prepaid Expenses 573 586 567 523  Other Current Assets, Total 1522 1842 1690 4854","Cash and Short Term Investments 39305 31595 40124 28999  Cash - - - -  Cash & Equivalents 39305 31595 40124 28999  Short Term Investments - - - -  Total Receivables, Net 6327 5569 5046 4757  Accounts Receivables - Trade, Net 6327 5569 5046 4757  Total Inventory 14348 13108 13199 13618  Prepaid Expenses 573 586 567 523  Other Current Assets, Total 1522 1842 1690 4854","Cash and Short Term Investments 39305 31595 40124 28999  Cash - - - -  Cash & Equivalents 39305 31595 40124 28999  Short Term Investments - - - -  Total Receivables, Net 6327 5569 5046 4757  Accounts Receivables - Trade, Net 6327 5569 5046 4757  Total Inventory 14348 13108 13199 13618  Prepaid Expenses 573 586 567 523  Other Current Assets, Total 1522 1842 1690 4854","Cash and Short Term Investments 39305 31595 40124 28999  Cash - - - -  Cash & Equivalents 39305 31595 40124 28999  Short Term Investments - - - -  Total Receivables, Net 6327 5569 5046 4757  Accounts Receivables - Trade, Net 6327 5569 5046 4757  Total Inventory 14348 13108 13199 13618  Prepaid Expenses 573 586 567 523  Other Current Assets, Total 1522 1842 1690 4854"
Cash and Short Term Investments,39305,31595,40124,28999
Cash,-,-,-,-
Cash & Equivalents,39305,31595,40124,28999
Short Term Investments,-,-,-,-
"Total Receivables, Net",6327,5569,5046,4757
"Accounts Receivables - Trade, Net",6327,5569,5046,4757
Total Inventory,14348,13108,13199,13618
Prepaid Expenses,573,586,567,523
"Other Current Assets, Total",1522,1842,1690,4854
Total Assets,172304,165551,174574,168555
