Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2114,3877.63,1788.35,871.44
"Cash and Short Term Investments 1853 3530.34 1624.8 739.19  Cash - - - -  Cash & Equivalents 1853 3530.34 1624.8 739.19  Short Term Investments - - - -  Total Receivables, Net 120 171.99 69.85 65.15  Accounts Receivables - Trade, Net 120 171.99 69.85 65.15  Total Inventory 18 6.62 11.86 4.35  Prepaid Expenses - 77.54 29.72 16.45  Other Current Assets, Total 123 91.15 52.13 46.3","Cash and Short Term Investments 1853 3530.34 1624.8 739.19  Cash - - - -  Cash & Equivalents 1853 3530.34 1624.8 739.19  Short Term Investments - - - -  Total Receivables, Net 120 171.99 69.85 65.15  Accounts Receivables - Trade, Net 120 171.99 69.85 65.15  Total Inventory 18 6.62 11.86 4.35  Prepaid Expenses - 77.54 29.72 16.45  Other Current Assets, Total 123 91.15 52.13 46.3","Cash and Short Term Investments 1853 3530.34 1624.8 739.19  Cash - - - -  Cash & Equivalents 1853 3530.34 1624.8 739.19  Short Term Investments - - - -  Total Receivables, Net 120 171.99 69.85 65.15  Accounts Receivables - Trade, Net 120 171.99 69.85 65.15  Total Inventory 18 6.62 11.86 4.35  Prepaid Expenses - 77.54 29.72 16.45  Other Current Assets, Total 123 91.15 52.13 46.3","Cash and Short Term Investments 1853 3530.34 1624.8 739.19  Cash - - - -  Cash & Equivalents 1853 3530.34 1624.8 739.19  Short Term Investments - - - -  Total Receivables, Net 120 171.99 69.85 65.15  Accounts Receivables - Trade, Net 120 171.99 69.85 65.15  Total Inventory 18 6.62 11.86 4.35  Prepaid Expenses - 77.54 29.72 16.45  Other Current Assets, Total 123 91.15 52.13 46.3","Cash and Short Term Investments 1853 3530.34 1624.8 739.19  Cash - - - -  Cash & Equivalents 1853 3530.34 1624.8 739.19  Short Term Investments - - - -  Total Receivables, Net 120 171.99 69.85 65.15  Accounts Receivables - Trade, Net 120 171.99 69.85 65.15  Total Inventory 18 6.62 11.86 4.35  Prepaid Expenses - 77.54 29.72 16.45  Other Current Assets, Total 123 91.15 52.13 46.3"
Cash and Short Term Investments,1853,3530.34,1624.8,739.19
Cash,-,-,-,-
Cash & Equivalents,1853,3530.34,1624.8,739.19
Short Term Investments,-,-,-,-
"Total Receivables, Net",120,171.99,69.85,65.15
"Accounts Receivables - Trade, Net",120,171.99,69.85,65.15
Total Inventory,18,6.62,11.86,4.35
Prepaid Expenses,-,77.54,29.72,16.45
"Other Current Assets, Total",123,91.15,52.13,46.3
Total Assets,3471,4308.13,1866.35,1367.23
"Property/Plant/Equipment, Total - Net 955 322.71 - 403.83  Property/Plant/Equipment, Total - Gross - 91.69 257.59 588.2  Accumulated Depreciation, Total - -259.96 -257.59 -184.37  Goodwill, Net - - - -  Intangibles, Net 298 27.12 - 14.85  Long Term Investments 102 - - -  Note Receivable - Long Term - 0.02 0.42 1  Other Long Term Assets, Total 2 80.65 77.58 76.11  Other Assets, Total 21 - - -","Property/Plant/Equipment, Total - Net 955 322.71 - 403.83  Property/Plant/Equipment, Total - Gross - 91.69 257.59 588.2  Accumulated Depreciation, Total - -259.96 -257.59 -184.37  Goodwill, Net - - - -  Intangibles, Net 298 27.12 - 14.85  Long Term Investments 102 - - -  Note Receivable - Long Term - 0.02 0.42 1  Other Long Term Assets, Total 2 80.65 77.58 76.11  Other Assets, Total 21 - - -","Property/Plant/Equipment, Total - Net 955 322.71 - 403.83  Property/Plant/Equipment, Total - Gross - 91.69 257.59 588.2  Accumulated Depreciation, Total - -259.96 -257.59 -184.37  Goodwill, Net - - - -  Intangibles, Net 298 27.12 - 14.85  Long Term Investments 102 - - -  Note Receivable - Long Term - 0.02 0.42 1  Other Long Term Assets, Total 2 80.65 77.58 76.11  Other Assets, Total 21 - - -","Property/Plant/Equipment, Total - Net 955 322.71 - 403.83  Property/Plant/Equipment, Total - Gross - 91.69 257.59 588.2  Accumulated Depreciation, Total - -259.96 -257.59 -184.37  Goodwill, Net - - - -  Intangibles, Net 298 27.12 - 14.85  Long Term Investments 102 - - -  Note Receivable - Long Term - 0.02 0.42 1  Other Long Term Assets, Total 2 80.65 77.58 76.11  Other Assets, Total 21 - - -","Property/Plant/Equipment, Total - Net 955 322.71 - 403.83  Property/Plant/Equipment, Total - Gross - 91.69 257.59 588.2  Accumulated Depreciation, Total - -259.96 -257.59 -184.37  Goodwill, Net - - - -  Intangibles, Net 298 27.12 - 14.85  Long Term Investments 102 - - -  Note Receivable - Long Term - 0.02 0.42 1  Other Long Term Assets, Total 2 80.65 77.58 76.11  Other Assets, Total 21 - - -"
"Property/Plant/Equipment, Total - Net",955,322.71,-,403.83
"Property/Plant/Equipment, Total - Gross",-,91.69,257.59,588.2
"Accumulated Depreciation, Total",-,-259.96,-257.59,-184.37
"Goodwill, Net",-,-,-,-
"Intangibles, Net",298,27.12,-,14.85
Long Term Investments,102,-,-,-
Note Receivable - Long Term,-,0.02,0.42,1
"Other Long Term Assets, Total",2,80.65,77.58,76.11
"Other Assets, Total",21,-,-,-
Total Current Liabilities,974,1225.95,657.04,493.04
