Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,7630,7729,3185.08,6772.97
"Cash and Short Term Investments 5259 5581 640.33 4631.57  Cash - - - -  Cash & Equivalents 5259 5581 640.33 4631.57  Short Term Investments - - - -  Total Receivables, Net - 558.7 442.97 315.39  Accounts Receivables - Trade, Net 706 558.7 442.97 315.39  Total Inventory 1337 1258 1335.79 1403.07  Prepaid Expenses - 85.12 143.68 108.33  Other Current Assets, Total 328 331 622.31 314.61","Cash and Short Term Investments 5259 5581 640.33 4631.57  Cash - - - -  Cash & Equivalents 5259 5581 640.33 4631.57  Short Term Investments - - - -  Total Receivables, Net - 558.7 442.97 315.39  Accounts Receivables - Trade, Net 706 558.7 442.97 315.39  Total Inventory 1337 1258 1335.79 1403.07  Prepaid Expenses - 85.12 143.68 108.33  Other Current Assets, Total 328 331 622.31 314.61","Cash and Short Term Investments 5259 5581 640.33 4631.57  Cash - - - -  Cash & Equivalents 5259 5581 640.33 4631.57  Short Term Investments - - - -  Total Receivables, Net - 558.7 442.97 315.39  Accounts Receivables - Trade, Net 706 558.7 442.97 315.39  Total Inventory 1337 1258 1335.79 1403.07  Prepaid Expenses - 85.12 143.68 108.33  Other Current Assets, Total 328 331 622.31 314.61","Cash and Short Term Investments 5259 5581 640.33 4631.57  Cash - - - -  Cash & Equivalents 5259 5581 640.33 4631.57  Short Term Investments - - - -  Total Receivables, Net - 558.7 442.97 315.39  Accounts Receivables - Trade, Net 706 558.7 442.97 315.39  Total Inventory 1337 1258 1335.79 1403.07  Prepaid Expenses - 85.12 143.68 108.33  Other Current Assets, Total 328 331 622.31 314.61","Cash and Short Term Investments 5259 5581 640.33 4631.57  Cash - - - -  Cash & Equivalents 5259 5581 640.33 4631.57  Short Term Investments - - - -  Total Receivables, Net - 558.7 442.97 315.39  Accounts Receivables - Trade, Net 706 558.7 442.97 315.39  Total Inventory 1337 1258 1335.79 1403.07  Prepaid Expenses - 85.12 143.68 108.33  Other Current Assets, Total 328 331 622.31 314.61"
Cash and Short Term Investments,5259,5581,640.33,4631.57
Cash,-,-,-,-
Cash & Equivalents,5259,5581,640.33,4631.57
Short Term Investments,-,-,-,-
"Total Receivables, Net",-,558.7,442.97,315.39
"Accounts Receivables - Trade, Net",706,558.7,442.97,315.39
Total Inventory,1337,1258,1335.79,1403.07
Prepaid Expenses,-,85.12,143.68,108.33
"Other Current Assets, Total",328,331,622.31,314.61
Total Assets,21761,22804.43,19377.8,21383.45
"Property/Plant/Equipment, Total - Net 12850 13592.29 14559.73 12748  Property/Plant/Equipment, Total - Gross - 18646.01 18939.76 16644.46  Accumulated Depreciation, Total - -5053.72 -4380.03 -3896.45  Goodwill, Net - - - -  Intangibles, Net 33 26 31.85 33.37  Long Term Investments 1241 1445 - 41.16  Note Receivable - Long Term - - - 943.95  Other Long Term Assets, Total 2 3 1601.14 1787.94  Other Assets, Total 964 1039 - -","Property/Plant/Equipment, Total - Net 12850 13592.29 14559.73 12748  Property/Plant/Equipment, Total - Gross - 18646.01 18939.76 16644.46  Accumulated Depreciation, Total - -5053.72 -4380.03 -3896.45  Goodwill, Net - - - -  Intangibles, Net 33 26 31.85 33.37  Long Term Investments 1241 1445 - 41.16  Note Receivable - Long Term - - - 943.95  Other Long Term Assets, Total 2 3 1601.14 1787.94  Other Assets, Total 964 1039 - -","Property/Plant/Equipment, Total - Net 12850 13592.29 14559.73 12748  Property/Plant/Equipment, Total - Gross - 18646.01 18939.76 16644.46  Accumulated Depreciation, Total - -5053.72 -4380.03 -3896.45  Goodwill, Net - - - -  Intangibles, Net 33 26 31.85 33.37  Long Term Investments 1241 1445 - 41.16  Note Receivable - Long Term - - - 943.95  Other Long Term Assets, Total 2 3 1601.14 1787.94  Other Assets, Total 964 1039 - -","Property/Plant/Equipment, Total - Net 12850 13592.29 14559.73 12748  Property/Plant/Equipment, Total - Gross - 18646.01 18939.76 16644.46  Accumulated Depreciation, Total - -5053.72 -4380.03 -3896.45  Goodwill, Net - - - -  Intangibles, Net 33 26 31.85 33.37  Long Term Investments 1241 1445 - 41.16  Note Receivable - Long Term - - - 943.95  Other Long Term Assets, Total 2 3 1601.14 1787.94  Other Assets, Total 964 1039 - -","Property/Plant/Equipment, Total - Net 12850 13592.29 14559.73 12748  Property/Plant/Equipment, Total - Gross - 18646.01 18939.76 16644.46  Accumulated Depreciation, Total - -5053.72 -4380.03 -3896.45  Goodwill, Net - - - -  Intangibles, Net 33 26 31.85 33.37  Long Term Investments 1241 1445 - 41.16  Note Receivable - Long Term - - - 943.95  Other Long Term Assets, Total 2 3 1601.14 1787.94  Other Assets, Total 964 1039 - -"
"Property/Plant/Equipment, Total - Net",12850,13592.29,14559.73,12748
"Property/Plant/Equipment, Total - Gross",-,18646.01,18939.76,16644.46
"Accumulated Depreciation, Total",-,-5053.72,-4380.03,-3896.45
"Goodwill, Net",-,-,-,-
"Intangibles, Net",33,26,31.85,33.37
Long Term Investments,1241,1445,-,41.16
Note Receivable - Long Term,-,-,-,943.95
"Other Long Term Assets, Total",2,3,1601.14,1787.94
"Other Assets, Total",964,1039,-,-
Total Current Liabilities,1983,2119,5213.33,4068.63
"Accounts Payable 459 328.11 234.36 238.95  Payable/Accrued - - - -  Accrued Expenses 263 463.71 775.14 263.88  Notes Payable/Short Term Debt - - 1100 -  Current Port. of LT Debt/Capital Leases - - 2061.68 2557.02  Other Current liabilities, Total 1261 1571 1042.14 1008.77","Accounts Payable 459 328.11 234.36 238.95  Payable/Accrued - - - -  Accrued Expenses 263 463.71 775.14 263.88  Notes Payable/Short Term Debt - - 1100 -  Current Port. of LT Debt/Capital Leases - - 2061.68 2557.02  Other Current liabilities, Total 1261 1571 1042.14 1008.77","Accounts Payable 459 328.11 234.36 238.95  Payable/Accrued - - - -  Accrued Expenses 263 463.71 775.14 263.88  Notes Payable/Short Term Debt - - 1100 -  Current Port. of LT Debt/Capital Leases - - 2061.68 2557.02  Other Current liabilities, Total 1261 1571 1042.14 1008.77","Accounts Payable 459 328.11 234.36 238.95  Payable/Accrued - - - -  Accrued Expenses 263 463.71 775.14 263.88  Notes Payable/Short Term Debt - - 1100 -  Current Port. of LT Debt/Capital Leases - - 2061.68 2557.02  Other Current liabilities, Total 1261 1571 1042.14 1008.77","Accounts Payable 459 328.11 234.36 238.95  Payable/Accrued - - - -  Accrued Expenses 263 463.71 775.14 263.88  Notes Payable/Short Term Debt - - 1100 -  Current Port. of LT Debt/Capital Leases - - 2061.68 2557.02  Other Current liabilities, Total 1261 1571 1042.14 1008.77"
Accounts Payable,459,328.11,234.36,238.95
Payable/Accrued,-,-,-,-
Accrued Expenses,263,463.71,775.14,263.88
Notes Payable/Short Term Debt,-,-,1100,-
Current Port. of LT Debt/Capital Leases,-,-,2061.68,2557.02
"Other Current liabilities, Total",1261,1571,1042.14,1008.77
Total Liabilities,17241,17418,16192.71,14202.42
