Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,3395.97,3625.05,4012.79,4068.63
"Cash and Short Term Investments 2676.03 2921.03 3094.93 3250.85  Cash - - - -  Cash & Equivalents 2676.03 2921.03 3094.93 3250.85  Short Term Investments - - - -  Total Receivables, Net 592.45 540.64 751.62 698.23  Accounts Receivables - Trade, Net 592.45 523.52 751.62 698.23  Total Inventory 50.11 79.98 81.84 41.5  Prepaid Expenses 76.82 82.16 77.06 44.44  Other Current Assets, Total 0.55 1.24 7.34 33.62","Cash and Short Term Investments 2676.03 2921.03 3094.93 3250.85  Cash - - - -  Cash & Equivalents 2676.03 2921.03 3094.93 3250.85  Short Term Investments - - - -  Total Receivables, Net 592.45 540.64 751.62 698.23  Accounts Receivables - Trade, Net 592.45 523.52 751.62 698.23  Total Inventory 50.11 79.98 81.84 41.5  Prepaid Expenses 76.82 82.16 77.06 44.44  Other Current Assets, Total 0.55 1.24 7.34 33.62","Cash and Short Term Investments 2676.03 2921.03 3094.93 3250.85  Cash - - - -  Cash & Equivalents 2676.03 2921.03 3094.93 3250.85  Short Term Investments - - - -  Total Receivables, Net 592.45 540.64 751.62 698.23  Accounts Receivables - Trade, Net 592.45 523.52 751.62 698.23  Total Inventory 50.11 79.98 81.84 41.5  Prepaid Expenses 76.82 82.16 77.06 44.44  Other Current Assets, Total 0.55 1.24 7.34 33.62","Cash and Short Term Investments 2676.03 2921.03 3094.93 3250.85  Cash - - - -  Cash & Equivalents 2676.03 2921.03 3094.93 3250.85  Short Term Investments - - - -  Total Receivables, Net 592.45 540.64 751.62 698.23  Accounts Receivables - Trade, Net 592.45 523.52 751.62 698.23  Total Inventory 50.11 79.98 81.84 41.5  Prepaid Expenses 76.82 82.16 77.06 44.44  Other Current Assets, Total 0.55 1.24 7.34 33.62","Cash and Short Term Investments 2676.03 2921.03 3094.93 3250.85  Cash - - - -  Cash & Equivalents 2676.03 2921.03 3094.93 3250.85  Short Term Investments - - - -  Total Receivables, Net 592.45 540.64 751.62 698.23  Accounts Receivables - Trade, Net 592.45 523.52 751.62 698.23  Total Inventory 50.11 79.98 81.84 41.5  Prepaid Expenses 76.82 82.16 77.06 44.44  Other Current Assets, Total 0.55 1.24 7.34 33.62"
Cash and Short Term Investments,2676.03,2921.03,3094.93,3250.85
Cash,-,-,-,-
Cash & Equivalents,2676.03,2921.03,3094.93,3250.85
Short Term Investments,-,-,-,-
"Total Receivables, Net",592.45,540.64,751.62,698.23
"Accounts Receivables - Trade, Net",592.45,523.52,751.62,698.23
Total Inventory,50.11,79.98,81.84,41.5
Prepaid Expenses,76.82,82.16,77.06,44.44
"Other Current Assets, Total",0.55,1.24,7.34,33.62
Total Assets,4031.13,4037.55,4460.72,4461.64
