Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,27038,25596,25491,25689
"Cash and Short Term Investments 899 990 915 1197  Cash - - - -  Cash & Equivalents 899 990 915 1197  Short Term Investments - - - -  Total Receivables, Net 16937 16277 16838 17041  Accounts Receivables - Trade, Net 16937 16277 16838 17041  Total Inventory 8585 7865 7506 7225  Prepaid Expenses 127 99 110 104  Other Current Assets, Total 490 365 122 122","Cash and Short Term Investments 899 990 915 1197  Cash - - - -  Cash & Equivalents 899 990 915 1197  Short Term Investments - - - -  Total Receivables, Net 16937 16277 16838 17041  Accounts Receivables - Trade, Net 16937 16277 16838 17041  Total Inventory 8585 7865 7506 7225  Prepaid Expenses 127 99 110 104  Other Current Assets, Total 490 365 122 122","Cash and Short Term Investments 899 990 915 1197  Cash - - - -  Cash & Equivalents 899 990 915 1197  Short Term Investments - - - -  Total Receivables, Net 16937 16277 16838 17041  Accounts Receivables - Trade, Net 16937 16277 16838 17041  Total Inventory 8585 7865 7506 7225  Prepaid Expenses 127 99 110 104  Other Current Assets, Total 490 365 122 122","Cash and Short Term Investments 899 990 915 1197  Cash - - - -  Cash & Equivalents 899 990 915 1197  Short Term Investments - - - -  Total Receivables, Net 16937 16277 16838 17041  Accounts Receivables - Trade, Net 16937 16277 16838 17041  Total Inventory 8585 7865 7506 7225  Prepaid Expenses 127 99 110 104  Other Current Assets, Total 490 365 122 122","Cash and Short Term Investments 899 990 915 1197  Cash - - - -  Cash & Equivalents 899 990 915 1197  Short Term Investments - - - -  Total Receivables, Net 16937 16277 16838 17041  Accounts Receivables - Trade, Net 16937 16277 16838 17041  Total Inventory 8585 7865 7506 7225  Prepaid Expenses 127 99 110 104  Other Current Assets, Total 490 365 122 122"
Cash and Short Term Investments,899,990,915,1197
Cash,-,-,-,-
Cash & Equivalents,899,990,915,1197
Short Term Investments,-,-,-,-
"Total Receivables, Net",16937,16277,16838,17041
"Accounts Receivables - Trade, Net",16937,16277,16838,17041
Total Inventory,8585,7865,7506,7225
Prepaid Expenses,127,99,110,104
"Other Current Assets, Total",490,365,122,122
Total Assets,55511,52280,51724,52568
"Property/Plant/Equipment, Total - Net 25623 23763 23290 23631  Property/Plant/Equipment, Total - Gross - 74881 73523 74377  Accumulated Depreciation, Total - -51119 -50233 -50747  Goodwill, Net 5 7 9 73  Intangibles, Net 549 291 239 333  Long Term Investments 1891 1404 1331 1630  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1219 1364 1212  Other Assets, Total -7459 - - -","Property/Plant/Equipment, Total - Net 25623 23763 23290 23631  Property/Plant/Equipment, Total - Gross - 74881 73523 74377  Accumulated Depreciation, Total - -51119 -50233 -50747  Goodwill, Net 5 7 9 73  Intangibles, Net 549 291 239 333  Long Term Investments 1891 1404 1331 1630  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1219 1364 1212  Other Assets, Total -7459 - - -","Property/Plant/Equipment, Total - Net 25623 23763 23290 23631  Property/Plant/Equipment, Total - Gross - 74881 73523 74377  Accumulated Depreciation, Total - -51119 -50233 -50747  Goodwill, Net 5 7 9 73  Intangibles, Net 549 291 239 333  Long Term Investments 1891 1404 1331 1630  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1219 1364 1212  Other Assets, Total -7459 - - -","Property/Plant/Equipment, Total - Net 25623 23763 23290 23631  Property/Plant/Equipment, Total - Gross - 74881 73523 74377  Accumulated Depreciation, Total - -51119 -50233 -50747  Goodwill, Net 5 7 9 73  Intangibles, Net 549 291 239 333  Long Term Investments 1891 1404 1331 1630  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1219 1364 1212  Other Assets, Total -7459 - - -","Property/Plant/Equipment, Total - Net 25623 23763 23290 23631  Property/Plant/Equipment, Total - Gross - 74881 73523 74377  Accumulated Depreciation, Total - -51119 -50233 -50747  Goodwill, Net 5 7 9 73  Intangibles, Net 549 291 239 333  Long Term Investments 1891 1404 1331 1630  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 1219 1364 1212  Other Assets, Total -7459 - - -"
"Property/Plant/Equipment, Total - Net",25623,23763,23290,23631
"Property/Plant/Equipment, Total - Gross",-,74881,73523,74377
"Accumulated Depreciation, Total",-,-51119,-50233,-50747
"Goodwill, Net",5,7,9,73
"Intangibles, Net",549,291,239,333
Long Term Investments,1891,1404,1331,1630
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,1219,1364,1212
"Other Assets, Total",-7459,-,-,-
Total Current Liabilities,28476,25350,23968,24226
"Accounts Payable 6826 6399 6247 8141  Payable/Accrued - - - -  Accrued Expenses 227 10049 10892 9322  Notes Payable/Short Term Debt 7027 2950 300 300  Current Port. of LT Debt/Capital Leases 30 793 823 766  Other Current liabilities, Total 14366 5159 5706 5697","Accounts Payable 6826 6399 6247 8141  Payable/Accrued - - - -  Accrued Expenses 227 10049 10892 9322  Notes Payable/Short Term Debt 7027 2950 300 300  Current Port. of LT Debt/Capital Leases 30 793 823 766  Other Current liabilities, Total 14366 5159 5706 5697","Accounts Payable 6826 6399 6247 8141  Payable/Accrued - - - -  Accrued Expenses 227 10049 10892 9322  Notes Payable/Short Term Debt 7027 2950 300 300  Current Port. of LT Debt/Capital Leases 30 793 823 766  Other Current liabilities, Total 14366 5159 5706 5697","Accounts Payable 6826 6399 6247 8141  Payable/Accrued - - - -  Accrued Expenses 227 10049 10892 9322  Notes Payable/Short Term Debt 7027 2950 300 300  Current Port. of LT Debt/Capital Leases 30 793 823 766  Other Current liabilities, Total 14366 5159 5706 5697","Accounts Payable 6826 6399 6247 8141  Payable/Accrued - - - -  Accrued Expenses 227 10049 10892 9322  Notes Payable/Short Term Debt 7027 2950 300 300  Current Port. of LT Debt/Capital Leases 30 793 823 766  Other Current liabilities, Total 14366 5159 5706 5697"
Accounts Payable,6826,6399,6247,8141
Payable/Accrued,-,-,-,-
Accrued Expenses,227,10049,10892,9322
Notes Payable/Short Term Debt,7027,2950,300,300
Current Port. of LT Debt/Capital Leases,30,793,823,766
"Other Current liabilities, Total",14366,5159,5706,5697
Total Liabilities,35908,32267,31729,32786
"Total Long Term Debt 2444 49 819 1510  Long Term Debt 2400 - 750 1500  Capital Lease Obligations 44 49 69 10  Deferred Income Tax 128 164 146 182  Minority Interest 1837 2032 2086 2058  Other Liabilities, Total -4010.95 4672 4710 4810","Total Long Term Debt 2444 49 819 1510  Long Term Debt 2400 - 750 1500  Capital Lease Obligations 44 49 69 10  Deferred Income Tax 128 164 146 182  Minority Interest 1837 2032 2086 2058  Other Liabilities, Total -4010.95 4672 4710 4810","Total Long Term Debt 2444 49 819 1510  Long Term Debt 2400 - 750 1500  Capital Lease Obligations 44 49 69 10  Deferred Income Tax 128 164 146 182  Minority Interest 1837 2032 2086 2058  Other Liabilities, Total -4010.95 4672 4710 4810","Total Long Term Debt 2444 49 819 1510  Long Term Debt 2400 - 750 1500  Capital Lease Obligations 44 49 69 10  Deferred Income Tax 128 164 146 182  Minority Interest 1837 2032 2086 2058  Other Liabilities, Total -4010.95 4672 4710 4810","Total Long Term Debt 2444 49 819 1510  Long Term Debt 2400 - 750 1500  Capital Lease Obligations 44 49 69 10  Deferred Income Tax 128 164 146 182  Minority Interest 1837 2032 2086 2058  Other Liabilities, Total -4010.95 4672 4710 4810"
Total Long Term Debt,2444,49,819,1510
Long Term Debt,2400,-,750,1500
Capital Lease Obligations,44,49,69,10
Deferred Income Tax,128,164,146,182
Minority Interest,1837,2032,2086,2058
