Period Ending:,202231/03,202131/03,202031/03,201931/03
Total Current Assets,1562.78,968.09,1320.02,1780.22
"Cash and Short Term Investments 979.37 389.83 785.08 1096.03  Cash - - - -  Cash & Equivalents 979.37 389.83 785.08 1096.03  Short Term Investments - - - -  Total Receivables, Net 296.17 329.55 297.62 460.12  Accounts Receivables - Trade, Net 296.17 329.55 297.62 460.12  Total Inventory 80.33 89.22 109.28 90.25  Prepaid Expenses 102.83 113.85 99.03 94.39  Other Current Assets, Total 104.08 45.65 29.01 39.42","Cash and Short Term Investments 979.37 389.83 785.08 1096.03  Cash - - - -  Cash & Equivalents 979.37 389.83 785.08 1096.03  Short Term Investments - - - -  Total Receivables, Net 296.17 329.55 297.62 460.12  Accounts Receivables - Trade, Net 296.17 329.55 297.62 460.12  Total Inventory 80.33 89.22 109.28 90.25  Prepaid Expenses 102.83 113.85 99.03 94.39  Other Current Assets, Total 104.08 45.65 29.01 39.42","Cash and Short Term Investments 979.37 389.83 785.08 1096.03  Cash - - - -  Cash & Equivalents 979.37 389.83 785.08 1096.03  Short Term Investments - - - -  Total Receivables, Net 296.17 329.55 297.62 460.12  Accounts Receivables - Trade, Net 296.17 329.55 297.62 460.12  Total Inventory 80.33 89.22 109.28 90.25  Prepaid Expenses 102.83 113.85 99.03 94.39  Other Current Assets, Total 104.08 45.65 29.01 39.42","Cash and Short Term Investments 979.37 389.83 785.08 1096.03  Cash - - - -  Cash & Equivalents 979.37 389.83 785.08 1096.03  Short Term Investments - - - -  Total Receivables, Net 296.17 329.55 297.62 460.12  Accounts Receivables - Trade, Net 296.17 329.55 297.62 460.12  Total Inventory 80.33 89.22 109.28 90.25  Prepaid Expenses 102.83 113.85 99.03 94.39  Other Current Assets, Total 104.08 45.65 29.01 39.42","Cash and Short Term Investments 979.37 389.83 785.08 1096.03  Cash - - - -  Cash & Equivalents 979.37 389.83 785.08 1096.03  Short Term Investments - - - -  Total Receivables, Net 296.17 329.55 297.62 460.12  Accounts Receivables - Trade, Net 296.17 329.55 297.62 460.12  Total Inventory 80.33 89.22 109.28 90.25  Prepaid Expenses 102.83 113.85 99.03 94.39  Other Current Assets, Total 104.08 45.65 29.01 39.42"
Cash and Short Term Investments,979.37,389.83,785.08,1096.03
Cash,-,-,-,-
Cash & Equivalents,979.37,389.83,785.08,1096.03
Short Term Investments,-,-,-,-
"Total Receivables, Net",296.17,329.55,297.62,460.12
"Accounts Receivables - Trade, Net",296.17,329.55,297.62,460.12
Total Inventory,80.33,89.22,109.28,90.25
Prepaid Expenses,102.83,113.85,99.03,94.39
"Other Current Assets, Total",104.08,45.65,29.01,39.42
