Period Ending:,202231/01,202131/01,202031/01,201931/01
Total Current Assets,3369.66,3038.22,2954.07,2573.62
"Cash and Short Term Investments 940.25 1085.85 495.59 670.17  Cash - - - -  Cash & Equivalents 940.25 1085.85 495.59 670.17  Short Term Investments - - - -  Total Receivables, Net 655.62 645.26 560.61 571.09  Accounts Receivables - Trade, Net 655.62 645.26 560.61 571.09  Total Inventory 1649.59 1187.43 1787 1238.95  Prepaid Expenses 100.23 - - -  Other Current Assets, Total 23.96 119.68 110.87 93.41","Cash and Short Term Investments 940.25 1085.85 495.59 670.17  Cash - - - -  Cash & Equivalents 940.25 1085.85 495.59 670.17  Short Term Investments - - - -  Total Receivables, Net 655.62 645.26 560.61 571.09  Accounts Receivables - Trade, Net 655.62 645.26 560.61 571.09  Total Inventory 1649.59 1187.43 1787 1238.95  Prepaid Expenses 100.23 - - -  Other Current Assets, Total 23.96 119.68 110.87 93.41","Cash and Short Term Investments 940.25 1085.85 495.59 670.17  Cash - - - -  Cash & Equivalents 940.25 1085.85 495.59 670.17  Short Term Investments - - - -  Total Receivables, Net 655.62 645.26 560.61 571.09  Accounts Receivables - Trade, Net 655.62 645.26 560.61 571.09  Total Inventory 1649.59 1187.43 1787 1238.95  Prepaid Expenses 100.23 - - -  Other Current Assets, Total 23.96 119.68 110.87 93.41","Cash and Short Term Investments 940.25 1085.85 495.59 670.17  Cash - - - -  Cash & Equivalents 940.25 1085.85 495.59 670.17  Short Term Investments - - - -  Total Receivables, Net 655.62 645.26 560.61 571.09  Accounts Receivables - Trade, Net 655.62 645.26 560.61 571.09  Total Inventory 1649.59 1187.43 1787 1238.95  Prepaid Expenses 100.23 - - -  Other Current Assets, Total 23.96 119.68 110.87 93.41","Cash and Short Term Investments 940.25 1085.85 495.59 670.17  Cash - - - -  Cash & Equivalents 940.25 1085.85 495.59 670.17  Short Term Investments - - - -  Total Receivables, Net 655.62 645.26 560.61 571.09  Accounts Receivables - Trade, Net 655.62 645.26 560.61 571.09  Total Inventory 1649.59 1187.43 1787 1238.95  Prepaid Expenses 100.23 - - -  Other Current Assets, Total 23.96 119.68 110.87 93.41"
Cash and Short Term Investments,940.25,1085.85,495.59,670.17
Cash,-,-,-,-
Cash & Equivalents,940.25,1085.85,495.59,670.17
Short Term Investments,-,-,-,-
"Total Receivables, Net",655.62,645.26,560.61,571.09
"Accounts Receivables - Trade, Net",655.62,645.26,560.61,571.09
Total Inventory,1649.59,1187.43,1787,1238.95
Prepaid Expenses,100.23,-,-,-
"Other Current Assets, Total",23.96,119.68,110.87,93.41
Total Assets,4552.18,4340.94,4416.03,4219.23
"Property/Plant/Equipment, Total - Net 239.38 224.9 258.49 380.01  Property/Plant/Equipment, Total - Gross 1329.25 2.65 1.81 -  Accumulated Depreciation, Total -1089.87 - - -  Goodwill, Net - - - -  Intangibles, Net 124.32 152.25 196.71 198.63  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 818.83 925.56 1006.77 1066.96  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 239.38 224.9 258.49 380.01  Property/Plant/Equipment, Total - Gross 1329.25 2.65 1.81 -  Accumulated Depreciation, Total -1089.87 - - -  Goodwill, Net - - - -  Intangibles, Net 124.32 152.25 196.71 198.63  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 818.83 925.56 1006.77 1066.96  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 239.38 224.9 258.49 380.01  Property/Plant/Equipment, Total - Gross 1329.25 2.65 1.81 -  Accumulated Depreciation, Total -1089.87 - - -  Goodwill, Net - - - -  Intangibles, Net 124.32 152.25 196.71 198.63  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 818.83 925.56 1006.77 1066.96  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 239.38 224.9 258.49 380.01  Property/Plant/Equipment, Total - Gross 1329.25 2.65 1.81 -  Accumulated Depreciation, Total -1089.87 - - -  Goodwill, Net - - - -  Intangibles, Net 124.32 152.25 196.71 198.63  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 818.83 925.56 1006.77 1066.96  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 239.38 224.9 258.49 380.01  Property/Plant/Equipment, Total - Gross 1329.25 2.65 1.81 -  Accumulated Depreciation, Total -1089.87 - - -  Goodwill, Net - - - -  Intangibles, Net 124.32 152.25 196.71 198.63  Long Term Investments - - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 818.83 925.56 1006.77 1066.96  Other Assets, Total - - - -"
"Property/Plant/Equipment, Total - Net",239.38,224.9,258.49,380.01
"Property/Plant/Equipment, Total - Gross",1329.25,2.65,1.81,-
"Accumulated Depreciation, Total",-1089.87,-,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",124.32,152.25,196.71,198.63
Long Term Investments,-,-,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",818.83,925.56,1006.77,1066.96
"Other Assets, Total",-,-,-,-
Total Current Liabilities,1597.09,1989.05,2411.78,2220.63
"Accounts Payable 333.3 372.49 507.12 434.22  Payable/Accrued - - - -  Accrued Expenses 168.5 265.13 98.96 165.24  Notes Payable/Short Term Debt - - 300 -  Current Port. of LT Debt/Capital Leases 170.42 200.87 420.62 642.88  Other Current liabilities, Total 924.86 1150.56 1085.08 978.29","Accounts Payable 333.3 372.49 507.12 434.22  Payable/Accrued - - - -  Accrued Expenses 168.5 265.13 98.96 165.24  Notes Payable/Short Term Debt - - 300 -  Current Port. of LT Debt/Capital Leases 170.42 200.87 420.62 642.88  Other Current liabilities, Total 924.86 1150.56 1085.08 978.29","Accounts Payable 333.3 372.49 507.12 434.22  Payable/Accrued - - - -  Accrued Expenses 168.5 265.13 98.96 165.24  Notes Payable/Short Term Debt - - 300 -  Current Port. of LT Debt/Capital Leases 170.42 200.87 420.62 642.88  Other Current liabilities, Total 924.86 1150.56 1085.08 978.29","Accounts Payable 333.3 372.49 507.12 434.22  Payable/Accrued - - - -  Accrued Expenses 168.5 265.13 98.96 165.24  Notes Payable/Short Term Debt - - 300 -  Current Port. of LT Debt/Capital Leases 170.42 200.87 420.62 642.88  Other Current liabilities, Total 924.86 1150.56 1085.08 978.29","Accounts Payable 333.3 372.49 507.12 434.22  Payable/Accrued - - - -  Accrued Expenses 168.5 265.13 98.96 165.24  Notes Payable/Short Term Debt - - 300 -  Current Port. of LT Debt/Capital Leases 170.42 200.87 420.62 642.88  Other Current liabilities, Total 924.86 1150.56 1085.08 978.29"
Accounts Payable,333.3,372.49,507.12,434.22
Payable/Accrued,-,-,-,-
Accrued Expenses,168.5,265.13,98.96,165.24
Notes Payable/Short Term Debt,-,-,300,-
Current Port. of LT Debt/Capital Leases,170.42,200.87,420.62,642.88
"Other Current liabilities, Total",924.86,1150.56,1085.08,978.29
Total Liabilities,1647.28,2071.91,2706.88,2978.83
"Total Long Term Debt 0.1 34.68 233.46 654.08  Long Term Debt - 34.68 233.46 654.08  Capital Lease Obligations 0.1 - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 50.1 48.17 61.65 104.12","Total Long Term Debt 0.1 34.68 233.46 654.08  Long Term Debt - 34.68 233.46 654.08  Capital Lease Obligations 0.1 - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 50.1 48.17 61.65 104.12","Total Long Term Debt 0.1 34.68 233.46 654.08  Long Term Debt - 34.68 233.46 654.08  Capital Lease Obligations 0.1 - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 50.1 48.17 61.65 104.12","Total Long Term Debt 0.1 34.68 233.46 654.08  Long Term Debt - 34.68 233.46 654.08  Capital Lease Obligations 0.1 - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 50.1 48.17 61.65 104.12","Total Long Term Debt 0.1 34.68 233.46 654.08  Long Term Debt - 34.68 233.46 654.08  Capital Lease Obligations 0.1 - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 50.1 48.17 61.65 104.12"
Total Long Term Debt,0.1,34.68,233.46,654.08
Long Term Debt,-,34.68,233.46,654.08
Capital Lease Obligations,0.1,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",50.1,48.17,61.65,104.12
Total Equity,2904.89,2269.03,1709.15,1240.4
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 380.49 380.49 380.49 380.47  Additional Paid-In Capital 360.49 360.49 360.49 360.47  Retained Earnings (Accumulated Deficit) 2164.17 1506.21 944.82 470.09  Treasury Stock - Common -0.25 -0.25 -0.22 -0.22  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 22.09 23.59 29.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 380.49 380.49 380.49 380.47  Additional Paid-In Capital 360.49 360.49 360.49 360.47  Retained Earnings (Accumulated Deficit) 2164.17 1506.21 944.82 470.09  Treasury Stock - Common -0.25 -0.25 -0.22 -0.22  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 22.09 23.59 29.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 380.49 380.49 380.49 380.47  Additional Paid-In Capital 360.49 360.49 360.49 360.47  Retained Earnings (Accumulated Deficit) 2164.17 1506.21 944.82 470.09  Treasury Stock - Common -0.25 -0.25 -0.22 -0.22  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 22.09 23.59 29.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 380.49 380.49 380.49 380.47  Additional Paid-In Capital 360.49 360.49 360.49 360.47  Retained Earnings (Accumulated Deficit) 2164.17 1506.21 944.82 470.09  Treasury Stock - Common -0.25 -0.25 -0.22 -0.22  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 22.09 23.59 29.59","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 380.49 380.49 380.49 380.47  Additional Paid-In Capital 360.49 360.49 360.49 360.47  Retained Earnings (Accumulated Deficit) 2164.17 1506.21 944.82 470.09  Treasury Stock - Common -0.25 -0.25 -0.22 -0.22  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total - 22.09 23.59 29.59"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",380.49,380.49,380.49,380.47
Additional Paid-In Capital,360.49,360.49,360.49,360.47
Retained Earnings (Accumulated Deficit),2164.17,1506.21,944.82,470.09
Treasury Stock - Common,-0.25,-0.25,-0.22,-0.22
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",-,22.09,23.59,29.59
Total Liabilities & Shareholders' Equity,4552.18,4340.94,4416.03,4219.23
Total Common Shares Outstanding,7.11,7.11,7.11,7.11
Total Preferred Shares Outstanding,-,-,-,-
