Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,6993,6256,5849.21,5619.43
"Cash and Short Term Investments 5432 4801 4484.14 4333.42  Cash - - - -  Cash & Equivalents 5432 4721 4484.14 4333.42  Short Term Investments - 80 - -  Total Receivables, Net 1476 1382 1275.46 1212.33  Accounts Receivables - Trade, Net 1476 1382 1275.46 1212.33  Total Inventory 28 21 26.24 21.31  Prepaid Expenses 43 44 46.68 49.37  Other Current Assets, Total 14 8 16.69 3","Cash and Short Term Investments 5432 4801 4484.14 4333.42  Cash - - - -  Cash & Equivalents 5432 4721 4484.14 4333.42  Short Term Investments - 80 - -  Total Receivables, Net 1476 1382 1275.46 1212.33  Accounts Receivables - Trade, Net 1476 1382 1275.46 1212.33  Total Inventory 28 21 26.24 21.31  Prepaid Expenses 43 44 46.68 49.37  Other Current Assets, Total 14 8 16.69 3","Cash and Short Term Investments 5432 4801 4484.14 4333.42  Cash - - - -  Cash & Equivalents 5432 4721 4484.14 4333.42  Short Term Investments - 80 - -  Total Receivables, Net 1476 1382 1275.46 1212.33  Accounts Receivables - Trade, Net 1476 1382 1275.46 1212.33  Total Inventory 28 21 26.24 21.31  Prepaid Expenses 43 44 46.68 49.37  Other Current Assets, Total 14 8 16.69 3","Cash and Short Term Investments 5432 4801 4484.14 4333.42  Cash - - - -  Cash & Equivalents 5432 4721 4484.14 4333.42  Short Term Investments - 80 - -  Total Receivables, Net 1476 1382 1275.46 1212.33  Accounts Receivables - Trade, Net 1476 1382 1275.46 1212.33  Total Inventory 28 21 26.24 21.31  Prepaid Expenses 43 44 46.68 49.37  Other Current Assets, Total 14 8 16.69 3","Cash and Short Term Investments 5432 4801 4484.14 4333.42  Cash - - - -  Cash & Equivalents 5432 4721 4484.14 4333.42  Short Term Investments - 80 - -  Total Receivables, Net 1476 1382 1275.46 1212.33  Accounts Receivables - Trade, Net 1476 1382 1275.46 1212.33  Total Inventory 28 21 26.24 21.31  Prepaid Expenses 43 44 46.68 49.37  Other Current Assets, Total 14 8 16.69 3"
Cash and Short Term Investments,5432,4801,4484.14,4333.42
Cash,-,-,-,-
Cash & Equivalents,5432,4721,4484.14,4333.42
Short Term Investments,-,80,-,-
"Total Receivables, Net",1476,1382,1275.46,1212.33
"Accounts Receivables - Trade, Net",1476,1382,1275.46,1212.33
Total Inventory,28,21,26.24,21.31
Prepaid Expenses,43,44,46.68,49.37
"Other Current Assets, Total",14,8,16.69,3
Total Assets,22426,21452,20845.82,20475.95
"Property/Plant/Equipment, Total - Net 12099 12055 11874.28 11880.16  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 34 48 69.7 99.17  Long Term Investments 2913 2736 860.37 767.02  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1 2192.26 2110.16  Other Assets, Total -1047 -917 - -","Property/Plant/Equipment, Total - Net 12099 12055 11874.28 11880.16  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 34 48 69.7 99.17  Long Term Investments 2913 2736 860.37 767.02  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1 2192.26 2110.16  Other Assets, Total -1047 -917 - -","Property/Plant/Equipment, Total - Net 12099 12055 11874.28 11880.16  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 34 48 69.7 99.17  Long Term Investments 2913 2736 860.37 767.02  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1 2192.26 2110.16  Other Assets, Total -1047 -917 - -","Property/Plant/Equipment, Total - Net 12099 12055 11874.28 11880.16  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 34 48 69.7 99.17  Long Term Investments 2913 2736 860.37 767.02  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1 2192.26 2110.16  Other Assets, Total -1047 -917 - -","Property/Plant/Equipment, Total - Net 12099 12055 11874.28 11880.16  Property/Plant/Equipment, Total - Gross - - - -  Accumulated Depreciation, Total - - - -  Goodwill, Net - - - -  Intangibles, Net 34 48 69.7 99.17  Long Term Investments 2913 2736 860.37 767.02  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 1 2192.26 2110.16  Other Assets, Total -1047 -917 - -"
"Property/Plant/Equipment, Total - Net",12099,12055,11874.28,11880.16
"Property/Plant/Equipment, Total - Gross",-,-,-,-
"Accumulated Depreciation, Total",-,-,-,-
"Goodwill, Net",-,-,-,-
"Intangibles, Net",34,48,69.7,99.17
Long Term Investments,2913,2736,860.37,767.02
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",-,1,2192.26,2110.16
"Other Assets, Total",-1047,-917,-,-
Total Current Liabilities,2280,2055,2042.63,1817.59
